# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_port
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
ttt_playerspawn	-1817.958740 -947.737610 512.531311	0.037 0.000 -0.037
ttt_playerspawn	-1782.035034 -1107.610718 512.501770	-0.036 -0.000 0.036
ttt_playerspawn	-1993.954102 -1040.440552 512.527466	0.030 -0.000 -0.030
ttt_playerspawn	-2009.830200 -871.920227 512.539612	0.034 -0.000 -0.034
ttt_playerspawn	-1870.532104 -612.793823 512.501770	0.051 -0.000 -0.051
ttt_playerspawn	-1955.845703 -734.733276 512.486877	0.059 -0.000 -0.059
ttt_playerspawn	-2030.045532 -601.736938 512.474243	0.045 -0.000 -0.045
ttt_playerspawn	-2095.821533 -739.337524 512.521606	0.036 -0.000 -0.036
ttt_playerspawn	-2096.843506 -956.294678 512.525696	-0.033 -0.000 0.033
ttt_playerspawn	-2206.095947 -825.824036 512.495911	0.057 -0.000 -0.057
ttt_playerspawn	-2183.683594 -586.886414 512.539307	-0.026 -0.000 0.026
ttt_playerspawn	-2330.470703 -705.278687 512.561523	0.024 -0.000 -0.023
ttt_playerspawn	-2330.989014 -843.146667 512.512268	0.046 -0.000 -0.046
ttt_playerspawn	-2253.422607 -994.083801 512.534363	0.026 -0.000 -0.026
ttt_playerspawn	-2451.572510 -940.062317 512.504211	0.054 -0.000 -0.054
ttt_playerspawn	-2465.222656 -761.779297 512.552185	0.022 -0.000 -0.022
ttt_playerspawn	-2447.477295 -612.365540 512.497253	0.054 -0.000 -0.054
ttt_playerspawn	-2312.853516 -546.053650 512.573425	0.106 0.092 -0.190
ttt_playerspawn	-2360.582764 -1034.331665 512.546143	-0.023 -0.000 0.023
ttt_playerspawn	-2087.497803 -1194.865601 512.515869	0.039 0.000 -0.039
ttt_playerspawn	-2287.766846 -1189.445190 512.479675	0.052 -0.000 -0.052
ttt_playerspawn	-2167.017822 -1279.493408 512.522400	0.041 -0.000 -0.040
ttt_playerspawn	-2528.335693 -1132.512085 512.522583	0.047 -0.000 -0.047
ttt_playerspawn	-2425.795898 -1204.559937 512.522400	0.037 0.000 -0.037
ttt_playerspawn	-2287.322510 -1337.588867 512.499817	0.044 -0.000 -0.044
ttt_playerspawn	-2536.057129 -1259.038696 512.503418	0.051 -0.000 -0.051
ttt_playerspawn	-2417.919922 -1345.381470 512.522400	0.047 -0.000 -0.047
ttt_playerspawn	-2305.658691 -1481.236816 512.532104	0.031 0.000 -0.031
ttt_playerspawn	-2497.853027 -1441.445435 512.515015	0.039 -0.000 -0.039
item_box_buckshot_ttt	-1608.940796 865.563782 512.457581	-0.205 -0.018 0.848
item_box_buckshot_ttt	-1607.129761 890.840881 512.483826	0.226 -0.005 0.182
item_box_buckshot_ttt	-1582.058350 900.209900 512.478821	-0.940 -0.015 1.119
item_box_buckshot_ttt	-1551.740112 895.795715 512.470398	1.616 -0.219 -0.392
item_box_buckshot_ttt	1191.602417 697.309814 448.456512	-0.601 0.026 -1.089
item_box_buckshot_ttt	1170.301147 661.697083 448.465790	0.314 -0.007 0.338
item_box_buckshot_ttt	1198.077271 662.000671 448.422394	-0.164 0.024 -1.028
item_box_buckshot_ttt	1193.279175 716.572815 448.428406	-0.537 0.033 -1.292
item_box_buckshot_ttt	993.982422 -265.454102 448.414703	0.872 -0.009 0.184
item_box_buckshot_ttt	985.460815 -247.863907 448.486389	0.151 -0.005 0.207
item_box_buckshot_ttt	981.953796 -226.141205 448.466705	0.225 -0.007 0.393
item_box_buckshot_ttt	-1013.490723 -839.973816 565.167725	1.005 0.002 -0.814
item_box_buckshot_ttt	-1036.777954 -826.032104 565.211609	0.931 -0.002 0.807
item_ammo_357_ttt	533.567078 870.138672 960.403015	1.258 -0.047 -0.949
item_ammo_357_ttt	566.621521 880.917419 960.409729	1.179 -0.040 -0.854
item_ammo_357_ttt	595.976624 877.865295 960.413330	1.138 -0.036 -0.804
item_ammo_357_ttt	614.766479 844.609924 960.431824	0.923 -0.025 -0.543
item_ammo_357_ttt	-742.057617 975.470215 619.221130	-11.134 -0.851 -1.516
item_ammo_357_ttt	-727.829285 980.450378 619.957092	-2.379 -0.649 -8.158
item_ammo_357_ttt	-706.075317 994.464172 616.985779	5.539 1.801 -16.633
item_ammo_357_ttt	-666.606628 994.341370 608.802429	-87.620 40.484 -35.020
item_ammo_357_ttt	-705.067383 960.350830 621.032776	13.040 1.785 -4.744
item_ammo_357_ttt	-3198.921631 1174.282837 640.411682	1.159 -0.037 -0.831
item_ammo_357_ttt	-3179.554932 1136.924805 640.429016	0.959 -0.026 -0.587
item_ammo_357_ttt	-3169.833740 1089.014160 640.401123	1.282 -0.048 -0.981
item_ammo_357_ttt	-537.954712 3881.164551 512.420776	1.055 -0.031 -0.705
item_ammo_357_ttt	-558.701721 3896.170166 512.432129	0.924 -0.025 -0.546
item_ammo_357_ttt	-580.633301 3921.137939 512.403381	1.259 -0.047 -0.954
item_ammo_357_ttt	-570.553772 3874.086182 512.406372	1.224 -0.042 -0.912
item_ammo_357_ttt	-580.875488 3890.124512 512.434814	0.892 -0.024 -0.506
item_ammo_357_ttt	214.763596 -1923.246460 801.324829	0.411 0.421 -2.336
item_ammo_357_ttt	221.610107 -1954.256836 802.482178	0.410 0.421 -2.336
item_ammo_357_ttt	206.772903 -1972.141846 803.223511	0.225 0.429 -2.500
item_ammo_357_ttt	199.722305 -1948.558838 802.338501	0.459 0.407 -2.243
item_ammo_357_ttt	-243.390305 1272.158691 641.425720	0.443 0.071 0.061
item_ammo_357_ttt	-261.698212 1315.124390 641.527893	0.466 0.052 0.021
item_ammo_357_ttt	-228.273895 1307.821899 641.445374	0.447 0.063 0.053
item_ammo_357_ttt	-264.170685 1339.949219 641.423279	0.443 0.071 0.062
item_ammo_357_ttt	-270.227997 1267.770264 641.445374	0.447 0.063 0.053
item_ammo_357_ttt	2787.161621 273.251404 512.416687	1.112 -0.035 -0.780
item_ammo_357_ttt	2788.947998 311.226196 512.410828	1.182 -0.042 -0.867
item_ammo_357_ttt	2780.231445 346.946411 512.430176	0.945 -0.026 -0.571
item_ammo_revolver_ttt	-578.632507 106.536499 617.421021	2.400 0.054 7.130
item_ammo_revolver_ttt	-592.760315 80.784203 614.197998	-1.395 0.413 11.055
item_ammo_revolver_ttt	-568.647522 82.585800 613.957397	3.251 -0.202 7.617
item_ammo_revolver_ttt	-550.997803 98.338997 614.327515	7.737 -0.300 6.566
item_ammo_revolver_ttt	1102.673340 -1845.943970 782.158386	-4.456 -0.195 3.696
item_ammo_revolver_ttt	1102.477173 -1792.777222 785.746826	-4.277 -0.183 3.747
item_ammo_revolver_ttt	1102.923950 -1763.755615 787.680420	-4.633 -0.208 3.645
item_ammo_revolver_ttt	1532.632813 -388.404388 448.416901	1.100 -0.033 -0.760
item_ammo_revolver_ttt	1553.880005 -381.271393 448.423004	1.029 -0.029 -0.673
item_ammo_revolver_ttt	1518.433350 -414.954803 448.416107	1.110 -0.034 -0.772
item_ammo_revolver_ttt	822.679077 -1224.720215 651.621826	10.931 -0.298 -0.061
item_ammo_revolver_ttt	844.435425 -1233.335693 647.693604	11.063 -0.281 -0.069
ttt_random_ammo	-1646.853638 806.830872 546.954529	0.097 0.000 0.055
ttt_random_ammo	-1623.681152 808.168213 546.923523	0.046 0.000 -0.025
ttt_random_ammo	-1602.129761 805.102722 547.011414	1.088 -0.028 -1.293
ttt_random_ammo	-1573.273193 809.718079 546.929993	0.050 -0.000 0.015
ttt_random_ammo	-1464.444214 -443.316711 512.377075	-0.277 0.003 -0.213
ttt_random_ammo	-1506.128174 -448.443390 512.363770	-0.303 0.003 -0.244
ttt_random_ammo	-1517.410156 -424.883392 512.427185	-0.893 -0.000 0.739
ttt_random_ammo	-1556.970459 -446.144012 512.468323	-1.269 -0.024 1.359
ttt_random_ammo	-1591.324219 -450.843689 512.363770	-0.303 0.003 -0.244
ttt_random_ammo	-1639.935791 -463.512787 512.393799	-0.266 0.003 -0.150
ttt_random_ammo	-1635.491089 -418.030212 512.344727	-0.344 0.003 -0.282
ttt_random_ammo	-1578.902100 -407.306610 512.390625	-0.264 0.003 -0.166
ttt_random_ammo	-879.774292 589.162476 560.852722	0.123 0.000 0.090
ttt_random_ammo	-868.841675 542.951172 560.917603	1.653 0.008 1.028
ttt_random_ammo	-809.200989 262.288788 562.939270	1.252 0.013 1.320
ttt_random_ammo	-808.064392 235.351105 562.865417	0.407 -0.007 -0.149
ttt_random_ammo	-807.292297 197.534393 558.039612	2.231 -0.067 1.303
ttt_random_ammo	-891.947083 -213.316605 560.884094	1.379 0.013 1.098
ttt_random_ammo	-1119.734009 199.325195 558.055115	1.941 -0.089 1.293
ttt_random_ammo	-1120.502441 234.672607 562.939209	1.543 0.008 1.388
ttt_random_ammo	-1117.854004 275.387390 565.281128	0.059 -0.093 -0.993
ttt_random_ammo	-1276.214233 110.039001 552.827515	0.385 -0.966 -0.563
ttt_random_ammo	-1310.757080 113.667900 552.745422	-0.691 0.136 -0.971
ttt_random_ammo	-1294.156250 173.085800 552.463379	0.711 1.822 -0.498
ttt_random_ammo	-1606.434692 528.801697 530.215515	-0.142 -0.677 -0.173
ttt_random_ammo	-770.285278 785.421570 512.374512	0.120 0.000 0.083
ttt_random_ammo	-696.098022 806.531677 512.335327	0.046 0.000 -0.027
ttt_random_ammo	-705.970215 732.359680 512.359619	0.063 0.000 0.006
ttt_random_ammo	-763.476929 751.625427 512.385315	0.279 0.001 0.282
ttt_random_ammo	-1076.863647 185.804001 512.388977	-0.265 0.003 -0.173
ttt_random_ammo	-1076.405029 242.099503 512.385681	-0.266 0.003 -0.186
ttt_random_ammo	-1088.703125 113.204803 512.371521	-0.287 0.003 -0.226
ttt_random_ammo	-1079.221802 459.366913 512.389771	0.264 0.003 0.151
ttt_random_ammo	-1083.367065 571.201721 512.413086	1.108 -0.004 -1.009
ttt_random_ammo	-952.159607 567.337402 512.378174	0.269 0.003 0.198
ttt_random_ammo	-955.668823 495.211212 512.378174	0.269 0.003 0.198
ttt_random_ammo	-846.750488 315.190094 512.395386	-0.268 0.003 -0.140
ttt_random_ammo	-891.108826 311.877014 512.407471	-0.329 0.003 -0.014
ttt_random_ammo	-776.024292 26.465300 512.398499	-0.275 0.003 -0.118
ttt_random_ammo	-775.892822 109.930801 512.407471	-0.329 0.003 -0.014
ttt_random_ammo	-771.034485 205.024307 512.375183	-0.281 0.003 -0.217
ttt_random_ammo	-853.532898 -273.057098 512.410522	-0.368 0.003 0.046
ttt_random_ammo	-2968.154541 161.561996 640.398499	-0.268 0.003 -0.123
ttt_random_ammo	-2974.158447 91.831001 640.344788	-0.342 0.003 -0.281
ttt_random_ammo	-2884.354736 122.658997 640.392273	-0.261 0.003 -0.160
ttt_random_ammo	-1908.812134 -455.220001 512.395386	-0.268 0.003 -0.140
ttt_random_ammo	-1957.247437 -388.509399 512.400024	-0.280 0.003 -0.105
ttt_random_ammo	-1996.586182 -445.805389 512.365784	-0.299 0.003 -0.239
ttt_random_ammo	-1896.911499 -400.130188 512.377075	-0.277 0.003 -0.213
weapon_zm_rifle	552.618713 852.378784 961.361511	3.302 12.033 65.162
weapon_zm_rifle	-739.995422 917.224426 623.340576	-1.446 4.316 131.450
weapon_zm_rifle	-3233.861572 1122.606201 641.394226	3.307 12.057 65.558
weapon_zm_rifle	-548.083313 3944.052490 513.333801	3.265 13.157 64.789
weapon_zm_rifle	206.235397 -1999.170654 805.007813	0.332 -2.817 -90.508
weapon_zm_rifle	-2369.225098 1803.432983 513.339478	3.263 14.965 64.870
weapon_zm_rifle	-275.678101 1387.639771 642.499573	3.306 12.052 65.494
weapon_zm_rifle	1054.921143 389.821106 449.370514	3.710 11.455 65.113
weapon_zm_rifle	1098.604248 295.104889 449.360809	3.281 13.178 65.130
weapon_zm_rifle	1048.985107 289.002686 449.337097	3.267 13.160 64.831
weapon_zm_rifle	1727.436523 348.719788 691.382813	3.293 13.191 65.408
weapon_zm_rifle	2776.505371 235.443405 513.389771	3.331 14.128 65.447
weapon_zm_mac10	1085.138062 240.234802 449.266998	-0.053 -37.568 -88.536
weapon_zm_mac10	1113.338379 255.643799 449.256500	-0.225 -37.665 -88.547
weapon_zm_mac10	1062.735718 216.538193 449.261597	-0.142 -37.623 -88.542
weapon_zm_mac10	1091.701660 199.426697 449.261108	-0.150 -37.624 -88.542
weapon_zm_mac10	958.368774 -497.784790 449.257813	-0.203 -37.646 -88.545
item_ammo_pistol_ttt	-2072.405518 -1671.608398 512.419373	-0.436 0.036 -0.602
item_ammo_pistol_ttt	-2055.717041 -1645.791382 512.421814	-0.423 0.036 -0.584
item_ammo_pistol_ttt	-2044.393433 -1681.057739 512.456116	-0.235 0.034 -0.324
item_ammo_pistol_ttt	-2095.483887 -1663.280396 512.430481	-0.375 0.035 -0.517
item_ammo_pistol_ttt	-2068.544434 -1612.747925 512.437378	-0.337 0.035 -0.466
item_ammo_pistol_ttt	-471.380402 426.503204 640.516418	0.081 0.020 -0.023
item_ammo_pistol_ttt	-429.773590 421.164215 640.542725	0.058 0.020 -0.017
item_ammo_pistol_ttt	-423.036591 383.765106 640.444214	0.144 0.018 -0.041
item_ammo_pistol_ttt	-452.353790 391.551788 640.489075	0.105 0.020 -0.030
item_ammo_pistol_ttt	-499.546997 414.050598 640.531799	0.067 0.020 -0.019
item_ammo_pistol_ttt	-536.133484 396.480011 640.479614	0.113 0.020 -0.032
item_ammo_pistol_ttt	-627.331116 861.016479 512.437378	-0.337 0.035 -0.466
item_ammo_pistol_ttt	-635.969727 895.250977 512.462585	-0.199 0.034 -0.274
item_ammo_pistol_ttt	-638.828125 922.856506 512.434509	-0.353 0.035 -0.487
item_ammo_pistol_ttt	-612.276306 909.786072 512.438293	-0.332 0.035 -0.459
item_ammo_pistol_ttt	-603.366882 874.621277 512.449097	-0.273 0.035 -0.377
item_ammo_pistol_ttt	-1471.842896 893.237671 512.424072	-0.410 0.036 -0.567
item_ammo_pistol_ttt	-1487.269043 863.491089 512.449829	-0.269 0.035 -0.371
item_ammo_pistol_ttt	-1475.433350 854.839172 512.475708	-0.126 0.033 -0.174
item_ammo_pistol_ttt	-1455.986816 871.979919 512.427429	-0.392 0.036 -0.541
item_ammo_pistol_ttt	1036.706421 -3162.519775 768.385498	0.023 0.031 0.003
item_ammo_pistol_ttt	1010.401917 -3159.080322 768.341370	0.458 -0.030 -0.116
item_ammo_pistol_ttt	993.151428 -3169.065186 768.758423	1.690 -0.199 -0.030
item_ammo_pistol_ttt	986.347412 -3180.344727 768.960083	1.592 -0.120 -0.014
item_ammo_pistol_ttt	1038.356934 -3131.468994 768.380188	0.024 0.031 0.003
item_ammo_pistol_ttt	-1126.888062 106.456001 560.948181	0.096 -0.020 -0.022
item_ammo_pistol_ttt	229.823700 1651.993164 640.512329	0.016 0.031 0.005
item_ammo_pistol_ttt	250.053894 1712.876343 640.442017	0.027 0.028 0.008
item_ammo_pistol_ttt	261.094391 1803.469116 640.467712	0.023 0.030 0.007
item_ammo_pistol_ttt	-104.043900 1316.326050 641.508972	0.087 0.020 -0.025
item_ammo_pistol_ttt	-76.255096 1324.608032 641.525696	0.073 0.020 -0.021
item_ammo_pistol_ttt	-137.636307 1317.297852 641.507507	0.089 0.020 -0.025
item_ammo_pistol_ttt	-106.313004 1398.818481 641.469421	-0.122 -0.020 -0.035
item_ammo_pistol_ttt	-133.199203 1375.139160 641.510620	0.086 0.020 -0.025
item_ammo_pistol_ttt	512.520325 387.014587 448.451996	-0.257 0.034 -0.355
item_ammo_pistol_ttt	528.016602 402.394501 448.423004	-0.417 0.036 -0.576
item_ammo_pistol_ttt	538.026794 432.056702 448.460907	-0.208 0.034 -0.287
item_ammo_pistol_ttt	557.617920 439.373413 448.463715	-0.193 0.034 -0.266
item_ammo_pistol_ttt	505.161591 417.691406 448.421814	-0.423 0.036 -0.585
item_ammo_pistol_ttt	1623.653442 -926.810608 565.153687	-0.133 -0.020 -0.029
item_ammo_pistol_ttt	1665.291870 -944.231079 618.215576	-0.081 -0.021 -0.017
item_ammo_pistol_ttt	1691.259766 -933.951416 618.271790	0.008 0.044 -0.003
item_ammo_pistol_ttt	1569.336792 -931.457275 512.461975	-0.202 0.034 -0.278
item_ammo_pistol_ttt	1537.558716 -936.356079 512.457214	2.703 -0.299 0.012
weapon_ttt_explosivegrenade	914.144897 29.796694 452.824524	-0.673 0.002 -0.302
weapon_ttt_explosivegrenade	985.122253 52.120461 452.822327	-0.493 0.001 -0.222
weapon_ttt_explosivegrenade	62.585434 2076.860840 516.792847	-0.019 0.000 -0.009
weapon_ttt_explosivegrenade	67.054314 2041.602173 516.806763	-0.077 0.000 -0.035
weapon_ttt_explosivegrenade	-644.357178 711.262695 516.805298	-0.065 0.000 -0.029
weapon_ttt_explosivegrenade	-609.982788 775.715454 516.799255	-0.035 0.000 -0.016
weapon_ttt_explosivegrenade	-3253.964844 -815.980652 648.792847	-0.019 0.000 -0.009
weapon_ttt_explosivegrenade	-3258.565918 -831.543762 648.794495	-0.022 0.000 -0.010
weapon_ttt_explosivegrenade	-3262.818848 -817.641907 648.802307	-0.048 0.000 -0.022
weapon_ttt_explosivegrenade	-3263.572021 -826.574829 648.902039	-0.003 0.000 -0.001
weapon_zm_pistol	-2086.892578 -1638.050781 512.301270	-0.109 36.003 88.498
weapon_zm_pistol	-1491.572510 892.017273 512.277710	-0.141 36.020 88.102
weapon_zm_pistol	-82.456398 1381.935059 641.453674	0.792 36.683 88.531
weapon_zm_pistol	1096.946899 262.430511 448.267792	-0.154 36.020 87.937
weapon_zm_pistol	1061.161621 251.574997 448.353912	-0.038 35.935 89.379
weapon_zm_pistol	551.995789 400.279785 448.262512	-0.162 36.019 87.848
weapon_zm_pistol	1627.611206 -941.815613 566.221313	-0.146 -38.694 -89.073
weapon_zm_molotov	-870.959473 774.859009 516.593811	2.511 -0.129 -2.581
weapon_zm_molotov	-859.197998 772.535278 516.555786	3.573 -0.098 -3.692
weapon_zm_molotov	-839.250671 769.820984 516.623291	1.718 -0.116 -1.768
weapon_zm_molotov	-821.114319 778.785278 516.506470	0.287 0.003 0.072
weapon_zm_molotov	-803.461609 800.324585 516.498718	0.252 0.002 0.126
weapon_zm_molotov	-965.023193 -801.793884 569.331726	0.583 0.007 -0.226
weapon_zm_molotov	-542.866089 215.554703 616.814026	24.428 -131.710 96.840
weapon_zm_molotov	-1532.674805 866.690002 516.516418	0.391 0.003 -0.063
weapon_zm_molotov	-2372.597168 1758.292725 516.613220	1.980 -0.120 -2.034
weapon_zm_molotov	211.289902 -2026.879761 809.496094	-3.807 -0.231 -2.800
weapon_zm_molotov	-208.579102 -959.567322 644.615112	1.966 -0.119 -2.027
weapon_zm_molotov	497.713501 914.218628 964.511292	0.312 0.002 0.002
weapon_zm_molotov	1680.351563 390.947906 694.571777	3.179 -0.138 -3.287
weapon_zm_molotov	1655.122070 1275.156128 644.501282	0.261 0.003 0.112
weapon_zm_molotov	265.129913 1763.692017 644.672485	3.402 -0.130 -3.534
weapon_zm_molotov	1176.804565 392.177795 452.606689	2.167 -0.124 -2.228
weapon_zm_molotov	944.663391 77.765701 452.536713	2.382 -0.004 -2.298
weapon_zm_molotov	971.113403 -548.766602 452.529694	0.858 0.012 -0.604
weapon_zm_molotov	1669.048462 -359.178497 452.587189	2.718 -0.133 -2.799
weapon_ttt_confgrenade	-695.272583 -486.319885 515.591614	0.683 0.133 -0.174
weapon_ttt_confgrenade	-687.251099 -519.014282 515.503113	1.744 0.170 -0.446
weapon_ttt_confgrenade	-720.959290 -505.107605 515.491516	1.881 0.174 -0.481
weapon_ttt_confgrenade	-1602.577026 517.314209 533.407227	-1.766 0.160 -0.839
weapon_ttt_confgrenade	-181.409897 -944.902771 643.511719	1.642 0.132 -0.419
weapon_ttt_confgrenade	1739.267944 446.041107 693.513306	1.798 0.256 1.542
weapon_ttt_confgrenade	993.911072 -1827.072632 774.478088	0.334 -1.551 1.648
weapon_zm_shotgun	-1587.223145 877.065979 513.258179	-0.163 8.295 83.263
weapon_zm_shotgun	1170.235229 679.892395 449.043091	-0.947 -9.700 -88.943
weapon_zm_shotgun	1052.170410 374.014587 449.034210	-0.466 -10.546 -84.832
weapon_zm_shotgun	1085.627441 457.715790 449.046204	-1.015 -9.515 -89.405
weapon_zm_shotgun	986.980591 -293.490112 449.045288	-0.997 -9.495 -89.282
weapon_zm_shotgun	-960.329407 614.987183 369.272705	-0.328 7.114 84.035
weapon_zm_shotgun	-977.963684 -824.877075 566.038879	-0.309 9.428 82.997
weapon_zm_sledge	1760.263062 399.210602 694.411987	18.429 0.317 2.905
weapon_zm_sledge	846.887878 -1205.694824 651.306213	28.251 -0.472 1.842
weapon_zm_sledge	-88.343697 -326.843689 631.409119	4.567 -0.540 -1.614
weapon_zm_sledge	933.462097 50.466900 452.423492	18.532 0.310 2.877
weapon_zm_sledge	1051.597412 340.151489 452.413513	18.442 0.318 2.904
weapon_zm_sledge	1095.400024 340.964691 451.645386	12.502 0.212 2.261
weapon_zm_sledge	1079.503418 382.212006 452.421112	18.514 0.306 2.870
weapon_zm_revolver	-574.121399 155.894104 621.469177	-0.487 -26.885 -81.182
weapon_zm_revolver	1057.189941 -1844.424805 780.071411	-0.456 -34.082 -79.973
weapon_zm_revolver	-770.325806 238.052505 513.916870	2.441 -20.375 -83.840
weapon_zm_revolver	1112.853027 438.898590 449.920288	2.437 -20.380 -83.915
weapon_zm_revolver	1066.278687 423.276398 449.874207	2.480 -20.297 -82.880
weapon_zm_revolver	1070.381226 314.563385 449.903503	2.453 -20.351 -83.538
weapon_zm_revolver	1552.651123 -405.154602 449.892090	2.464 -20.331 -83.280
weapon_zm_revolver	884.830017 -1223.891235 642.032227	11.561 -26.647 -87.833
weapon_zm_revolver	303.598114 -926.776306 641.889526	2.466 -20.328 -83.223
weapon_zm_revolver	-696.863281 781.433716 513.881470	2.473 -20.309 -83.043
weapon_ttt_glock	-674.669617 924.917725 610.628418	21.002 22.873 95.119
weapon_ttt_glock	-1569.832642 741.914673 512.320618	-0.083 35.987 88.820
weapon_ttt_glock	-946.011719 -804.357910 565.080627	0.021 35.153 87.516
weapon_ttt_glock	-206.700897 -1002.398376 640.280823	-0.137 36.017 88.154
