# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_inferno
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
weapon_ttt_m16	2525.010742 48.436501 213.170807	2.164 -8.226 84.387
weapon_ttt_m16	-505.158813 -347.952789 193.159195	2.037 -7.934 84.294
weapon_ttt_m16	-166.011398 646.283630 65.148300	2.152 -8.342 84.182
ttt_playerspawn	-1490.097900 706.384277 -59.478535	0.042 0.000 -0.042
ttt_playerspawn	-1697.295288 603.935059 -59.477665	-0.050 -0.000 0.050
ttt_playerspawn	-1642.380493 354.356842 -63.474079	0.042 -0.000 -0.042
ttt_playerspawn	-1582.623657 -597.757080 -3.587884	1.108 0.563 -5.769
ttt_playerspawn	-970.730652 -111.192413 0.536313	0.034 -0.000 -0.034
ttt_playerspawn	-773.378906 769.072449 -31.467495	0.037 0.000 -0.037
ttt_playerspawn	-76.998283 674.185913 64.527367	-0.014 -0.000 -0.014
ttt_playerspawn	4.498580 331.809998 182.484665	0.126 -0.278 0.005
ttt_playerspawn	196.996307 -194.059158 72.563507	0.116 0.142 0.000
ttt_playerspawn	980.931030 -116.046997 256.573090	0.134 0.259 -0.049
ttt_playerspawn	534.209167 681.600159 96.528488	0.183 0.022 0.085
ttt_playerspawn	-6.692194 1344.355225 106.512238	0.047 0.000 -0.047
ttt_playerspawn	80.268044 2529.569580 160.522034	0.050 0.000 -0.050
ttt_playerspawn	85.260696 2814.750000 160.509537	0.046 0.000 -0.046
ttt_playerspawn	675.322205 3190.632813 160.490387	0.055 -0.000 -0.058
ttt_playerspawn	1633.145508 2553.316162 160.553513	0.029 -0.000 -0.029
ttt_playerspawn	2217.945557 2742.202881 152.512527	0.136 -0.081 0.055
ttt_playerspawn	2565.795410 2240.841064 128.178940	0.857 -0.087 0.183
ttt_playerspawn	2547.582275 1856.046753 128.249527	0.838 -0.026 0.753
ttt_playerspawn	2511.593750 500.719788 212.556595	0.022 -0.000 -0.022
ttt_playerspawn	2355.755615 -294.084290 80.547539	0.032 0.000 -0.032
ttt_playerspawn	1401.928833 -77.656319 128.513321	0.045 0.000 -0.045
ttt_playerspawn	861.047607 -750.311340 95.736977	-4.924 0.730 -0.381
ttt_playerspawn	-567.463196 -557.629272 192.504379	0.046 0.000 -0.046
ttt_playerspawn	910.321350 236.162628 92.302193	-6.333 1.879 0.309
ttt_playerspawn	1388.034302 1201.429810 161.159866	1.039 -0.018 -0.310
ttt_playerspawn	1870.966919 315.541046 160.539520	-0.001 -0.047 -0.193
item_box_buckshot_ttt	31.280001 -208.162399 72.433296	0.710 -0.007 0.585
item_box_buckshot_ttt	27.335899 -184.381104 72.478401	0.305 -0.013 0.252
item_box_buckshot_ttt	56.376202 -208.465897 72.436996	0.683 0.007 0.586
item_box_buckshot_ttt	53.309200 -185.693604 72.404900	0.975 0.012 0.840
item_box_buckshot_ttt	764.349426 683.164001 112.806702	-0.944 -0.011 0.827
item_box_buckshot_ttt	775.980774 684.092773 112.841301	-0.670 0.005 0.588
item_box_buckshot_ttt	789.843689 682.668823 112.795998	-0.341 0.001 0.347
item_box_buckshot_ttt	806.768921 682.343018 112.804901	-0.938 -0.012 0.827
item_box_buckshot_ttt	-1642.430908 0.933000 0.379500	0.162 0.124 0.466
item_box_buckshot_ttt	-1645.688477 -46.976898 0.396300	0.093 0.111 -0.064
item_box_buckshot_ttt	-1623.507568 -69.780602 0.415700	-0.090 -0.123 -0.018
item_box_buckshot_ttt	-1633.406006 -84.332199 0.378700	0.147 0.095 0.005
item_box_buckshot_ttt	2427.147461 1399.915771 160.375397	0.671 -0.001 -0.458
item_box_buckshot_ttt	2399.419434 1395.227295 160.476593	-0.299 -0.005 0.235
item_box_buckshot_ttt	2378.065430 1371.099487 160.375305	0.673 -0.001 -0.460
item_box_buckshot_ttt	2359.833984 1394.987183 160.422195	-0.714 -0.006 0.633
item_ammo_357_ttt	158.909302 204.074997 182.438004	0.471 0.055 0.013
item_ammo_357_ttt	191.131805 206.674103 182.342606	0.453 0.064 0.050
item_ammo_357_ttt	230.074203 212.744904 182.397293	0.464 0.057 0.029
item_ammo_357_ttt	1122.676880 -229.528397 256.344513	0.454 0.064 0.049
item_ammo_357_ttt	1129.240723 -261.278900 256.321686	0.449 0.070 0.058
item_ammo_357_ttt	1099.193726 -254.478500 256.371490	0.459 0.059 0.039
item_ammo_357_ttt	1045.022705 2906.813721 128.410507	0.472 0.056 0.022
item_ammo_357_ttt	1046.881226 2927.495361 128.328796	0.463 0.070 0.051
item_ammo_357_ttt	1014.427612 2929.892334 128.368896	0.467 0.059 0.037
item_ammo_357_ttt	1977.264282 -195.906906 256.307587	0.446 0.080 0.065
item_ammo_357_ttt	1988.867554 -177.562897 256.401489	0.464 0.055 0.027
item_ammo_357_ttt	2023.719116 -189.795807 256.377289	0.459 0.056 0.037
item_ammo_357_ttt	2049.308350 -172.484100 256.358795	0.456 0.060 0.044
item_ammo_revolver_ttt	2222.983643 2118.889648 160.326096	0.449 0.068 0.058
item_ammo_revolver_ttt	2219.512207 2145.332764 160.330399	0.450 0.068 0.056
item_ammo_revolver_ttt	2242.991455 2145.017822 160.373001	0.459 0.057 0.039
item_ammo_revolver_ttt	2249.447510 2120.902588 160.363693	0.457 0.058 0.043
item_ammo_revolver_ttt	2610.910645 -360.244507 96.767197	0.444 0.058 0.044
item_ammo_revolver_ttt	2611.317139 -377.718811 96.799797	0.454 0.052 0.032
item_ammo_revolver_ttt	2609.317383 -397.067291 96.775902	0.447 0.056 0.041
item_ammo_revolver_ttt	2609.247803 -416.028687 96.768997	0.445 0.056 0.043
item_ammo_revolver_ttt	927.327881 112.083199 211.926498	-5.903 -0.216 -0.019
item_ammo_revolver_ttt	904.463684 130.464600 210.147598	-8.571 0.711 -0.227
item_ammo_revolver_ttt	888.701721 110.242699 207.955002	-5.647 -0.229 0.010
item_ammo_revolver_ttt	884.383972 166.643097 207.313507	-8.205 0.179 -0.041
item_ammo_revolver_ttt	-158.451904 378.891693 219.395401	0.549 -1.284 0.009
item_ammo_revolver_ttt	-135.770096 375.580811 219.367493	0.479 0.045 -0.033
item_ammo_revolver_ttt	-146.294006 356.188904 219.332993	0.408 0.013 0.011
item_ammo_revolver_ttt	-101.147697 372.974701 198.781998	0.556 -0.085 0.027
item_ammo_revolver_ttt	-1738.577148 917.052185 2.315400	0.462 0.075 0.056
item_ammo_revolver_ttt	-1711.011841 916.367615 2.400800	0.471 0.056 0.025
item_ammo_revolver_ttt	-1644.155762 915.893677 2.374800	0.468 0.059 0.035
item_ammo_revolver_ttt	-1603.451050 915.736389 2.324500	0.463 0.070 0.053
item_ammo_revolver_ttt	378.279602 2459.640625 160.330399	0.450 0.068 0.056
item_ammo_revolver_ttt	357.221985 2448.114990 160.328201	0.449 0.068 0.057
item_ammo_revolver_ttt	370.489502 2494.898438 160.430405	0.470 0.053 0.016
item_ammo_revolver_ttt	329.170288 2477.298584 160.392700	0.462 0.055 0.031
ttt_random_ammo	-575.404175 890.367371 -31.612200	-0.246 -0.001 0.241
ttt_random_ammo	-550.872314 847.362122 -31.550900	-1.545 -0.037 1.875
ttt_random_ammo	-77.920502 1416.308472 106.357498	0.060 0.000 0.001
ttt_random_ammo	-3.344700 1416.875488 106.352097	-0.053 0.000 0.011
ttt_random_ammo	405.019897 2041.177124 191.236206	3.824 -0.213 4.871
ttt_random_ammo	470.894104 2098.016846 128.264893	1.796 0.704 2.526
ttt_random_ammo	862.446472 1889.224854 133.066498	-5.311 0.521 0.679
ttt_random_ammo	815.441223 1902.472900 130.491196	-2.037 0.083 0.785
ttt_random_ammo	870.223511 2355.084229 144.325302	0.046 -0.000 0.032
ttt_random_ammo	868.602783 2378.568604 144.342300	0.048 -0.000 0.021
ttt_random_ammo	231.175705 2690.719238 196.380997	0.183 0.001 0.165
ttt_random_ammo	275.961212 2643.358398 196.391403	0.511 0.004 0.569
ttt_random_ammo	442.844696 2858.699951 196.372696	0.104 0.000 0.065
ttt_random_ammo	444.263397 2681.179443 196.359497	0.060 0.000 0.005
ttt_random_ammo	526.789001 3085.787354 265.178589	-0.046 -0.000 -0.017
ttt_random_ammo	630.989929 3235.111572 160.391296	0.535 0.004 0.597
ttt_random_ammo	637.455383 3271.184814 160.311996	0.048 0.000 -0.037
ttt_random_ammo	671.696899 3239.920898 160.389099	0.414 0.003 0.448
ttt_random_ammo	646.721191 3090.551270 160.393402	0.931 -0.011 -1.079
ttt_random_ammo	651.389526 3153.626953 160.351196	0.052 0.000 -0.011
ttt_random_ammo	709.447021 3146.780029 160.367294	0.083 -0.000 -0.035
ttt_random_ammo	731.782410 3267.385254 160.449402	0.995 0.026 1.207
ttt_random_ammo	1409.993652 2947.427246 161.693604	2.047 0.989 5.664
ttt_random_ammo	1435.761108 2972.149170 162.497406	2.057 1.016 5.010
ttt_random_ammo	1475.447632 2945.944580 159.144699	2.050 1.005 5.420
ttt_random_ammo	1500.978516 2969.740479 159.886398	2.059 1.017 4.916
ttt_random_ammo	2462.501465 2583.665039 141.387100	0.547 0.510 6.447
ttt_random_ammo	2469.840332 2538.019043 134.832993	0.550 0.489 6.358
ttt_random_ammo	2505.011475 2461.429688 130.671906	-5.151 0.702 1.580
ttt_random_ammo	2111.267334 1618.767212 181.494400	-0.086 0.359 5.791
ttt_random_ammo	2073.193848 1615.773560 181.200806	-0.033 0.148 1.350
ttt_random_ammo	2040.115112 1618.604980 181.461594	-0.141 0.588 5.637
ttt_random_ammo	1750.824097 1362.273926 160.423203	1.596 0.042 1.938
ttt_random_ammo	1738.628052 996.276611 160.351196	0.051 0.000 -0.011
ttt_random_ammo	1708.264771 1007.139709 160.317398	0.046 0.000 -0.034
ttt_random_ammo	2141.593750 690.059204 160.356400	-0.057 -0.000 -0.003
ttt_random_ammo	2143.840088 657.135071 160.433105	1.278 -0.031 -1.545
ttt_random_ammo	2484.046387 547.921387 212.467804	-0.834 -0.024 1.006
ttt_random_ammo	2099.296631 -383.854309 80.367302	0.083 0.000 0.035
ttt_random_ammo	2107.279053 -298.918213 80.339996	0.047 0.000 -0.023
ttt_random_ammo	1999.318726 -176.195007 80.460899	0.761 0.023 0.925
ttt_random_ammo	2007.265869 -219.947296 80.365402	0.077 0.000 0.026
ttt_random_ammo	2046.973755 -192.995102 80.389099	0.416 0.003 0.450
ttt_random_ammo	2084.549316 -246.988693 80.339996	0.047 0.000 -0.023
ttt_random_ammo	2087.081787 -308.978302 256.425598	1.465 0.034 1.771
ttt_random_ammo	-1002.913574 -450.898987 0.353400	0.055 -0.000 0.007
ttt_random_ammo	-997.979309 -393.869812 0.335300	0.047 -0.000 0.027
ttt_random_ammo	-999.029907 -359.954803 0.444600	1.114 -0.028 -1.355
ttt_random_ammo	824.908325 -689.434387 92.407303	-4.035 -0.054 -0.285
ttt_random_ammo	891.832397 -668.254089 99.406898	-8.285 0.615 0.561
ttt_random_ammo	848.748108 -605.318726 94.203102	-8.562 -0.778 -0.901
weapon_zm_rifle	190.052994 184.091995 183.337601	3.307 11.765 65.131
weapon_zm_rifle	1012.420227 -259.962097 257.305115	3.354 10.898 64.947
weapon_zm_rifle	985.098083 2883.118896 129.328094	3.333 11.496 64.697
weapon_zm_rifle	1999.575562 -223.695404 257.357697	3.280 13.178 65.089
weapon_zm_mac10	1847.769409 663.291321 161.268204	-0.034 -37.538 -88.535
weapon_zm_mac10	1013.649719 -515.664673 257.249786	-0.113 -44.429 -88.653
weapon_zm_mac10	68.291397 3054.902588 161.284103	-0.096 -35.710 -88.695
weapon_zm_mac10	-901.089600 -364.819092 17.309401	-0.380 -78.904 87.565
weapon_zm_mac10	1851.574951 2298.483887 141.250397	-0.323 -37.709 -88.553
item_ammo_pistol_ttt	-475.645508 -324.621796 192.366806	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	-497.065704 -323.529602 192.441299	-0.050 -0.020 -0.015
item_ammo_pistol_ttt	-519.276978 -328.619904 192.427704	-0.062 -0.020 -0.019
item_ammo_pistol_ttt	-545.105103 -330.993896 192.401199	-0.085 -0.020 -0.026
item_ammo_pistol_ttt	-564.062073 -333.056305 192.386993	-0.098 -0.020 -0.030
item_ammo_pistol_ttt	-185.634903 715.983521 64.354301	-0.126 -0.019 -0.038
item_ammo_pistol_ttt	-177.446198 674.274475 64.376404	-0.107 -0.019 -0.032
item_ammo_pistol_ttt	-144.925293 679.815979 64.372704	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	-114.955803 682.927795 64.368797	-0.114 -0.019 -0.034
item_ammo_pistol_ttt	-182.433594 612.407410 64.381798	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	2499.084961 42.463299 212.362793	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	2472.848145 48.953899 212.378296	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	2495.182129 77.315697 212.433899	0.057 0.020 -0.017
item_ammo_pistol_ttt	2472.047363 83.369003 212.374603	-0.108 -0.019 -0.033
item_ammo_pistol_ttt	2486.561523 115.914497 212.406906	0.080 0.020 -0.024
item_ammo_pistol_ttt	2513.663086 102.185799 212.328201	-0.149 -0.018 -0.045
item_ammo_pistol_ttt	1152.533203 3275.833252 128.328201	-0.149 -0.018 -0.045
item_ammo_pistol_ttt	1124.128418 3269.997559 128.404099	-0.083 -0.020 -0.025
item_ammo_pistol_ttt	1124.816406 3243.393066 128.374603	-0.109 -0.019 -0.033
item_ammo_pistol_ttt	1153.817993 3249.032471 128.388702	-0.096 -0.020 -0.029
item_ammo_pistol_ttt	1140.361084 3261.910156 128.362793	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	1140.942261 3230.201416 128.360703	-0.121 -0.019 -0.037
item_ammo_pistol_ttt	261.619110 729.719910 43.995998	5.026 4.283 18.959
item_ammo_pistol_ttt	248.068100 700.345093 39.180500	0.224 0.904 10.514
item_ammo_pistol_ttt	281.115601 713.439087 40.795918	2.474 3.594 19.584
item_ammo_pistol_ttt	275.240906 684.330627 31.596300	8.330 0.134 12.097
item_ammo_pistol_ttt	276.094696 648.680115 25.313499	7.240 -0.511 7.712
item_ammo_pistol_ttt	241.958694 731.456177 45.120399	1.061 -2.045 19.960
item_ammo_pistol_ttt	-789.395325 636.237183 -10.782800	-1.322 0.135 -0.030
item_ammo_pistol_ttt	-790.483521 697.189819 -10.762600	-1.558 -0.012 -0.019
item_ammo_pistol_ttt	-759.117188 635.985901 -31.553801	-0.046 -0.020 -0.014
item_ammo_pistol_ttt	-759.564209 663.775574 -31.578300	-0.053 -0.029 -0.028
item_ammo_pistol_ttt	-752.591675 697.827576 -31.618200	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	1025.427246 50.749500 256.437714	-0.053 -0.020 -0.016
item_ammo_pistol_ttt	1037.521484 53.724201 256.380096	-0.104 -0.020 -0.031
item_ammo_pistol_ttt	1047.950317 50.897099 256.417389	-0.071 -0.020 -0.022
item_ammo_pistol_ttt	1062.708740 50.568699 256.424408	-0.065 -0.020 -0.020
item_ammo_pistol_ttt	2068.292725 408.865112 160.410995	-0.077 -0.020 -0.023
item_ammo_pistol_ttt	2059.500977 438.507507 160.381897	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	2056.968262 467.317291 160.333298	-0.145 -0.018 -0.044
item_ammo_pistol_ttt	2083.036865 482.082306 160.412292	-0.075 -0.020 -0.023
item_ammo_pistol_ttt	2089.205078 437.465515 160.333298	-0.145 -0.018 -0.044
item_ammo_pistol_ttt	2674.719727 1169.210083 160.340607	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	2677.690186 1202.723389 160.380096	-0.104 -0.020 -0.031
item_ammo_pistol_ttt	2682.704590 1270.903687 177.224503	-0.318 -0.002 -0.069
item_ammo_pistol_ttt	2685.523438 1106.990356 177.248505	-0.091 -0.021 -0.017
item_ammo_pistol_ttt	2668.060547 1237.941895 160.345306	-0.134 -0.019 -0.041
item_ammo_pistol_ttt	2669.874512 1131.451782 160.345306	-0.134 -0.019 -0.041
item_ammo_pistol_ttt	2239.067383 2823.767090 152.381897	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	2189.066162 2861.429199 152.376404	-0.107 -0.019 -0.032
item_ammo_pistol_ttt	2213.416260 2826.075195 152.433899	-0.057 -0.020 -0.017
item_ammo_pistol_ttt	2190.980469 2822.795898 152.378296	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	2218.194092 2790.549316 152.322998	-0.154 -0.018 -0.047
item_ammo_pistol_ttt	421.298706 3584.426025 160.376404	-0.107 -0.020 -0.032
item_ammo_pistol_ttt	447.386200 3584.844482 160.383606	-0.101 -0.020 -0.030
item_ammo_pistol_ttt	387.803497 3559.177734 160.368805	-0.114 -0.020 -0.034
item_ammo_pistol_ttt	402.308899 3575.191162 160.362793	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	417.268585 3544.013916 160.333298	-0.145 -0.018 -0.044
item_ammo_pistol_ttt	-893.583313 170.379395 16.814501	-0.156 -0.025 -0.056
item_ammo_pistol_ttt	-889.625305 148.238998 16.842600	-0.063 -0.020 -0.016
item_ammo_pistol_ttt	-897.098816 107.790199 16.784000	-0.113 -0.020 -0.029
item_ammo_pistol_ttt	-900.070374 82.838997 16.762501	-0.131 -0.019 -0.033
item_ammo_pistol_ttt	-1682.394165 136.813004 -63.685200	-0.161 -0.017 -0.049
item_ammo_pistol_ttt	-1696.878174 169.005905 -63.561401	-0.053 -0.020 -0.016
item_ammo_pistol_ttt	-1726.742676 173.623993 -63.633202	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	-1752.856812 175.704895 -63.657001	-0.136 -0.019 -0.041
item_ammo_pistol_ttt	-1783.143188 177.188202 -63.645699	-0.126 -0.019 -0.038
weapon_ttt_explosivegrenade	285.315887 722.152344 47.922806	-2.798 -9.399 8.919
weapon_ttt_explosivegrenade	-554.575317 894.594360 -27.226959	-0.003 0.000 -0.002
weapon_ttt_explosivegrenade	-1804.937012 372.633392 -59.107159	0.327 -5.743 -3.695
weapon_ttt_explosivegrenade	-1624.904053 -185.274460 4.892250	0.392 -4.954 -3.807
weapon_ttt_explosivegrenade	-710.046936 -710.237305 23.924259	68.168 -144.179 127.828
weapon_ttt_explosivegrenade	-1040.490112 -710.818604 23.413200	72.066 -133.069 129.748
weapon_ttt_explosivegrenade	-519.839111 -50.609013 0.228819	86.357 39.094 152.209
weapon_ttt_explosivegrenade	83.410698 171.369614 186.785980	-0.010 0.000 -0.005
weapon_zm_pistol	1172.827148 3218.875244 128.264496	-0.503 35.367 88.876
weapon_zm_pistol	214.354202 719.139221 40.542198	-9.716 42.132 102.509
weapon_zm_pistol	1075.576538 38.185101 256.297607	0.015 35.150 88.124
weapon_zm_pistol	2108.497803 428.530914 160.321503	-0.082 35.987 88.835
weapon_zm_pistol	2704.143799 1183.410522 200.403900	0.127 35.212 87.860
weapon_zm_pistol	2224.336182 2849.795410 152.301300	-0.109 36.003 88.498
weapon_zm_pistol	-895.209473 125.598602 16.783501	0.155 35.976 90.692
weapon_zm_pistol	-1750.809814 135.007599 -42.808998	-0.523 32.485 91.551
weapon_zm_molotov	341.735992 2691.240723 168.564896	1.081 0.003 -0.966
weapon_zm_molotov	362.404999 2844.591309 168.553604	0.495 0.003 -0.305
weapon_zm_molotov	480.528412 2741.359375 187.817093	51.326 -138.606 -74.727
weapon_zm_molotov	1026.819946 3413.012451 132.543701	0.232 -0.195 -0.046
weapon_zm_molotov	1956.122314 2632.259521 166.508804	0.288 0.002 0.034
weapon_zm_molotov	2335.134033 1370.617188 204.874893	2.531 -0.066 -0.276
weapon_zm_molotov	2075.020508 289.372803 199.290894	0.425 0.004 -0.126
weapon_zm_molotov	2371.286377 -435.349487 105.414398	-1.795 1.242 2.204
weapon_zm_molotov	1123.419434 -521.699524 278.821289	0.007 -0.027 1.788
weapon_zm_molotov	431.111511 475.776611 133.946304	-6.177 -1.440 -7.170
weapon_zm_molotov	-333.286407 152.095993 204.987701	2.398 -0.118 -2.499
weapon_zm_molotov	-1579.050659 703.934814 -44.898899	0.652 0.004 -0.148
weapon_zm_molotov	78.086601 11.154100 207.348907	0.032 -2.773 -4.220
weapon_ttt_confgrenade	110.172897 16.499500 206.362000	-3.140 4.129 0.002
weapon_ttt_confgrenade	2654.184814 -228.499893 83.491501	0.478 -0.732 -1.557
weapon_ttt_confgrenade	2567.836426 547.467712 215.517395	1.745 0.237 1.497
weapon_ttt_confgrenade	1981.727051 258.430511 162.087601	-53.237 -75.244 -101.987
weapon_ttt_confgrenade	1873.688232 314.712189 228.561203	-15.618 56.617 -86.529
weapon_ttt_confgrenade	2060.898926 258.156403 232.266602	1.302 0.241 -0.411
weapon_ttt_confgrenade	1086.474121 318.271912 131.514694	2.132 -0.238 0.636
weapon_ttt_confgrenade	-81.741203 438.178101 108.203598	1.113 -0.080 -0.317
weapon_ttt_confgrenade	-853.967896 126.863998 57.788700	-0.422 -0.085 0.089
weapon_ttt_confgrenade	-608.597900 -602.784912 235.776199	0.223 0.027 0.829
weapon_ttt_confgrenade	-1782.644775 135.010300 -39.560799	0.307 -1.195 2.415
weapon_ttt_confgrenade	-1628.910767 684.240723 -45.980900	-0.389 0.205 -1.040
weapon_ttt_confgrenade	-1424.707764 643.110596 -5.843000	0.580 0.778 -6.901
weapon_zm_shotgun	87.100601 -190.372299 73.041298	-0.907 -9.009 -88.670
weapon_zm_shotgun	719.380188 680.698914 113.683502	-0.421 19.047 84.167
weapon_zm_shotgun	-1632.015991 -41.154400 1.024400	-0.291 -9.060 -83.917
weapon_zm_shotgun	2406.757080 1369.504883 161.249100	-0.623 3.263 84.512
weapon_zm_sledge	2520.174561 2575.132568 141.375397	4.199 22.382 97.419
weapon_zm_sledge	-1806.221313 487.875305 -43.204601	18.261 -90.976 2.552
weapon_zm_revolver	2212.636719 2082.810303 161.902496	2.454 -20.350 -83.514
weapon_zm_revolver	2613.684814 -337.691315 98.340500	2.959 -39.493 -83.039
weapon_zm_revolver	910.197083 157.591995 212.501495	-5.237 -23.304 -82.437
weapon_zm_revolver	90.322899 181.742905 183.921997	2.527 -20.545 -83.806
weapon_zm_revolver	-1675.870239 898.885071 -12.061700	2.112 -24.286 -85.601
weapon_zm_revolver	321.820007 2453.182373 161.945694	2.672 -20.138 -84.020
weapon_ttt_glock	-791.424194 670.880005 -9.936400	-8.940 -37.767 -89.719
weapon_ttt_glock	444.595215 3545.407959 160.352600	0.594 36.684 88.861
weapon_ttt_glock	1450.899048 2954.215576 160.469604	-0.782 33.869 93.050
weapon_ttt_glock	252.484299 1200.789307 96.399300	1.254 165.510 89.397
