# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_chateau
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
item_box_buckshot_ttt	1675.710083 -1244.006592 -45.334599	1.353 -0.279 -20.159
item_box_buckshot_ttt	1663.382568 -1255.656006 -40.781898	4.077 5.635 -20.179
item_box_buckshot_ttt	1528.784058 -666.586670 -141.568405	-0.694 -0.006 0.544
item_box_buckshot_ttt	1525.776611 -683.224121 -141.578995	0.186 -0.256 -0.531
item_box_buckshot_ttt	1508.814941 -675.309021 -141.634598	-0.099 0.068 -0.017
item_box_buckshot_ttt	1834.070190 -554.467712 -159.521393	0.909 -0.151 -1.590
item_box_buckshot_ttt	1812.393311 -588.002380 -159.009506	-1.730 0.209 -3.742
item_box_buckshot_ttt	1800.910400 -601.152588 -158.542206	-1.731 0.056 -3.736
item_box_buckshot_ttt	1626.914795 -621.492920 -159.576599	0.698 -0.003 0.614
item_box_buckshot_ttt	1642.723145 -591.188782 -159.567505	0.618 0.004 0.645
item_box_buckshot_ttt	1671.992065 -613.564087 -159.598297	-0.579 0.000 -0.224
item_box_buckshot_ttt	1209.342285 -968.465515 -109.584602	-0.637 0.113 -0.076
item_box_buckshot_ttt	1219.942749 -977.605225 -109.612999	0.191 0.171 0.447
item_box_buckshot_ttt	1223.287476 -963.309814 -109.604797	0.021 0.061 0.021
item_box_buckshot_ttt	1459.851196 -938.950806 -118.617104	0.458 -0.002 0.428
item_box_buckshot_ttt	1463.054688 -948.341370 -118.545502	1.416 0.143 0.416
item_box_buckshot_ttt	1449.362549 -949.499695 -118.618202	0.411 -0.105 -0.002
item_box_buckshot_ttt	-397.498810 586.976624 248.868607	-0.018 0.083 -0.365
item_box_buckshot_ttt	715.184082 2661.860596 -6.267992	-21.328 -1.538 0.208
item_box_buckshot_ttt	743.231079 2657.425049 -6.270738	-0.168 2.030 19.551
item_box_buckshot_ttt	2047.760742 1025.687012 0.386345	-0.034 -0.081 0.079
item_box_buckshot_ttt	2048.157715 1045.893188 0.355253	1.050 0.000 -0.844
item_box_buckshot_ttt	2050.260742 1059.533447 0.445877	-0.520 -0.007 0.464
item_ammo_357_ttt	1584.050903 1007.968323 248.895798	0.472 0.229 -0.366
item_ammo_357_ttt	1601.366211 1034.904419 248.784500	0.592 -0.139 0.473
item_ammo_357_ttt	1575.138062 1030.531616 208.332504	0.451 0.066 0.054
item_ammo_357_ttt	611.288818 910.587952 216.279419	0.458 -0.040 -0.013
item_ammo_357_ttt	616.442566 921.342163 216.267929	0.651 -0.897 0.197
item_ammo_357_ttt	622.785706 915.406189 216.216873	0.945 -0.833 0.086
item_ammo_357_ttt	557.330444 -230.238480 0.400760	0.471 0.056 0.025
item_ammo_357_ttt	544.518494 -219.078537 0.382539	0.536 0.548 0.041
item_ammo_357_ttt	533.696838 -224.391617 5.646152	-43.663 -172.110 180.000
item_ammo_revolver_ttt	1398.638306 -1320.671509 -54.318401	-19.727 -1.147 -2.983
item_ammo_revolver_ttt	1373.599487 -1330.372559 -60.922699	-8.065 -1.587 -14.711
item_ammo_revolver_ttt	1398.311035 -1273.847290 -57.423801	-19.513 -1.151 -3.004
item_ammo_revolver_ttt	1359.898926 -1269.848389 -71.061897	-19.386 -4.567 -1.543
item_ammo_revolver_ttt	1387.932983 -1232.061523 -69.822403	-14.516 14.515 -21.052
item_ammo_revolver_ttt	1353.089111 -1233.862915 -81.328697	-13.858 15.342 -21.218
item_ammo_revolver_ttt	1378.050293 -1207.682983 -81.077499	-14.736 14.608 -21.033
item_ammo_revolver_ttt	1351.091064 -1201.516968 -90.888199	-10.785 4.892 -11.556
item_ammo_revolver_ttt	1369.568970 -1181.031494 -90.980202	-10.805 4.895 -11.554
item_ammo_revolver_ttt	-397.078491 551.609314 248.746597	0.761 0.185 -0.060
item_ammo_revolver_ttt	2986.728760 1364.161255 0.435056	1.067 -0.031 -0.913
item_ammo_revolver_ttt	2985.981445 1353.727661 0.421326	0.745 -0.305 -0.877
ttt_random_ammo	743.155701 2808.823242 -7.597400	1.679 0.028 2.001
ttt_random_ammo	740.238770 2853.554932 -7.682600	0.046 0.000 -0.034
ttt_random_ammo	1723.463501 1862.022827 0.381000	0.186 0.001 0.167
ttt_random_ammo	1749.556763 2259.167725 0.369200	0.089 0.000 0.043
ttt_random_ammo	-233.878204 -102.852600 0.353400	0.055 -0.000 0.007
ttt_random_ammo	-229.861603 -122.730904 0.390700	0.555 -0.004 -0.620
ttt_random_ammo	-230.524506 -147.250107 0.344600	0.049 -0.000 0.019
ttt_random_ammo	-229.927200 -183.342407 0.380800	0.193 -0.001 -0.175
ttt_random_ammo	801.831787 2275.589600 0.377800	0.146 0.001 0.117
ttt_random_ammo	531.062683 1497.544067 0.340000	0.048 0.000 -0.023
ttt_random_ammo	523.129211 1525.293701 0.337600	0.047 0.000 -0.025
ttt_random_ammo	802.002380 1498.576660 0.386700	0.320 0.002 0.332
ttt_random_ammo	793.857178 1522.261719 0.365400	0.077 0.000 0.026
ttt_random_ammo	485.353210 225.398148 0.358365	-0.058 -0.000 0.001
ttt_random_ammo	480.271515 237.060150 0.417198	-1.405 -0.023 1.657
ttt_random_ammo	486.873413 238.395126 0.480839	-1.101 -1.127 1.003
ttt_random_ammo	492.758545 239.696091 0.482844	1.454 0.164 -1.763
ttt_random_ammo	1574.802612 1753.972412 0.332788	0.046 0.000 -0.028
ttt_random_ammo	1581.980469 1731.471924 0.421813	1.501 0.035 1.811
ttt_random_ammo	1575.027954 1726.773682 0.353317	0.054 0.000 -0.008
ttt_random_ammo	448.593201 576.644287 0.347519	-0.048 -0.000 -0.017
ttt_random_ammo	433.110107 585.598755 0.349749	-0.049 -0.000 -0.014
ttt_random_ammo	439.734314 586.155823 0.393969	-1.219 -0.012 1.109
ttt_random_ammo	2239.677002 1244.669800 0.389788	-0.284 -0.001 0.288
ttt_random_ammo	2223.220215 1239.639282 0.336000	-0.047 -0.000 -0.027
ttt_random_ammo	2252.221436 1217.216064 0.376097	0.136 -0.000 -0.104
ttt_random_ammo	2236.234375 1217.063599 0.344611	0.049 -0.000 0.019
weapon_zm_rifle	870.518982 1151.150146 457.386200	3.306 12.052 65.461
weapon_zm_rifle	868.531616 1142.595825 457.358795	3.196 10.336 65.225
weapon_zm_rifle	866.924683 1133.227173 457.369293	3.218 10.451 65.334
weapon_zm_rifle	885.836182 1095.716797 405.803101	-0.779 8.410 47.332
weapon_zm_rifle	572.869141 -232.844879 3.336200	1.225 -4.014 -83.041
weapon_zm_mac10	1435.209351 1017.190430 30.799999	1.864 -69.792 -94.633
weapon_zm_mac10	1413.530151 998.568787 33.617500	5.661 -36.323 -93.020
weapon_zm_mac10	720.714294 2393.033936 41.829601	0.003 -55.890 -88.323
weapon_zm_mac10	1629.876221 317.253906 -166.960907	-11.927 60.220 93.172
weapon_zm_mac10	711.642517 422.494476 22.946920	-0.392 -44.368 -88.232
item_ammo_pistol_ttt	1491.994141 -1196.835815 -57.481499	0.160 -1.261 -17.865
item_ammo_pistol_ttt	1479.048828 -1197.620483 -57.220402	0.044 -1.224 -17.843
item_ammo_pistol_ttt	1483.869141 -1175.144409 -64.448898	-1.424 -4.752 -18.093
item_ammo_pistol_ttt	1495.795166 -1169.680176 -66.191399	0.235 -1.284 -17.879
item_ammo_pistol_ttt	1487.123413 -1128.612427 -78.817001	-3.545 2.406 -15.626
item_ammo_pistol_ttt	1495.350220 -1123.116455 -79.845901	-3.486 0.047 -14.363
item_ammo_pistol_ttt	1462.592163 -1148.211792 -73.063698	0.130 -1.251 -17.859
item_ammo_pistol_ttt	1464.368530 -1180.207153 -62.819599	0.262 -1.292 -17.885
item_ammo_pistol_ttt	1431.643188 -1164.283203 -73.175301	-64.371 138.183 -124.372
item_ammo_pistol_ttt	1435.332153 -1138.216553 -80.215202	-63.978 138.530 -125.842
item_ammo_pistol_ttt	1423.773926 -1207.205444 -62.175800	-64.357 137.969 -124.174
item_ammo_pistol_ttt	1512.825562 -1205.837280 -54.622700	0.481 -1.356 -17.926
item_ammo_pistol_ttt	1520.312866 -1174.232178 -64.513000	-4.772 1.370 -17.769
item_ammo_pistol_ttt	1518.367554 -1145.062622 -72.617996	-3.530 0.060 -14.363
item_ammo_pistol_ttt	1497.461060 -1143.558350 -74.139000	-3.756 2.326 -16.486
item_ammo_pistol_ttt	1531.724609 -1108.859985 -80.970001	-3.596 0.078 -14.363
item_ammo_pistol_ttt	1550.779907 -1130.535278 -74.096397	-3.444 0.034 -14.364
item_ammo_pistol_ttt	1545.783569 -1160.441406 -66.771202	-3.524 0.058 -14.363
item_ammo_pistol_ttt	1546.671875 -1189.441162 -59.197701	-3.856 2.284 -14.995
item_ammo_pistol_ttt	1565.363159 -1181.815186 -59.938099	-3.383 0.014 -14.364
item_ammo_pistol_ttt	1605.064453 1112.683716 208.340607	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	1577.300903 1111.526733 208.391998	-0.093 -0.020 -0.028
item_ammo_pistol_ttt	1366.545776 1035.670166 208.404099	-0.083 -0.020 -0.025
item_ammo_pistol_ttt	1341.417480 1041.801514 208.328201	-0.149 -0.018 -0.045
item_ammo_pistol_ttt	1330.807007 1073.015015 208.360703	-0.121 -0.019 -0.036
item_ammo_pistol_ttt	967.617493 -125.777603 211.240601	-89.986 -179.429 180.000
item_ammo_pistol_ttt	933.616577 -150.391693 208.380096	0.104 0.020 -0.031
item_ammo_pistol_ttt	882.794312 -150.538605 208.433899	-0.057 -0.020 -0.017
item_ammo_pistol_ttt	849.372314 -144.525101 208.370697	-0.112 -0.019 -0.034
item_ammo_pistol_ttt	719.019714 368.649200 236.381897	-0.489 0.118 -0.221
item_ammo_pistol_ttt	744.924927 340.402008 236.347595	-0.132 -0.019 -0.040
item_ammo_pistol_ttt	766.091492 420.745514 236.343796	0.383 -0.073 0.041
item_ammo_pistol_ttt	709.974670 438.224213 236.414902	-0.073 -0.020 -0.022
item_ammo_pistol_ttt	776.208008 386.410492 236.325607	-0.151 -0.018 -0.046
item_ammo_pistol_ttt	1740.257446 1936.793335 1.552955	-3.097 -0.108 -6.026
item_ammo_pistol_ttt	1733.936279 1936.769775 1.366622	-3.518 -0.163 -4.803
item_ammo_pistol_ttt	1723.445190 1936.426147 3.248484	-89.945 179.984 180.000
item_ammo_pistol_ttt	653.705688 1497.507324 0.403939	0.583 0.303 0.330
item_ammo_pistol_ttt	645.233582 1492.735962 0.342975	-0.136 -0.019 -0.041
item_ammo_pistol_ttt	634.648254 1496.553589 0.427293	0.570 0.075 0.332
item_ammo_pistol_ttt	975.724731 595.120605 37.764214	-0.070 -0.037 0.036
item_ammo_pistol_ttt	969.591309 594.489685 37.708332	-0.271 0.062 0.129
item_ammo_pistol_ttt	979.640930 -137.667236 0.378256	-0.105 -0.019 -0.032
item_ammo_pistol_ttt	964.962524 -136.094406 0.390347	-0.095 -0.020 -0.029
item_ammo_pistol_ttt	953.831848 -135.302689 0.378256	-0.105 -0.019 -0.032
item_ammo_pistol_ttt	791.455322 992.042786 35.333824	-13.512 0.520 -11.885
item_ammo_pistol_ttt	800.111938 985.820007 37.478798	-6.979 -0.451 -5.964
weapon_ttt_explosivegrenade	126.173988 -441.047516 -35.208858	-0.016 0.000 -0.007
weapon_ttt_explosivegrenade	82.952942 -448.173004 -35.226955	-0.003 0.000 -0.002
weapon_ttt_explosivegrenade	1734.308960 2375.964111 4.799212	-0.035 0.000 -0.016
weapon_ttt_explosivegrenade	578.959167 1829.889038 19.197271	3.618 -0.112 5.644
weapon_ttt_explosivegrenade	717.293518 1505.488525 4.780610	-0.006 0.000 -0.003
weapon_ttt_explosivegrenade	728.829529 911.637512 212.799225	-0.035 0.000 -0.016
weapon_ttt_explosivegrenade	907.610352 920.623230 212.771103	-0.003 0.000 -0.001
weapon_zm_pistol	1979.587280 1482.963989 168.933197	-5.291 -34.018 -92.597
weapon_zm_pistol	2021.377808 1211.204712 195.702499	0.706 -33.991 -88.629
weapon_zm_pistol	2156.618408 1417.167480 11.951200	-0.791 -36.448 -91.295
weapon_zm_pistol	2058.213623 1415.447998 15.348400	-11.093 -37.760 -90.721
weapon_zm_pistol	2073.749756 1318.698364 1.576500	0.122 133.425 -90.201
weapon_zm_pistol	2025.856323 1389.597046 37.526001	0.142 -40.887 -88.583
weapon_zm_pistol	1467.082520 1002.594727 27.014799	4.271 -39.438 -93.909
weapon_zm_pistol	2798.118652 398.740387 -159.720703	-0.100 36.062 88.138
weapon_zm_pistol	2354.470215 714.219971 -159.713196	0.046 34.807 87.879
weapon_zm_pistol	1614.266357 649.115417 -159.675003	0.028 34.779 88.670
weapon_zm_pistol	1220.232666 831.991211 -159.674103	0.027 34.779 88.688
weapon_zm_pistol	946.331909 2426.217773 1.435500	-0.990 -46.652 -89.592
weapon_zm_pistol	1191.736084 2350.907471 14.108000	-0.798 -36.203 -97.211
weapon_zm_pistol	1158.313477 2391.008057 4.477300	-26.733 -41.168 -92.553
weapon_zm_pistol	1162.825806 2362.919189 11.906400	-3.782 -34.856 -88.750
weapon_zm_pistol	1321.234009 1949.215088 0.310500	0.013 35.138 88.388
weapon_zm_pistol	2022.668457 1084.465332 36.361198	0.420 36.654 89.151
weapon_zm_pistol	2017.798950 1053.275269 36.345200	0.745 36.684 88.609
weapon_zm_pistol	2074.084473 996.185974 36.364700	0.350 36.640 89.266
weapon_zm_pistol	2360.592285 1000.164795 36.351200	0.621 36.684 88.815
weapon_ttt_aug	983.817322 238.005875 0.574003	-0.934 0.713 85.730
weapon_zm_molotov	1755.162354 -1205.711670 -59.178001	41.080 -156.216 116.534
weapon_zm_molotov	1741.203125 -1230.268677 -51.377399	61.186 -131.373 131.991
weapon_zm_molotov	1758.210815 -1207.895142 -58.166401	-36.330 170.677 114.746
weapon_zm_molotov	-265.709686 -160.750900 212.608597	2.142 -0.122 -2.218
weapon_zm_molotov	-276.404297 -148.424393 212.524902	0.627 0.009 -0.359
weapon_zm_molotov	-264.039703 -144.777206 212.597198	2.442 -0.125 -2.526
weapon_zm_molotov	628.290466 1499.404053 1.719113	-4.441 -127.000 -88.516
weapon_zm_molotov	836.622070 930.188599 105.423698	82.318 61.838 93.597
weapon_zm_molotov	874.964050 931.903259 105.424408	82.257 61.838 93.605
weapon_ttt_confgrenade	1861.435669 -642.527588 -152.413300	-21.076 31.388 -109.756
weapon_ttt_confgrenade	1856.352051 -652.297119 -151.694504	-50.673 -102.997 103.484
weapon_ttt_confgrenade	1180.234863 2634.613770 -6.538932	70.500 177.632 171.853
weapon_ttt_confgrenade	1279.724976 2608.899658 -6.509193	72.173 -178.000 176.434
weapon_ttt_confgrenade	1294.417236 2543.704834 -6.529723	71.021 178.894 173.165
weapon_ttt_confgrenade	1194.879517 1953.111206 1.542516	-28.197 -82.422 -102.137
weapon_ttt_confgrenade	1693.726440 1827.606079 2.342839	23.378 -89.864 -63.044
weapon_ttt_confgrenade	730.746826 1782.879395 1.430774	20.738 -83.567 105.225
weapon_ttt_confgrenade	758.106201 894.611389 211.178513	35.857 9.428 11.274
weapon_ttt_confgrenade	998.150269 889.319153 209.431366	34.475 -14.291 105.427
weapon_zm_shotgun	-398.077393 1079.646973 1.018700	-0.425 167.283 -84.176
weapon_zm_shotgun	-198.896698 719.881897 21.255600	58.512 22.611 20.239
weapon_zm_shotgun	-405.739014 1076.719238 209.018906	-0.269 -11.751 -83.819
weapon_zm_shotgun	-176.544403 1393.805054 21.573700	24.876 -16.948 -97.206
weapon_zm_shotgun	253.534897 882.484680 1.238400	-0.724 -22.768 -92.186
weapon_zm_shotgun	3088.076904 1124.101807 41.757401	-0.737 11.945 86.881
weapon_zm_shotgun	1044.729248 147.476303 55.776798	-14.701 -24.763 112.184
weapon_zm_shotgun	726.079224 2662.443359 -6.716506	-0.479 9.490 84.812
weapon_zm_shotgun	2063.316650 1012.037537 0.985799	-0.419 -6.666 -85.140
weapon_zm_sledge	802.534180 929.674988 108.409500	18.415 0.198 2.881
weapon_zm_sledge	1219.608521 1951.542847 3.577389	-0.969 -89.479 98.183
weapon_zm_sledge	3067.983643 1367.837158 4.375300	18.442 -1.713 1.879
weapon_zm_sledge	2809.676758 1380.223267 44.921200	18.944 -8.821 2.665
weapon_zm_sledge	968.193787 620.894165 40.950653	-12.038 -1.578 0.996
weapon_zm_sledge	1324.883179 -247.291199 -156.380798	-12.162 -5.050 1.090
weapon_zm_sledge	1325.537720 -267.178436 -156.368866	-12.156 -2.513 1.223
weapon_zm_revolver	7.522700 855.500122 25.947701	2.651 -20.146 -84.100
weapon_zm_revolver	-1.490700 878.359070 0.710200	2.493 128.741 84.706
weapon_zm_revolver	-58.268299 882.407288 1.919100	1.961 -22.584 -85.863
weapon_zm_revolver	-436.947113 1151.412964 210.037094	1.542 -9.158 -90.418
weapon_zm_revolver	1741.078369 -198.612396 -172.888901	-9.456 -23.112 -80.754
weapon_zm_revolver	2973.403564 1370.500000 0.713400	1.925 26.906 87.787
weapon_ttt_glock	2288.613281 978.121826 153.401596	-0.406 -45.030 -88.547
weapon_ttt_glock	2134.782715 1371.915283 11.828400	-0.772 -38.301 -87.951
weapon_ttt_glock	2099.503906 1441.949829 36.369400	0.255 36.608 89.425
weapon_ttt_glock	2728.598389 749.718384 -159.698700	-0.078 36.054 88.505
weapon_ttt_glock	1203.941406 321.621887 -156.996399	26.924 2.502 46.757
weapon_ttt_glock	1184.427734 2323.093994 14.330200	8.826 41.249 97.866
weapon_ttt_glock	2026.782471 1353.168823 36.293701	0.147 36.828 87.935
weapon_ttt_glock	2109.388916 992.782715 36.328499	-0.603 169.811 91.073
weapon_ttt_glock	2395.291504 996.463196 36.353901	0.568 36.679 88.905
weapon_ttt_glock	989.200745 606.463196 37.901680	0.537 21.331 90.299
weapon_ttt_ak47	1739.535889 1927.956787 1.349296	-3.151 -5.708 81.373
