# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: cs_compound
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
ttt_playerspawn	498.187561 -1405.781860 0.565386	-0.021 -0.000 0.019
ttt_playerspawn	1548.906738 -2157.006592 19.219339	1.252 -0.054 -2.891
ttt_playerspawn	3340.250000 -819.185303 5.340603	-1.008 0.058 0.931
ttt_playerspawn	3350.871582 324.526276 1.481016	-0.577 0.012 -0.413
ttt_playerspawn	2421.173340 -817.328247 128.534836	0.208 -0.042 -0.001
ttt_playerspawn	2431.408447 -331.960388 256.530853	0.049 0.036 0.130
ttt_playerspawn	1564.099854 -829.695435 258.541321	0.031 0.000 -0.031
ttt_playerspawn	2244.421631 -317.402679 0.522860	0.037 -0.000 -0.037
ttt_playerspawn	1649.556641 -805.383911 0.528559	0.033 -0.000 -0.033
ttt_playerspawn	1929.195557 87.806503 256.520660	0.056 -0.000 -0.056
ttt_playerspawn	1579.599731 448.513580 256.516541	0.052 0.000 -0.051
ttt_playerspawn	1804.882813 602.318237 0.519729	0.044 -0.000 -0.044
ttt_playerspawn	2557.719971 615.953186 4.489699	-0.054 -0.000 -0.054
ttt_playerspawn	2015.710083 -1504.832397 16.521116	0.031 -0.000 -0.031
ttt_playerspawn	1640.720703 -1512.158081 16.510931	-0.044 0.000 -0.044
ttt_playerspawn	2005.337646 -964.110474 0.579910	0.059 0.053 0.018
ttt_playerspawn	793.943115 -523.920532 0.523458	0.039 0.000 -0.039
ttt_playerspawn	1939.283081 93.809708 0.567112	0.105 0.030 0.001
ttt_playerspawn	1532.336792 1414.148071 14.595842	-0.275 -0.085 4.560
item_box_buckshot_ttt	1956.317993 -1488.565552 166.745697	-0.475 1.410 6.831
item_box_buckshot_ttt	1967.571533 -1487.354248 166.924103	-0.201 1.056 6.065
item_box_buckshot_ttt	1981.057251 -1486.451782 166.959000	-0.585 1.396 6.930
item_box_buckshot_ttt	2324.684326 -393.959412 36.381401	-0.223 0.001 0.267
item_box_buckshot_ttt	2323.305420 -407.124603 36.393299	-0.966 -0.004 0.855
item_box_buckshot_ttt	2313.025391 -400.913208 36.382301	-0.371 0.001 0.385
item_box_buckshot_ttt	2101.537109 631.267578 36.372200	-0.747 -0.011 -0.551
item_box_buckshot_ttt	2103.022705 621.199524 36.456001	0.016 -0.043 0.026
item_box_buckshot_ttt	2095.539307 621.594482 36.476898	0.875 -0.021 0.261
item_box_buckshot_ttt	2088.213379 612.379578 36.444599	1.671 0.094 0.498
item_box_buckshot_ttt	1359.864990 1424.253662 55.147598	-0.840 -9.275 0.893
item_box_buckshot_ttt	1376.290283 1438.123169 55.524300	-0.156 0.044 1.487
item_box_buckshot_ttt	1368.645386 1417.491211 55.185101	0.534 -17.670 1.978
item_box_buckshot_ttt	2102.629150 2053.736816 8.415600	-0.759 -0.006 0.676
item_box_buckshot_ttt	2114.125244 2052.414063 8.377800	0.299 0.003 -0.156
item_box_buckshot_ttt	2124.641846 2054.820068 8.414900	-0.770 -0.005 0.683
item_box_buckshot_ttt	2685.731445 636.400330 50.866501	0.208 -0.004 -0.094
item_box_buckshot_ttt	2674.705322 644.488770 50.994701	-0.129 -4.281 -0.006
item_box_buckshot_ttt	2666.134277 656.649475 50.957199	0.129 5.385 0.660
item_ammo_357_ttt	2894.307617 1023.329590 46.431599	-0.510 0.261 2.232
item_ammo_357_ttt	2882.543457 1020.644775 46.043701	-0.357 0.268 2.475
item_ammo_357_ttt	2874.252441 1020.828613 45.923100	-0.453 0.266 2.323
item_ammo_357_ttt	2629.328369 2249.337891 98.429100	0.467 0.055 0.026
item_ammo_357_ttt	2621.041992 2241.426758 98.495201	0.641 -0.018 -0.042
item_ammo_357_ttt	2612.188965 2234.536865 98.457100	0.654 0.430 -0.073
item_ammo_357_ttt	306.707397 1318.546021 0.385300	0.461 0.056 0.034
item_ammo_357_ttt	1881.950073 -1408.688110 16.348200	0.454 0.062 0.049
item_ammo_357_ttt	1870.481812 -1409.504150 16.338600	0.452 0.065 0.053
item_ammo_357_ttt	1894.031616 -1409.008789 16.363701	0.457 0.058 0.043
item_ammo_357_ttt	2324.169434 -356.188599 36.300201	0.740 -0.121 -0.038
item_ammo_357_ttt	2318.100586 -366.347412 36.438000	1.187 -0.274 -0.958
item_ammo_357_ttt	2309.457275 -356.305695 36.427601	1.152 -0.023 -1.079
item_ammo_357_ttt	1953.505737 429.557495 36.358799	0.456 0.062 0.044
item_ammo_357_ttt	1945.672607 429.088501 36.373001	0.459 0.059 0.038
item_ammo_357_ttt	1934.634521 429.859711 36.375900	0.460 0.058 0.037
item_ammo_357_ttt	1109.584351 1041.693970 50.315300	0.364 -0.383 1.324
item_ammo_357_ttt	1122.198608 1042.800537 50.422798	0.443 -0.373 1.257
item_ammo_357_ttt	1132.169434 1043.055298 50.311600	0.333 -0.395 1.350
item_ammo_357_ttt	357.970612 524.198914 0.314800	0.447 0.073 0.062
item_ammo_357_ttt	308.577606 -11.071500 0.317100	0.448 0.073 0.061
item_ammo_revolver_ttt	2390.749268 1685.454590 8.360400	0.456 -54.502 0.044
item_ammo_revolver_ttt	2345.647949 1733.709351 8.360400	0.456 -52.082 0.044
item_ammo_revolver_ttt	2321.878174 1758.407349 8.360400	0.456 -59.562 0.044
item_ammo_revolver_ttt	1827.966553 -1610.832886 16.398300	0.464 0.055 0.029
item_ammo_revolver_ttt	1778.314819 -1609.550903 16.350000	0.454 0.062 0.048
item_ammo_revolver_ttt	1734.182251 -1613.382202 16.398300	0.464 0.055 0.029
item_ammo_revolver_ttt	1706.413208 -1610.713013 16.319401	0.448 0.073 0.060
item_ammo_revolver_ttt	1685.517212 -1611.829834 16.342501	0.453 0.062 0.051
item_ammo_revolver_ttt	2342.117188 1648.579468 1.249600	0.553 -0.137 -0.046
item_ammo_revolver_ttt	2122.598389 1571.324707 4.624000	1.844 -0.059 0.005
ttt_random_ammo	2701.704346 2157.742676 8.322700	0.047 0.000 -0.033
ttt_random_ammo	2721.384766 2161.540771 8.346800	0.050 0.000 -0.017
ttt_random_ammo	2859.866211 2023.572510 8.452600	0.871 0.024 1.051
ttt_random_ammo	2852.364258 2002.724487 8.346800	0.050 0.000 -0.017
ttt_random_ammo	2972.556152 1883.625000 8.351200	0.052 0.000 -0.011
ttt_random_ammo	3125.580078 1730.316772 8.349000	0.051 0.000 -0.014
ttt_random_ammo	3038.101074 1033.358032 8.418100	1.570 0.041 1.892
ttt_random_ammo	3010.285400 1055.022217 8.322700	0.047 0.000 -0.033
ttt_random_ammo	3416.127930 1438.712036 8.387800	-0.247 -0.001 0.243
ttt_random_ammo	3418.153809 1411.631470 8.367300	0.083 0.000 0.034
ttt_random_ammo	4423.130371 1345.077393 2.939700	0.725 -0.049 0.150
ttt_random_ammo	4428.971680 1326.835815 2.833300	0.670 -0.045 0.168
ttt_random_ammo	4470.787109 1331.506714 2.497500	0.969 -0.040 0.079
ttt_random_ammo	3669.517090 543.656616 1.402000	0.343 -0.224 0.060
ttt_random_ammo	2588.065674 744.384216 3.636500	0.291 0.075 1.048
ttt_random_ammo	2557.148438 751.198181 3.808700	0.161 0.005 1.549
ttt_random_ammo	1317.005249 1680.648071 60.584801	-2.381 0.166 -6.652
ttt_random_ammo	1303.960693 1672.313354 60.452599	-5.478 -0.733 -0.340
ttt_random_ammo	1898.169312 2780.194092 0.340000	0.047 0.000 -0.023
ttt_random_ammo	1567.252930 2469.215576 0.112400	0.030 -0.114 -0.614
ttt_random_ammo	1546.216675 2480.559082 -0.059900	0.082 -0.119 -0.814
ttt_random_ammo	1677.556519 2287.126709 2.487100	0.062 0.505 -5.761
ttt_random_ammo	1015.614380 1083.157349 0.371000	0.099 0.000 0.056
ttt_random_ammo	990.146423 1087.250977 0.351200	0.053 0.000 -0.011
ttt_random_ammo	973.875488 -235.045395 0.346800	0.050 0.000 -0.017
ttt_random_ammo	977.571716 -406.584015 0.445400	1.091 0.028 1.324
ttt_random_ammo	335.862091 -1578.250000 0.367300	0.083 0.000 0.035
ttt_random_ammo	366.099701 -1565.118774 0.414800	1.739 0.031 2.108
ttt_random_ammo	964.228882 -1563.272827 0.437700	1.225 0.030 1.482
ttt_random_ammo	1607.928345 -1723.409058 1.738300	-0.366 0.161 0.023
ttt_random_ammo	1989.942383 -1729.959473 3.854100	-0.804 0.042 -0.155
ttt_random_ammo	2029.978027 -1720.103271 4.074900	-1.069 0.030 -0.122
ttt_random_ammo	2033.591797 -1603.265015 35.816700	-1.277 0.028 -1.806
ttt_random_ammo	2005.686890 -1607.340942 35.748798	0.044 0.000 -0.012
ttt_random_ammo	1939.308960 -1406.825073 16.361500	0.067 0.000 0.012
ttt_random_ammo	2345.510498 -941.534790 0.084200	0.048 -0.066 -0.857
ttt_random_ammo	2314.647949 -701.060425 34.177898	0.351 -2.764 -0.039
ttt_random_ammo	2314.441162 -753.926025 33.431400	-0.066 0.000 0.314
ttt_random_ammo	2368.500488 -545.042480 0.353300	0.055 0.000 -0.007
ttt_random_ammo	2390.055908 -552.321716 0.346800	0.050 0.000 -0.017
ttt_random_ammo	1546.277344 781.085571 0.332800	0.046 0.000 -0.028
ttt_random_ammo	1567.091309 781.028320 0.374500	0.122 0.000 0.085
ttt_random_ammo	1902.810059 783.062195 20.305700	0.703 -0.206 0.144
ttt_random_ammo	2096.060547 645.490112 256.335297	0.047 -0.000 0.027
ttt_random_ammo	2066.217773 641.939514 256.346802	0.050 0.000 -0.017
ttt_random_ammo	1555.071167 750.324524 256.337585	0.047 0.000 -0.025
ttt_random_ammo	1585.969604 750.484375 256.332794	0.047 0.000 -0.028
ttt_random_ammo	1588.936890 774.425415 256.363495	0.072 0.000 0.019
ttt_random_ammo	1555.820068 781.578003 256.450500	0.964 0.026 1.168
ttt_random_ammo	1811.721191 446.797089 104.386703	0.308 0.002 0.319
ttt_random_ammo	1975.191040 -219.533798 256.365387	0.078 -0.000 -0.027
ttt_random_ammo	1974.055786 -230.700195 256.414886	1.749 -0.032 -2.125
ttt_random_ammo	1532.552246 -319.896606 258.361511	0.067 0.000 0.012
ttt_random_ammo	1550.565796 -310.506500 258.391205	0.553 0.004 0.618
ttt_random_ammo	1902.025269 -1615.158325 16.363501	0.071 0.000 0.018
ttt_random_ammo	1880.065552 -1612.187012 16.363501	0.072 0.000 0.019
ttt_random_ammo	1557.696899 -1616.114014 16.438700	1.146 -0.029 -1.384
ttt_random_ammo	1547.805054 -1416.667358 16.355400	0.057 -0.000 0.004
ttt_random_ammo	1580.715576 -1404.226440 16.379400	0.167 0.001 0.143
ttt_random_ammo	2149.453857 -1420.648193 8.380200	-0.153 -0.001 0.126
ttt_random_ammo	2149.312500 -1397.721924 8.368600	-0.083 -0.000 0.035
ttt_random_ammo	3266.593994 -311.626495 5.895500	-1.096 0.012 -1.134
ttt_random_ammo	3217.635010 -313.878387 5.039200	-0.031 0.008 -2.456
ttt_random_ammo	3472.468506 -460.646790 13.570800	-4.585 0.071 0.342
weapon_zm_rifle	2853.082764 1036.666748 47.016899	1.563 13.053 68.601
weapon_zm_rifle	2595.416016 2254.482666 99.852402	-15.309 -10.667 86.499
weapon_zm_rifle	310.221710 1293.409912 1.317900	3.270 11.509 64.568
weapon_zm_rifle	1877.447021 -1448.943359 17.374399	3.325 10.911 65.248
weapon_zm_rifle	2294.553955 -379.806488 1.378900	3.324 105.867 65.310
weapon_zm_rifle	1928.499390 468.223511 9.663400	-67.631 -102.826 -110.619
weapon_zm_rifle	1115.082886 1021.486511 50.892502	3.003 12.829 66.183
weapon_zm_mac10	1657.256592 1452.635742 59.009102	-1.117 -31.173 -88.484
weapon_zm_mac10	2020.908203 455.809204 7.382000	0.284 -40.547 -88.418
weapon_zm_mac10	2141.506836 -1484.708130 9.266400	-0.063 -37.568 -88.537
weapon_zm_mac10	2307.062988 -372.864105 90.974701	0.252 -81.154 87.748
weapon_zm_mac10	2470.780518 -826.646912 257.282715	-0.112 -17.381 -88.440
weapon_zm_mac10	365.347687 -674.114014 1.258700	-0.189 -37.647 -88.544
weapon_zm_mac10	3179.470703 1705.520142 99.493103	-0.799 -42.409 -88.405
item_ammo_pistol_ttt	3132.502930 1248.081543 8.392000	-0.093 -0.020 -0.028
item_ammo_pistol_ttt	3143.527344 1244.427490 8.343000	-0.136 -0.019 -0.041
item_ammo_pistol_ttt	3153.552979 1242.230347 8.405500	-0.081 -0.020 -0.025
item_ammo_pistol_ttt	1355.896606 1556.403931 52.829601	-2.294 -0.017 0.561
item_ammo_pistol_ttt	1341.650391 1554.083862 52.233398	-2.488 0.003 0.565
item_ammo_pistol_ttt	1335.355103 1552.392700 52.077900	-2.868 -0.211 0.562
item_ammo_pistol_ttt	1768.473389 1366.630859 51.812302	-1.113 -0.113 -0.733
item_ammo_pistol_ttt	1753.746460 1361.790649 51.648602	-1.090 -0.117 -0.735
item_ammo_pistol_ttt	1775.902222 1366.304688 52.010799	-2.247 0.375 -0.765
item_ammo_pistol_ttt	2143.081543 -940.389282 -0.221200	0.239 0.043 -0.604
item_ammo_pistol_ttt	2155.236084 -939.727295 -0.194800	0.206 0.063 -0.594
item_ammo_pistol_ttt	2168.833740 -935.950806 -0.220500	0.252 0.059 -0.603
item_ammo_pistol_ttt	1007.375000 905.480225 0.354300	-0.126 -0.019 -0.038
item_ammo_pistol_ttt	983.908875 904.341614 1.294100	-0.450 -0.583 -5.918
item_ammo_pistol_ttt	998.843384 909.429504 0.338200	-0.140 -0.019 -0.042
item_ammo_pistol_ttt	1530.437500 -801.503723 34.222599	0.068 0.021 -0.017
item_ammo_pistol_ttt	1526.861450 -780.931885 34.269100	-0.678 -0.141 -0.002
item_ammo_pistol_ttt	1538.848145 -791.078308 34.252701	-0.776 -0.101 0.115
item_ammo_pistol_ttt	2104.647217 588.832703 6.462100	-0.245 0.703 -0.317
item_ammo_pistol_ttt	2098.319092 589.641418 6.429800	-0.060 -0.020 -0.018
item_ammo_pistol_ttt	2092.256348 590.069275 6.425300	-0.538 0.312 -0.650
item_ammo_pistol_ttt	1545.696411 -1653.399658 1.564500	-0.437 -0.027 0.076
item_ammo_pistol_ttt	1553.691650 -1653.064453 1.613800	-0.418 -0.026 0.075
item_ammo_pistol_ttt	1560.647949 -1651.600098 1.703800	-0.341 -0.025 0.073
item_ammo_pistol_ttt	1881.735107 -538.541992 0.352100	-0.128 -0.019 -0.039
item_ammo_pistol_ttt	881.063416 2263.855225 0.364500	-0.274 59.983 -0.040
item_ammo_pistol_ttt	1008.772705 2419.483398 0.364500	-0.274 44.583 -0.040
item_ammo_pistol_ttt	1446.502441 1669.281616 58.993999	3.308 -0.258 -1.247
item_ammo_pistol_ttt	1237.439575 3138.283203 0.372700	-0.110 -0.019 -0.033
item_ammo_pistol_ttt	1244.497314 3148.956055 0.395100	-0.090 -0.020 -0.027
item_ammo_pistol_ttt	1812.196411 -859.724670 46.988400	-0.428 -0.488 -0.253
item_ammo_pistol_ttt	1792.036133 -859.589783 46.958500	0.006 -1.278 -0.084
item_ammo_pistol_ttt	2303.060791 -238.634903 0.440200	-0.151 0.390 -0.348
item_ammo_pistol_ttt	2315.872070 -238.675201 0.439600	-0.396 0.329 -0.513
weapon_ttt_explosivegrenade	2393.283447 -1814.641479 60.925694	0.827 14.025 2.739
weapon_ttt_explosivegrenade	369.553986 -884.282471 4.785994	-0.010 0.000 -0.005
weapon_ttt_explosivegrenade	312.192108 81.805511 4.769090	-1.253 0.006 -0.564
weapon_ttt_explosivegrenade	357.051727 1988.966187 4.773051	-0.003 0.000 -0.002
weapon_ttt_explosivegrenade	356.381134 2088.115967 4.776901	-0.005 0.000 -0.002
weapon_ttt_explosivegrenade	1378.390137 3262.475342 4.791155	-0.016 0.000 -0.007
weapon_ttt_explosivegrenade	2719.925537 1835.077148 98.577370	-0.007 0.000 -0.003
weapon_ttt_explosivegrenade	2101.051514 866.228088 264.746246	-0.041 0.000 -0.019
weapon_ttt_explosivegrenade	2545.228027 -580.646606 4.488447	1.118 1.611 -3.897
weapon_zm_pistol	897.737976 2242.796631 0.264300	-0.159 36.021 87.878
weapon_zm_pistol	1015.264282 2395.166016 0.330200	-0.639 37.435 90.954
weapon_zm_pistol	1051.752075 2434.003174 0.262500	-0.162 36.019 87.848
weapon_zm_pistol	1484.498291 1673.844360 23.767401	-1.647 31.958 88.279
weapon_zm_pistol	1837.378784 -876.482605 0.291000	-0.123 36.013 88.324
weapon_zm_pistol	1727.926392 -476.287415 11.795400	-5.444 33.497 89.973
weapon_zm_pistol	2153.896973 -280.338409 54.048901	-0.137 23.480 88.154
weapon_zm_pistol	2309.525879 -734.561829 34.627602	-0.055 35.236 90.160
weapon_zm_pistol	2325.231201 -239.989304 0.373500	0.418 46.968 90.645
weapon_zm_molotov	1956.127075 -1735.756958 7.774700	-1.161 0.447 -2.142
weapon_zm_molotov	1547.447998 -951.867981 4.651800	4.145 0.031 -1.677
weapon_zm_molotov	1572.324341 382.997314 3.740300	2.465 0.079 3.808
weapon_zm_molotov	2319.677002 -337.832306 4.580500	2.953 -0.132 -3.054
weapon_zm_molotov	2369.826172 -872.988525 132.506302	0.271 0.003 0.057
weapon_zm_molotov	2486.814209 721.973694 6.987900	-0.004 -1.025 3.194
weapon_zm_molotov	1921.657593 434.898712 67.832703	-70.201 -122.379 -89.713
weapon_zm_molotov	1144.698730 1222.193115 5.856800	-0.999 -0.009 -1.485
weapon_zm_molotov	971.009277 -426.934296 4.521100	0.488 0.005 -0.180
weapon_zm_molotov	3226.467529 1625.503662 12.575500	3.011 -0.136 -3.099
weapon_zm_molotov	3539.650391 1415.574097 5.828200	0.454 0.697 1.309
weapon_zm_molotov	2717.283447 611.102722 5.862600	-0.179 0.482 2.451
weapon_ttt_confgrenade	982.346191 1102.072510 3.503100	1.744 0.170 -0.446
weapon_ttt_confgrenade	2308.059326 -399.547699 9.512400	2.165 0.246 -0.646
weapon_ttt_confgrenade	3508.916992 -456.451111 18.968901	-4.017 -0.846 2.256
weapon_ttt_confgrenade	1820.505981 448.938812 9.540300	1.726 0.223 -0.515
weapon_ttt_confgrenade	1626.438110 -1990.708252 23.568199	-12.045 34.359 -96.182
weapon_zm_shotgun	1954.707886 -1503.626221 165.893402	-1.789 9.566 92.357
weapon_zm_shotgun	2324.459229 -426.329712 8.852900	-60.646 16.906 -77.154
weapon_zm_shotgun	2096.250244 649.422119 7.916400	-49.343 -41.054 -84.526
weapon_zm_shotgun	1412.801270 1385.918457 56.146599	-1.380 8.894 85.056
weapon_zm_shotgun	2120.353516 2037.457886 9.265500	-0.246 8.298 83.650
weapon_zm_shotgun	2676.503174 676.164185 51.716202	0.208 -32.963 81.537
weapon_zm_sledge	2486.050293 626.941711 7.108100	2.003 20.716 88.416
weapon_zm_sledge	3293.730225 -290.798187 10.160500	18.890 2.099 3.264
weapon_zm_sledge	1740.261475 -457.146088 17.341499	7.949 1.913 6.355
weapon_zm_sledge	753.725403 43.578701 4.424800	18.548 0.302 2.857
weapon_zm_sledge	1520.811157 -1235.202148 52.910801	19.070 2.264 5.500
weapon_zm_revolver	2426.689209 1670.318726 9.888200	2.467 -20.321 -83.195
weapon_zm_revolver	2398.457520 1708.853638 9.886900	2.468 -20.320 -83.165
weapon_zm_revolver	2333.214844 1776.376099 9.904600	2.452 -20.352 -83.562
weapon_zm_revolver	1697.229736 -1593.804932 17.884300	2.471 -20.318 -83.105
weapon_zm_revolver	1875.381226 -1594.840210 17.895700	2.460 -20.339 -83.362
weapon_zm_revolver	2348.049072 1628.469238 2.838600	2.725 -20.041 -83.914
weapon_ttt_glock	1883.817261 -566.625916 0.295000	-0.118 36.008 88.392
weapon_ttt_glock	1444.622314 2921.044678 0.293700	-0.119 36.013 88.370
weapon_ttt_glock	2312.508301 -675.310486 34.062500	-0.050 31.643 90.333
weapon_ttt_glock	2632.647705 583.884399 4.274500	-0.145 36.019 88.049
