# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: cs_militia
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
item_ammo_smg1_ttt	425.652710 1636.899780 -304.761108	-3.808 0.017 -0.575
item_ammo_smg1_ttt	408.777588 1638.912231 -304.711914	3.269 -0.426 -0.636
item_ammo_smg1_ttt	392.548187 1637.954102 -303.900787	3.055 -0.421 0.177
item_ammo_smg1_ttt	376.404999 1636.578613 -303.135498	3.605 0.246 0.874
item_ammo_smg1_ttt	1285.314575 -476.079407 -150.605103	-4.582 0.346 -1.248
item_ammo_smg1_ttt	1300.346191 -474.864197 -150.121094	-1.728 -0.168 -1.103
item_ammo_smg1_ttt	1317.300415 -466.740204 -149.582993	-4.088 -0.185 -0.860
item_ammo_smg1_ttt	1335.858032 -456.482086 -149.019394	-3.755 -0.094 -2.318
item_ammo_smg1_ttt	728.518494 -1265.689575 -298.401886	10.835 -0.167 -0.090
weapon_ttt_m16	130.092194 1108.318726 9.327000	2.121 -96.325 84.210
weapon_ttt_m16	716.810425 1260.722290 -14.848700	2.121 86.795 84.210
weapon_ttt_m16	275.008514 351.217499 -150.848694	2.121 178.835 84.210
weapon_ttt_m16	941.700378 -2416.413574 -202.893799	2.121 167.615 84.210
weapon_ttt_m16	860.607910 -2607.635742 -172.136200	2.121 -5.605 84.210
ttt_playerspawn	530.483398 1810.943237 -159.508102	-0.002 0.055 0.099
ttt_playerspawn	-14.605686 1237.325195 -15.521705	-0.017 0.000 0.017
ttt_playerspawn	334.272522 949.070129 146.165039	0.019 0.139 -7.569
ttt_playerspawn	5.121120 252.626938 -15.494983	0.004 -0.000 0.017
ttt_playerspawn	68.479095 1044.185059 -15.459785	-0.007 0.000 0.007
ttt_playerspawn	87.283173 942.247131 -15.503928	-0.014 0.000 0.014
ttt_playerspawn	368.791809 838.219543 -15.457055	-0.048 0.003 -0.051
ttt_playerspawn	264.831940 852.590698 -15.450232	-0.001 -0.141 -0.057
ttt_playerspawn	390.132416 527.817871 -15.454376	-0.006 0.000 0.006
ttt_playerspawn	501.342468 616.292419 -151.496109	0.034 0.000 -0.034
ttt_playerspawn	347.428223 764.969727 -151.447281	0.013 0.000 -0.014
ttt_playerspawn	1030.307251 421.348572 -151.510345	-0.034 0.000 0.034
ttt_playerspawn	1163.053589 605.937683 -23.499100	0.014 0.000 -0.014
ttt_playerspawn	1332.974243 1702.023315 -51.453415	-7.262 -1.851 6.077
ttt_playerspawn	-88.074532 1522.182373 -170.632675	3.907 0.064 0.294
ttt_playerspawn	-223.283264 911.781616 -158.266159	1.788 -0.083 3.141
ttt_playerspawn	484.988403 -2487.470703 -168.895874	2.098 0.436 -2.003
ttt_playerspawn	486.451538 -2418.432373 -172.733047	6.020 1.095 -4.709
ttt_playerspawn	585.625916 -2505.937012 -171.986923	6.401 -0.444 -6.707
ttt_playerspawn	591.151306 -2422.412354 -180.913696	8.063 3.574 -3.493
ttt_playerspawn	661.575684 -2436.711914 -186.434631	4.036 2.994 -2.902
ttt_playerspawn	672.983093 -2494.135010 -182.693710	6.541 3.310 -2.206
ttt_playerspawn	369.118378 -2483.930664 -166.667160	1.990 -0.327 -2.570
ttt_playerspawn	368.556244 -2415.505615 -166.195984	2.047 -0.451 0.444
ttt_playerspawn	417.650330 -2475.009766 -168.757568	0.993 0.144 2.766
ttt_playerspawn	414.711304 -2419.506836 -168.863098	3.469 1.083 -0.882
ttt_playerspawn	534.328430 -2484.253418 -170.150009	3.150 -0.009 -6.237
ttt_playerspawn	535.874268 -2424.515381 -176.004288	1.889 -0.733 -7.346
ttt_playerspawn	465.387939 -2106.014648 -147.497406	-5.849 -1.175 4.344
ttt_playerspawn	1592.184570 -2541.055908 -177.027603	-5.859 -0.264 -2.270
item_box_buckshot_ttt	389.099304 1959.636963 -124.271500	0.804 0.003 -0.648
item_box_buckshot_ttt	398.364105 1960.206055 -124.169800	-0.533 -0.003 0.449
item_box_buckshot_ttt	409.576385 1959.739014 -124.237801	-0.545 -0.002 0.512
item_box_buckshot_ttt	71.932098 1034.733887 -151.616104	-0.545 -88.302 0.512
item_box_buckshot_ttt	72.781403 1024.541992 -151.616104	-0.545 -88.302 0.512
item_box_buckshot_ttt	72.416000 1014.221802 -151.616104	-0.545 -88.302 0.512
item_box_buckshot_ttt	1284.466919 420.819214 -23.616100	-0.545 -88.522 0.512
item_box_buckshot_ttt	473.134613 -1893.207031 -151.702606	-0.545 -48.922 0.512
item_box_buckshot_ttt	480.947998 -1902.132446 -152.312698	-0.545 -48.922 0.512
item_box_buckshot_ttt	1069.664185 -2626.222412 -184.489700	-0.545 173.358 0.512
item_box_buckshot_ttt	1049.044189 -2619.951904 -182.196503	-0.545 173.358 0.512
item_box_buckshot_ttt	353.170105 1635.855713 -302.110809	3.266 0.730 1.022
item_box_buckshot_ttt	354.773193 1650.058105 -301.868530	2.619 -0.022 -1.500
item_box_buckshot_ttt	347.796692 1661.206787 -301.919586	3.099 -0.265 -1.575
item_box_buckshot_ttt	331.420410 1670.523682 -301.241699	4.003 0.630 -1.156
item_box_buckshot_ttt	309.668304 1677.815552 -299.408997	5.595 0.022 -0.966
item_box_buckshot_ttt	1232.073364 -486.020996 -154.778107	-5.281 -0.201 -1.065
item_box_buckshot_ttt	1244.106689 -483.905212 -153.777802	-5.258 -0.195 -1.054
item_box_buckshot_ttt	1255.775757 -481.298187 -152.826797	-5.293 -0.201 -1.071
item_box_buckshot_ttt	1266.008423 -480.921814 -151.977493	-5.259 -0.865 -0.735
item_box_buckshot_ttt	1001.539429 635.892822 8.725700	-0.797 0.000 0.699
item_box_buckshot_ttt	1291.428833 648.227417 -23.564699	-0.650 -0.005 0.502
item_box_buckshot_ttt	1284.355957 469.945709 44.168999	89.093 48.352 -0.848
item_box_buckshot_ttt	1062.299194 -949.421814 -309.618530	-0.123 -0.110 -10.852
item_box_buckshot_ttt	1051.921875 -948.740784 -309.684784	-0.087 -0.131 -10.761
item_box_buckshot_ttt	1947.229736 1055.591431 -304.684937	-49.730 -156.699 158.944
item_box_buckshot_ttt	1933.850586 1047.415039 -307.902710	-60.768 165.018 155.980
item_ammo_357_ttt	756.486694 -2399.522461 -196.297501	8.539 0.461 -1.535
item_ammo_357_ttt	767.091492 -2397.651367 -197.661499	8.642 0.754 -1.574
item_ammo_357_ttt	799.070374 -1176.358154 -12.930700	8.539 -16.480 -1.535
item_ammo_357_ttt	805.003174 -1181.193726 -11.921700	8.539 -16.480 -1.535
item_ammo_357_ttt	810.403625 -1185.339355 -11.046000	8.539 -16.480 -1.535
item_ammo_357_ttt	1907.137573 -304.420013 -323.394501	8.539 82.909 -1.535
item_ammo_357_ttt	725.466187 1001.603210 138.780899	8.539 -173.340 -1.535
item_ammo_357_ttt	716.203186 1001.584290 138.783493	8.539 -173.340 -1.535
item_ammo_357_ttt	706.741577 1000.244019 138.964996	8.539 -173.340 -1.535
item_ammo_357_ttt	352.571899 782.348694 8.733400	8.539 170.240 -1.535
item_ammo_357_ttt	360.445404 782.146973 8.733400	8.539 -174.140 -1.535
item_ammo_357_ttt	367.899200 782.585510 8.733400	8.539 -174.140 -1.535
item_ammo_357_ttt	680.989685 1635.310181 -304.571808	1.842 -0.260 1.765
item_ammo_357_ttt	663.138916 1634.687988 -303.928802	3.661 -2.747 -4.083
item_ammo_357_ttt	686.106750 1649.651855 -304.124084	0.602 0.203 2.860
item_ammo_357_ttt	662.503784 1644.887329 -304.237396	0.421 -1.062 1.980
item_ammo_357_ttt	1539.782715 -485.568909 -148.156296	1.439 0.256 -16.673
item_ammo_357_ttt	1548.627319 -495.789490 -145.365601	1.512 0.283 -16.445
item_ammo_357_ttt	1547.862671 -510.767914 -141.112198	1.525 -0.667 -16.084
item_ammo_357_ttt	1554.289307 -520.555115 -141.013107	15.378 -4.705 -3.450
item_ammo_357_ttt	767.154785 410.688843 -151.659439	0.452 0.065 0.052
item_ammo_357_ttt	775.419495 405.348419 -151.641235	0.456 0.060 0.045
item_ammo_357_ttt	782.479797 405.124420 -151.608505	0.462 0.055 0.031
item_ammo_357_ttt	618.065186 624.511658 324.088257	0.598 -8.371 -34.071
item_ammo_357_ttt	615.952393 653.658020 321.360321	0.431 0.068 0.058
item_ammo_357_ttt	617.993469 638.669678 326.185760	-0.159 -0.991 -90.741
item_ammo_revolver_ttt	476.205688 1836.235474 -159.669601	0.451 0.070 0.055
item_ammo_revolver_ttt	476.602112 1821.915161 -159.669601	0.451 0.070 0.055
item_ammo_revolver_ttt	476.158813 1808.060059 -159.669601	0.451 0.070 0.055
item_ammo_revolver_ttt	869.804626 1273.523560 -319.011200	0.451 96.870 0.055
item_ammo_revolver_ttt	884.254883 1278.421265 -319.436188	0.451 96.870 0.055
item_ammo_revolver_ttt	895.763306 1274.928589 -319.331512	0.451 96.870 0.055
item_ammo_revolver_ttt	1024.289917 -608.218079 -322.595886	0.451 -62.850 0.055
item_ammo_revolver_ttt	1972.657715 -1974.001465 -159.669601	0.451 69.480 0.055
item_ammo_revolver_ttt	2060.923340 -2053.052979 -159.669601	0.451 62.770 0.055
item_ammo_revolver_ttt	232.770905 388.585114 -151.669601	0.451 -67.330 0.055
item_ammo_revolver_ttt	565.154480 971.189514 -122.522003	0.451 -156.430 0.055
item_ammo_revolver_ttt	307.496002 1397.959961 -15.669600	0.451 145.270 0.055
item_ammo_revolver_ttt	319.955597 1397.301880 -15.669600	0.451 145.270 0.055
item_ammo_revolver_ttt	302.227905 1385.127319 -15.669600	0.451 145.270 0.055
item_ammo_revolver_ttt	470.911591 1114.989258 -15.669600	0.451 30.350 0.055
item_ammo_revolver_ttt	474.286713 1104.864014 -15.669600	0.451 30.350 0.055
item_ammo_revolver_ttt	476.521698 1092.910400 -15.669600	0.451 38.710 0.055
item_ammo_revolver_ttt	348.035400 337.441895 2.648200	0.451 122.089 0.055
item_ammo_revolver_ttt	358.126099 333.711395 2.648200	0.451 122.089 0.055
item_ammo_revolver_ttt	524.470581 1637.926147 -303.141296	3.867 0.082 -10.341
item_ammo_revolver_ttt	515.249084 1637.472778 -303.163910	-1.205 -0.822 -10.673
item_ammo_revolver_ttt	506.040466 1638.078369 -303.465546	-0.407 0.896 -10.015
item_ammo_revolver_ttt	496.526489 1638.907715 -303.709717	-1.155 -1.134 -7.427
item_ammo_revolver_ttt	488.428345 1638.438477 -303.740387	0.587 -3.424 -6.834
item_ammo_revolver_ttt	478.818512 1637.115967 -303.731812	0.435 0.480 -6.517
item_ammo_revolver_ttt	467.503601 1636.986816 -303.677887	0.423 0.088 -6.199
item_ammo_revolver_ttt	457.285309 1635.322144 -303.522003	0.042 -0.166 -6.048
item_ammo_revolver_ttt	445.346588 1633.898804 -303.652710	-2.502 0.036 -1.565
item_ammo_revolver_ttt	1354.018799 -453.964386 -148.467102	0.873 0.134 -2.452
item_ammo_revolver_ttt	1371.183228 -448.532715 -148.916595	1.393 0.194 -2.227
item_ammo_revolver_ttt	1383.076538 -457.631195 -149.219498	6.487 -0.710 -4.962
item_ammo_revolver_ttt	1389.677246 -467.270111 -149.002197	6.043 -12.668 -5.922
item_ammo_revolver_ttt	1410.747803 -461.242004 -151.958893	7.034 0.080 -5.069
item_ammo_revolver_ttt	1415.648438 -471.318390 -151.481094	6.731 -2.441 -5.323
item_ammo_revolver_ttt	16.541300 1134.318970 -75.569702	0.995 -31.236 0.061
item_ammo_revolver_ttt	161.278503 758.180908 -74.552002	0.740 -0.301 -0.499
item_ammo_revolver_ttt	161.337402 728.723389 -74.642097	-0.085 -0.090 0.636
item_ammo_revolver_ttt	624.769775 -942.742981 -314.000214	1.257 2.355 -21.036
item_ammo_revolver_ttt	628.413513 -850.057312 -314.288910	0.429 -0.016 20.834
ttt_random_ammo	313.650299 823.722717 51.318699	0.217 -0.016 0.605
ttt_random_ammo	425.274902 839.342896 51.464298	-0.110 0.040 0.430
ttt_random_ammo	59.213299 1105.337402 7.571300	-0.425 0.117 -0.321
ttt_random_ammo	31.685600 1000.796814 72.528198	-89.710 -159.394 -174.653
ttt_random_ammo	717.690430 749.491516 -15.538800	0.669 0.021 0.804
ttt_random_ammo	706.750427 739.902527 -15.679900	0.046 0.000 -0.034
ttt_random_ammo	171.964996 533.992798 28.708000	-0.046 -1.962 0.035
ttt_random_ammo	175.464203 549.088501 24.871799	-1.399 -0.196 -1.651
ttt_random_ammo	473.130798 251.897797 10.895900	0.039 0.000 -0.018
ttt_random_ammo	699.191528 628.708984 -151.612000	0.357 0.002 0.378
ttt_random_ammo	698.823181 575.353577 -151.619003	0.191 0.001 0.173
ttt_random_ammo	669.325684 578.740479 -151.664795	0.046 0.000 -0.027
ttt_random_ammo	665.552673 627.216614 -151.669601	0.046 0.000 -0.029
ttt_random_ammo	201.475601 642.718872 -99.138603	-8.461 0.970 2.507
ttt_random_ammo	14.975500 358.410889 -151.630798	0.089 0.000 0.043
ttt_random_ammo	171.910400 718.767883 -115.610100	0.461 -0.003 -0.506
ttt_random_ammo	251.053299 671.895874 -74.655403	0.048 0.000 -0.019
ttt_random_ammo	229.258194 667.427673 -74.634598	0.075 0.000 0.025
ttt_random_ammo	539.102905 1143.653809 -82.037003	1.299 -0.319 -1.997
ttt_random_ammo	478.808014 1100.000488 -105.395103	0.341 6.777 0.006
ttt_random_ammo	654.301392 846.449890 -59.250900	0.813 0.009 0.937
ttt_random_ammo	287.385315 1080.100586 -89.015404	-0.005 0.239 2.021
ttt_random_ammo	304.584595 1087.988037 -89.336502	2.080 -0.411 -0.075
ttt_random_ammo	304.454895 1067.589966 -89.312500	1.989 -0.405 -0.062
ttt_random_ammo	751.809082 814.973999 -151.614105	-0.220 -0.001 0.208
ttt_random_ammo	1206.754883 687.085999 -151.648804	0.052 -0.000 0.011
ttt_random_ammo	1262.882568 757.816284 -151.662292	0.047 -0.000 0.025
ttt_random_ammo	1288.560059 797.655029 -146.182098	0.183 0.001 0.167
ttt_random_ammo	1304.900513 778.847778 -143.836807	89.502 -161.727 -87.543
ttt_random_ammo	1300.153076 750.894470 -146.212799	0.047 0.000 -0.015
ttt_random_ammo	1296.479370 430.920807 -151.614899	0.273 -0.001 -0.275
ttt_random_ammo	1199.362061 325.469513 -151.688004	0.048 -0.000 0.037
ttt_random_ammo	1185.507813 456.631195 -151.606506	1.100 -0.015 -1.284
ttt_random_ammo	1185.250854 444.078796 -151.640503	0.063 -0.000 -0.006
ttt_random_ammo	1285.856323 635.835327 -120.281097	0.057 0.000 0.002
ttt_random_ammo	910.955200 309.854187 -23.685301	0.047 0.000 -0.036
ttt_random_ammo	888.147705 311.085114 -23.636499	0.070 0.000 0.017
ttt_random_ammo	862.801575 306.573914 -23.608601	0.527 0.004 0.587
ttt_random_ammo	1948.915161 -433.003815 -294.086090	-2.122 8.879 -108.141
ttt_random_ammo	728.359009 -2119.162598 -182.057404	-5.536 -6.179 14.499
ttt_random_ammo	765.606812 -2126.855225 -168.434998	-69.168 -141.503 171.420
ttt_random_ammo	651.895325 -2656.758789 -173.318405	0.438 -9.462 -95.583
ttt_random_ammo	156.058807 -2374.320313 -146.476196	-1.638 -26.488 -4.928
ttt_random_ammo	143.891296 -2395.105957 -163.114807	-6.453 9.992 -100.682
ttt_random_ammo	2536.419678 -1553.411499 -132.765106	13.002 -1.579 8.377
ttt_random_ammo	2646.335449 -1564.081177 -146.818405	9.389 0.005 1.843
ttt_random_ammo	2670.573486 -1412.784058 -146.892197	9.814 0.964 -0.224
ttt_random_ammo	2616.527588 -1265.419800 -152.324493	3.724 -0.436 6.846
ttt_random_ammo	2450.014160 -1367.142944 -135.885696	10.517 -7.009 3.513
ttt_random_ammo	2519.056641 -1364.416260 -140.594193	0.614 -0.490 -6.433
ttt_random_ammo	2456.158936 -1164.380737 -146.315399	3.163 -4.963 -102.811
ttt_random_ammo	2254.820313 -1020.837891 -158.082901	3.119 -1.617 -4.942
ttt_random_ammo	2233.601074 -1026.078125 -156.549606	3.207 -1.512 -4.973
ttt_random_ammo	1718.995483 -1463.437622 -128.929794	-3.144 0.198 0.259
ttt_random_ammo	1881.971680 -1528.139648 -125.644600	7.380 0.226 -6.224
ttt_random_ammo	1756.054199 -1346.710449 -125.974701	-75.339 -179.339 -175.123
ttt_random_ammo	1594.875244 -1347.017212 -134.376297	-1.072 -1.277 3.091
ttt_random_ammo	-9.244600 -537.274780 -158.110794	3.334 0.410 12.006
ttt_random_ammo	-19.013800 -511.920593 -150.406799	-0.908 30.843 105.114
ttt_random_ammo	24.904600 -490.560913 -149.626007	4.332 7.165 106.779
ttt_random_ammo	453.112000 185.695801 -161.662796	-8.227 2.525 3.872
ttt_random_ammo	451.646301 153.684799 -158.332306	-0.984 -0.330 1.722
ttt_random_ammo	455.372803 129.754593 -158.865402	-0.907 -0.449 3.353
ttt_random_ammo	1051.492676 -185.690598 -146.411514	3.084 -13.592 -101.705
ttt_random_ammo	1778.665771 510.419891 -96.166603	7.308 -0.778 0.347
ttt_random_ammo	1503.156372 1110.086914 -115.292900	-77.262 -148.858 159.458
ttt_random_ammo	1541.807739 1115.031250 -110.829399	-7.423 -0.678 8.955
ttt_random_ammo	1259.654907 1634.005737 -66.699402	-8.861 1.515 1.415
ttt_random_ammo	1278.633789 1615.188110 -64.769203	-9.423 1.526 1.433
weapon_zm_rifle	756.796326 -2418.162598 -195.198196	10.285 7.618 66.732
weapon_zm_rifle	793.502686 -1191.992920 -10.310600	10.285 -14.162 66.732
weapon_zm_rifle	1924.814209 -296.964813 -322.982697	10.285 85.577 66.732
weapon_zm_rifle	718.216614 980.617798 142.682999	10.285 -169.043 66.732
weapon_zm_rifle	381.867706 791.413879 10.345100	10.285 -176.223 66.732
weapon_zm_rifle	653.825989 1655.775635 -304.201233	0.595 5.930 85.350
weapon_zm_mac10	7.443800 924.424988 9.440800	-0.278 -24.640 -89.205
weapon_zm_mac10	435.630096 396.569000 -150.734894	-0.278 62.260 -89.205
weapon_zm_mac10	712.922729 1136.831177 -150.734894	-0.278 -158.400 -89.205
weapon_zm_mac10	1336.714355 374.504700 -155.763107	-0.278 -103.400 -89.205
weapon_zm_mac10	1003.921082 -2644.355713 -180.164093	-0.278 153.780 -89.205
item_ammo_pistol_ttt	-8.851558 -2512.646240 -95.881813	-7.541 -0.480 -1.000
item_ammo_pistol_ttt	-4.739433 -2503.754639 -92.612869	83.242 -8.287 -5.451
item_ammo_pistol_ttt	-33.408066 -2517.635010 -99.199539	-6.555 -0.501 -0.997
item_ammo_pistol_ttt	110.133003 1091.647949 8.516300	-0.138 178.041 -0.042
item_ammo_pistol_ttt	109.854401 1112.305664 8.516300	-0.138 178.481 -0.042
item_ammo_pistol_ttt	121.145599 1127.108521 8.516300	-0.138 -90.879 -0.042
item_ammo_pistol_ttt	719.580627 1245.354004 -15.659400	-0.138 92.021 -0.042
item_ammo_pistol_ttt	718.345581 1237.943970 -15.659400	-0.138 92.021 -0.042
item_ammo_pistol_ttt	720.049072 1230.235840 -15.659400	-0.138 92.021 -0.042
item_ammo_pistol_ttt	214.838501 355.476593 -151.659393	-0.138 168.881 -0.042
item_ammo_pistol_ttt	206.835403 355.551788 -151.659393	-0.138 168.881 -0.042
item_ammo_pistol_ttt	198.843307 355.368988 -151.659393	-0.138 -179.019 -0.042
item_ammo_pistol_ttt	859.745300 -2629.289795 -171.768799	-0.138 -4.559 -0.042
item_ammo_pistol_ttt	868.626770 -2630.375488 -171.922501	-0.138 -3.019 -0.042
item_ammo_pistol_ttt	917.289673 -2387.081543 -203.696106	-0.138 173.061 -0.042
item_ammo_pistol_ttt	938.890015 -2391.352295 -203.426895	-0.138 171.961 -0.042
item_ammo_pistol_ttt	495.085785 346.488495 -15.659400	-0.138 -175.579 -0.042
item_ammo_pistol_ttt	171.539200 207.680206 -15.659400	-0.138 -89.119 -0.042
item_ammo_pistol_ttt	169.131393 199.014801 -15.659400	-0.138 -81.969 -0.042
item_ammo_pistol_ttt	182.844406 492.089294 19.455999	-0.138 -83.839 -0.042
item_ammo_pistol_ttt	182.844406 500.825195 19.455999	-0.138 -83.839 -0.042
item_ammo_pistol_ttt	169.819595 509.741608 19.455999	-0.138 -83.839 -0.042
item_ammo_pistol_ttt	708.317322 722.935181 -15.659400	-0.138 87.871 -0.042
item_ammo_pistol_ttt	597.497925 1103.633057 -15.659400	-0.138 -178.861 -0.042
item_ammo_pistol_ttt	610.535278 1102.726196 -15.659400	-0.138 -177.859 -0.042
item_ammo_pistol_ttt	621.980896 1102.726196 -15.659400	-0.138 -177.859 -0.042
item_ammo_pistol_ttt	203.310303 1127.206909 -15.659400	-0.138 178.541 -0.042
item_ammo_pistol_ttt	213.688202 1128.100830 -15.659400	-0.138 178.541 -0.042
item_ammo_pistol_ttt	228.360107 1130.010498 -15.659400	-0.138 178.541 -0.042
item_ammo_pistol_ttt	116.016197 417.725708 -15.659400	-0.138 94.066 -0.042
item_ammo_pistol_ttt	115.947998 407.290314 -15.659400	-0.138 98.021 -0.042
item_ammo_pistol_ttt	118.809898 396.362793 -15.659400	-0.138 98.021 -0.042
item_ammo_pistol_ttt	1730.923340 -2223.227051 -159.659393	-0.138 133.301 -0.042
item_ammo_pistol_ttt	636.396912 1640.853027 -303.167297	-3.864 0.230 -5.646
item_ammo_pistol_ttt	622.729675 1639.300903 -303.668701	-2.408 -0.485 -6.120
item_ammo_pistol_ttt	607.454529 1640.414185 -304.563904	-2.499 -0.275 -6.295
item_ammo_pistol_ttt	593.983826 1639.576294 -305.076599	-2.588 0.069 -6.353
item_ammo_pistol_ttt	582.542603 1638.590820 -305.580414	-1.923 -0.182 -6.323
item_ammo_pistol_ttt	569.913696 1637.664551 -305.239288	1.322 0.289 -6.498
item_ammo_pistol_ttt	560.398987 1637.770020 -304.827606	1.288 0.365 -7.589
item_ammo_pistol_ttt	549.449219 1638.666748 -304.408600	0.832 0.714 -8.285
item_ammo_pistol_ttt	538.358521 1639.386108 -304.016602	0.894 0.821 -9.263
item_ammo_pistol_ttt	1452.016968 -459.777405 -156.059296	6.434 -0.292 -5.425
item_ammo_pistol_ttt	1466.738403 -468.134399 -154.254700	-6.246 0.179 -14.388
item_ammo_pistol_ttt	1482.250000 -479.118896 -150.435501	-0.816 -0.063 -15.059
item_ammo_pistol_ttt	1475.763916 -478.353607 -150.738098	-1.211 -1.492 -15.061
item_ammo_pistol_ttt	1498.328125 -475.950592 -151.053802	-0.752 0.714 -15.215
item_ammo_pistol_ttt	1523.889526 -476.059296 -150.585602	-0.324 -0.677 -15.144
item_ammo_pistol_ttt	617.206299 -899.954834 -322.721100	0.326 -0.999 -12.773
item_ammo_pistol_ttt	632.394409 -903.610291 -322.084991	-3.120 -0.834 -21.861
item_ammo_pistol_ttt	1053.128174 -179.025558 -145.111679	6.226 1.350 -9.946
item_ammo_pistol_ttt	1042.354858 -197.858704 -145.326004	7.947 0.387 -10.157
item_ammo_pistol_ttt	802.768860 939.822388 -150.187943	85.932 -158.279 -154.370
item_ammo_pistol_ttt	795.738647 940.235291 -152.676361	1.812 -4.701 -1.776
item_ammo_pistol_ttt	785.196899 940.050049 -149.242249	-86.243 24.111 -28.307
item_ammo_pistol_ttt	835.338318 975.544006 -308.549622	-0.601 0.063 -3.265
item_ammo_pistol_ttt	847.265198 990.951843 -307.716095	77.714 -156.340 -145.832
item_ammo_pistol_ttt	304.484558 1974.726807 -295.689972	4.716 -1.710 3.890
item_ammo_pistol_ttt	311.646179 1972.976074 -296.329254	2.294 0.873 4.232
item_ammo_pistol_ttt	322.517883 1968.604614 -294.484009	84.908 121.554 122.369
