# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_westwood_v4
# Exported by: C.Mong
setting:	replacespawns 0
weapon_ttt_glock	764.4529 -793.5715 -611.0227	-8.899 25.362 82.139
ttt_random_ammo	2478.3948 114.0894 136.3923	-0.279 0.003 -0.148
ttt_random_ammo	2467.8252 228.4022 136.3476	-0.049 0.000 0.017
ttt_random_ammo	2327.2273 90.0871 136.3972	-0.473 0.003 -0.521
ttt_random_ammo	2336.7959 230.4681 136.3940	0.294 0.003 0.102
ttt_random_ammo	1714.8558 -782.4275 -127.6305	-0.307 0.003 -0.235
ttt_random_ammo	1696.4204 -792.2965 -127.6384	-0.322 0.003 -0.255
ttt_random_ammo	1508.4407 -606.2133 24.3788	-0.282 0.003 -0.207
ttt_random_ammo	1499.3859 -644.1734 24.3770	-0.284 0.003 -0.213
ttt_random_ammo	85.9411 -777.5610 28.4098	0.798 0.001 -0.602
ttt_random_ammo	105.0954 -802.7699 28.3555	-0.325 0.003 -0.264
ttt_random_ammo	87.3190 -825.2893 0.3857	-0.276 0.003 -0.182
ttt_random_ammo	2401.8076 -881.3889 -111.6487	-0.334 0.003 -0.273
ttt_random_ammo	2385.8672 -881.0490 -111.6177	-0.278 0.003 -0.195
ttt_random_ammo	797.9906 22.3752 -119.6365	0.070 0.000 0.018
ttt_random_ammo	773.7862 27.8745 -119.6365	0.070 0.000 0.018
ttt_random_ammo	741.0746 26.2849 -119.6532	0.049 0.000 -0.017
ttt_random_ammo	845.8948 1482.1974 -126.5499	1.135 0.030 1.368
ttt_random_ammo	824.9622 1477.1119 -126.6508	0.043 0.000 -0.028
ttt_random_ammo	802.1147 1481.4761 -126.6464	0.044 0.000 -0.026
ttt_random_ammo	-2019.9070 -1230.8619 -759.9224	3.171 0.974 -0.586
ttt_random_ammo	-1990.3553 -1167.8870 -755.4509	-4.551 129.251 -89.753
ttt_random_ammo	-2355.6094 -837.4662 -753.7261	-2.102 25.134 105.089
ttt_random_ammo	-2334.6062 -708.3265 -755.0594	4.652 -160.444 95.582
ttt_random_ammo	-1805.6251 1210.2550 -584.6250	0.381 0.000 0.107
ttt_random_ammo	-1915.3530 1081.7852 -575.0172	0.008 -0.666 -1.022
ttt_random_ammo	-1890.6516 1079.0134 -574.9773	0.042 0.426 -1.021
weapon_zm_mac10	225.6432 -191.4279 -126.6763	-0.026 -58.250 -88.073
weapon_zm_mac10	1349.9259 363.4836 -110.7665	-0.120 -44.430 -88.602
weapon_zm_mac10	1707.0721 268.0436 -76.5254	-0.196 -43.495 -87.605
weapon_zm_mac10	-118.2393 -489.3577 -110.7856	-0.129 -44.435 -88.542
weapon_zm_mac10	2151.8801 -98.6965 -127.1317	-0.180 40.352 88.042
weapon_zm_mac10	514.8919 226.1839 -81.8732	-0.217 -47.418 -88.100
weapon_zm_mac10	291.1319 1383.3533 -622.4786	-3.661 -22.589 -96.286
weapon_zm_mac10	-814.8726 48.5276 -596.8340	-6.317 66.943 96.045
weapon_zm_mac10	-761.9019 52.3956 -597.5554	-7.849 36.612 92.119
item_ammo_357_ttt	1963.8541 -544.3507 192.4097	1.193 -0.043 -0.878
item_ammo_357_ttt	1988.5800 -541.3994 192.4174	1.102 -0.035 -0.767
item_ammo_357_ttt	2004.9584 -542.8345 192.4097	1.193 -0.043 -0.878
item_ammo_357_ttt	1154.8901 5.3984 256.4306	0.946 -0.027 -0.575
item_ammo_357_ttt	1141.6577 7.4819 256.4190	1.083 -0.034 -0.744
item_ammo_357_ttt	1111.0886 6.3900 224.4372	0.868 -0.025 -0.480
item_ammo_357_ttt	484.8270 1488.7826 25.4282	0.975 -0.028 -0.611
item_ammo_357_ttt	489.6779 1502.8939 25.4306	0.946 -0.027 -0.575
item_ammo_357_ttt	462.3339 1406.0287 24.3561	1.342 -0.127 -0.082
item_ammo_357_ttt	1614.9866 346.3452 -14.4223	0.445 0.061 0.047
item_ammo_357_ttt	1601.2881 353.0150 -14.4112	0.448 0.059 0.043
item_ammo_357_ttt	-2324.9707 1560.4728 -537.4783	6.756 0.050 4.231
item_ammo_357_ttt	-2314.0139 1571.0371 -537.9894	7.928 -0.397 2.751
item_ammo_357_ttt	-819.9420 -62.2197 -596.6111	6.455 -0.031 -3.688
item_ammo_357_ttt	-856.4294 -56.2081 -590.3464	12.701 -0.423 -2.200
item_ammo_357_ttt	-841.0133 -75.5835 -593.3254	12.439 -1.659 -4.510
item_ammo_357_ttt	-77.5627 -791.8069 63.9724	0.535 0.064 0.014
item_ammo_357_ttt	-86.0304 -797.9854 63.9414	0.466 0.057 0.016
item_ammo_357_ttt	-97.7746 -797.1655 63.8888	0.459 0.062 0.029
item_ammo_357_ttt	1256.8696 8.6236 224.3148	0.448 0.075 0.061
item_ammo_revolver_ttt	1606.2540 160.9721 -71.5787	1.057 -0.032 -0.711
item_ammo_revolver_ttt	1617.4535 161.1907 -71.5795	1.065 -0.032 -0.722
item_ammo_revolver_ttt	1623.5043 170.4079 -71.5804	1.024 -0.283 -1.100
item_ammo_revolver_ttt	1936.9280 147.4720 -63.3338	0.697 0.132 -0.039
item_ammo_revolver_ttt	1924.0448 155.8828 -63.4143	1.028 0.037 0.063
item_ammo_revolver_ttt	2293.0737 -660.6760 101.7266	0.498 -0.062 -0.009
item_ammo_revolver_ttt	2310.6921 -663.4841 101.7027	0.459 -0.048 0.013
item_ammo_revolver_ttt	2304.7148 -677.2639 101.6514	0.458 -0.038 -0.012
item_ammo_revolver_ttt	1145.9679 -817.2321 -71.5912	1.204 -0.043 -0.892
item_ammo_revolver_ttt	1139.9174 -826.5251 -71.5586	1.344 0.073 -1.022
item_ammo_revolver_ttt	1145.6226 -760.0522 -71.5758	1.023 -0.030 -0.669
item_ammo_revolver_ttt	-133.2799 -508.7993 -80.3982	0.428 -0.075 -0.061
item_ammo_revolver_ttt	-132.1057 -495.1456 -80.3565	0.440 -0.057 -0.045
item_ammo_revolver_ttt	-123.3337 -502.4846 -80.3726	0.436 -0.063 -0.051
item_ammo_revolver_ttt	-21.9426 1347.4738 -64.5601	0.350 -1.334 -0.153
item_ammo_revolver_ttt	-3.3717 1345.8928 -64.5674	0.781 -0.185 -0.012
item_ammo_revolver_ttt	-12.1357 1329.0977 -69.3031	-6.360 -1.099 0.214
item_ammo_revolver_ttt	851.0745 885.3032 63.9234	0.537 -0.089 0.026
item_ammo_revolver_ttt	875.1100 883.6061 63.8805	0.417 0.015 0.040
item_ammo_revolver_ttt	879.9018 874.9276 24.4124	1.161 -0.039 -0.839
item_ammo_revolver_ttt	745.6797 1376.2521 -76.1942	0.410 0.060 0.036
item_ammo_revolver_ttt	747.7668 1387.1606 -76.1732	1.573 0.321 -0.052
item_ammo_revolver_ttt	758.5646 1380.0377 -76.2094	0.402 0.065 0.041
item_ammo_revolver_ttt	668.1570 243.0184 -2.5343	0.478 -1.897 0.056
item_ammo_revolver_ttt	658.6583 259.4997 34.3241	0.715 -0.037 -0.053
item_ammo_revolver_ttt	-755.0651 -54.4337 -599.6838	-5.925 -0.126 -2.509
item_ammo_revolver_ttt	-729.7210 -34.1664 -597.3715	-7.381 -0.513 0.480
item_ammo_revolver_ttt	-746.0787 -40.3885 -599.3156	-6.908 1.173 -2.207
item_ammo_revolver_ttt	-112.9940 828.5635 -475.2409	7.152 0.783 3.323
item_ammo_revolver_ttt	-98.5773 831.4081 -476.7551	7.814 -0.387 2.761
item_ammo_revolver_ttt	-104.1618 843.5490 -476.4318	0.043 0.307 -5.960
item_ammo_revolver_ttt	287.5407 -309.2249 -127.5967	1.075 1.103 0.007
item_ammo_revolver_ttt	290.3884 -276.6517 -127.5877	1.714 -3.581 -0.054
item_ammo_revolver_ttt	288.2399 -292.8258 -127.6823	0.462 0.075 0.055
item_ammo_revolver_ttt	-1877.3892 1095.3881 -575.3386	0.124 1.146 -1.093
item_ammo_revolver_ttt	-1857.2188 1112.8895 -581.7064	-88.421 36.402 0.000
item_ammo_revolver_ttt	-1877.7155 1112.1865 -575.6470	0.022 0.682 -1.416
weapon_zm_rifle	1981.5432 -564.4445 193.3254	3.370 12.928 64.573
weapon_zm_rifle	1178.2537 5.9886 257.3556	3.308 11.773 65.286
weapon_zm_rifle	468.4918 1465.9700 25.9854	-3.222 2.823 90.387
weapon_zm_rifle	-2341.3193 1552.9005 -535.3339	0.214 -151.028 60.170
weapon_zm_rifle	-795.7344 -47.2186 -598.4212	2.480 -8.254 -93.743
weapon_zm_rifle	-61.7881 -793.9552 64.9291	3.316 5.625 65.642
weapon_ttt_smokegrenade	-172.7157 -528.7607 98.7532	-1.305 -0.035 1.781
weapon_ttt_smokegrenade	-132.4384 -656.2581 -68.0936	1.576 0.097 3.346
weapon_ttt_smokegrenade	882.5014 792.9438 28.5707	3.145 -0.137 -3.256
weapon_ttt_smokegrenade	691.2800 1551.6793 -72.3806	0.276 0.002 0.062
weapon_ttt_smokegrenade	606.5612 1453.6167 -106.0404	0.357 0.003 -0.020
weapon_ttt_smokegrenade	1243.8563 149.3835 -88.9567	0.025 -0.016 -0.626
weapon_ttt_smokegrenade	1118.6644 361.9500 -107.4709	0.832 0.011 -0.592
weapon_ttt_smokegrenade	798.6460 51.2146 -115.4143	2.750 -0.135 -2.845
weapon_ttt_smokegrenade	-773.5756 -0.6288 -597.7612	2.152 -2.404 8.285
weapon_ttt_confgrenade	228.1075 -333.4944 -124.5054	2.420 0.205 -0.765
weapon_ttt_confgrenade	-3.0065 -585.9038 163.5165	2.100 0.226 -0.627
weapon_ttt_confgrenade	-346.1306 -858.5190 143.5512	1.552 0.224 -0.463
weapon_ttt_confgrenade	-334.2438 1239.1735 139.5734	1.200 0.219 -0.358
weapon_ttt_confgrenade	949.6118 349.7987 195.5556	1.483 0.222 -0.443
weapon_ttt_confgrenade	1933.5342 -849.1083 195.5185	2.069 0.218 -0.617
weapon_ttt_confgrenade	1563.1902 -591.0759 -28.5019	2.013 0.268 1.675
weapon_ttt_confgrenade	795.7717 447.9507 0.5144	2.132 0.238 -0.636
weapon_ttt_confgrenade	161.3899 1630.2211 -772.6753	-47.574 17.921 82.947
weapon_ttt_confgrenade	-822.3615 25.5885 -595.4946	-55.434 118.224 97.217
weapon_ttt_confgrenade	304.5835 927.2344 -485.9532	-3.455 0.888 -3.159
