# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_tides
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
item_ammo_smg1_ttt	-1398.158325 -300.328400 -1.767000	0.314 0.122 -0.171
item_ammo_smg1_ttt	949.493774 -1115.130859 -39.362099	-10.688 -0.041 2.122
item_ammo_smg1_ttt	972.452209 -1111.536743 -35.086399	-17.050 -17.535 22.753
item_ammo_smg1_ttt	-832.117371 -1686.000854 -103.580002	0.345 -0.003 0.195
item_ammo_smg1_ttt	-1269.335571 -1825.797485 0.542400	-0.574 -0.466 0.525
item_ammo_smg1_ttt	-1029.582153 -2005.921753 48.494598	-0.857 -0.019 -0.524
weapon_ttt_m16	760.175415 145.397095 115.398804	5.234 -153.082 16.382
weapon_ttt_m16	361.740906 156.786697 12.505500	1.786 -12.343 85.293
weapon_ttt_m16	-788.036987 -1664.052856 1.117500	1.625 -128.499 85.566
ttt_playerspawn	-56.984257 -1689.148071 0.543179	0.028 -0.000 -0.028
ttt_playerspawn	-56.612267 -1401.274048 16.518311	0.048 -0.000 -0.048
ttt_playerspawn	-605.484619 -1401.518311 0.516647	0.051 0.000 -0.051
ttt_playerspawn	-1488.918091 -1406.134888 -127.521111	-0.009 -0.000 0.009
ttt_playerspawn	-766.503052 41.863663 -127.531876	-0.061 -0.001 0.147
ttt_playerspawn	-903.132751 919.773376 -95.457413	0.204 -0.024 0.022
ttt_playerspawn	543.470764 736.240784 -127.513664	-0.010 -0.000 0.010
ttt_playerspawn	418.778931 -122.602829 -126.535393	2.563 -0.045 0.066
ttt_playerspawn	-67.811996 -386.211914 0.517292	0.032 -0.000 -0.032
ttt_playerspawn	595.075989 -457.713074 0.536621	0.039 0.000 -0.039
ttt_playerspawn	1233.514893 -1408.064819 -63.494503	-0.008 -0.000 0.008
ttt_playerspawn	-1123.166504 344.590790 0.529406	0.045 -0.000 -0.044
ttt_playerspawn	-1417.541016 -433.415680 -15.455356	0.024 -0.000 -0.024
ttt_playerspawn	-902.088074 -949.425842 0.528634	-0.046 0.000 -0.046
ttt_playerspawn	-485.192413 -57.846912 16.492844	0.062 -0.000 -0.062
ttt_playerspawn	-583.778015 -406.042480 -15.458108	0.031 -0.000 -0.031
ttt_playerspawn	1204.505493 -1701.275635 0.512057	0.056 0.000 -0.055
ttt_playerspawn	-1066.715576 -1793.785767 0.567195	0.025 0.000 -0.021
ttt_playerspawn	-1220.324951 -1169.622437 -103.487747	-0.049 -0.000 -0.049
ttt_playerspawn	-1121.264160 -100.263832 -127.321770	2.321 -0.070 -3.779
ttt_playerspawn	-988.195496 1186.333374 -95.477036	-0.006 0.050 0.117
ttt_playerspawn	219.122589 64.606476 0.485377	0.056 -0.000 -0.056
ttt_playerspawn	-562.092346 -1210.638672 0.521081	0.194 -0.007 -0.004
ttt_playerspawn	-968.181763 -422.241638 -15.501326	0.057 -0.000 -0.057
ttt_playerspawn	698.194763 507.423950 -127.499825	0.008 -0.000 -0.008
ttt_playerspawn	309.912994 -436.096222 0.536427	0.033 0.000 -0.033
item_box_buckshot_ttt	586.553589 441.153595 -111.964500	-0.403 44.134 -0.583
item_box_buckshot_ttt	588.730225 461.413086 -111.943001	-0.050 8.880 0.362
item_box_buckshot_ttt	592.077820 480.833801 -108.420303	89.649 57.977 133.349
item_box_buckshot_ttt	-189.312500 1123.826538 -91.970100	-7.710 44.488 1.274
item_box_buckshot_ttt	-156.863800 1173.526123 -90.616096	-12.100 4.217 -8.952
item_box_buckshot_ttt	-554.297119 904.805115 -89.853798	-0.032 38.883 -0.256
item_box_buckshot_ttt	-1683.182983 645.500488 -32.204899	7.308 -0.155 -0.073
item_box_buckshot_ttt	-1007.694824 331.216614 85.583000	-58.578 -172.119 179.629
item_box_buckshot_ttt	-1180.028687 -310.164886 9.439000	-3.716 0.149 -2.178
item_box_buckshot_ttt	-659.687683 -530.517212 -15.622700	0.959 -0.073 -0.578
item_box_buckshot_ttt	397.665588 -317.028992 0.428300	-0.662 -0.006 0.588
item_box_buckshot_ttt	390.449310 -337.185913 0.444700	-0.163 75.387 -0.158
item_box_buckshot_ttt	1369.503052 -1606.528198 0.369300	0.778 0.008 -0.542
item_box_buckshot_ttt	1354.413330 -1606.159668 0.446600	-0.520 -0.007 0.461
item_box_buckshot_ttt	1134.905518 -1606.112793 0.412900	-0.983 0.003 0.775
item_box_buckshot_ttt	940.726013 -1755.637573 44.848598	0.111 -0.064 -0.664
item_box_buckshot_ttt	-421.504089 -1225.061768 0.472800	-0.041 1.511 -0.615
item_box_buckshot_ttt	-404.828400 -1224.145508 0.402700	0.186 41.359 0.256
item_ammo_357_ttt	770.374084 305.991211 -125.691902	-6.917 -1.600 -0.033
item_ammo_357_ttt	389.893188 665.625122 -124.621803	89.482 173.966 133.423
item_ammo_357_ttt	-615.915222 936.520203 -90.194801	-1.000 -32.711 -1.124
item_ammo_357_ttt	-481.617706 958.898376 -90.313103	0.799 31.272 -0.954
item_ammo_357_ttt	-1322.094360 505.212402 -39.681099	-4.615 -2.123 -14.064
item_ammo_357_ttt	-1315.625244 508.089386 -39.455002	-3.221 -0.460 -19.347
item_ammo_357_ttt	-1075.555176 -398.514404 -134.644104	-25.775 -22.241 10.667
item_ammo_357_ttt	-1124.789307 -408.382202 -140.132599	7.160 0.732 8.824
item_ammo_357_ttt	-1099.022949 -398.430603 -142.113495	10.223 1.475 7.598
item_ammo_357_ttt	-1457.283203 -530.015686 -15.550400	0.608 -0.261 -0.383
item_ammo_357_ttt	-196.654297 -538.031616 0.450200	0.602 -0.273 -0.370
item_ammo_357_ttt	-200.745193 -326.352905 0.432400	1.080 -0.390 -0.961
item_ammo_357_ttt	667.062805 -1762.866333 44.866100	1.061 0.947 -0.408
item_ammo_357_ttt	-1550.526001 -1233.890869 -127.580200	1.501 -0.026 -0.452
item_ammo_357_ttt	-1556.732544 -1232.591919 -127.570396	0.809 -0.364 -0.807
item_ammo_revolver_ttt	604.183777 283.137604 -124.607399	18.010 8.935 10.141
item_ammo_revolver_ttt	788.648071 654.198425 -127.619102	0.866 -0.026 0.001
item_ammo_revolver_ttt	4.652700 809.102478 -69.496498	15.491 -2.776 5.342
item_ammo_revolver_ttt	189.523300 -523.827026 32.596600	0.444 0.061 0.051
item_ammo_revolver_ttt	196.706894 -338.636414 15.959700	0.161 0.460 -5.646
item_ammo_revolver_ttt	974.021301 -1553.486450 -63.579300	0.430 -2.289 -0.006
item_ammo_revolver_ttt	-410.078796 -1574.486572 0.358700	0.455 0.059 0.045
item_ammo_revolver_ttt	-1552.974121 -1290.098145 -127.566299	1.208 1.750 -0.003
item_ammo_revolver_ttt	-1189.196533 230.231003 0.396100	1.706 0.479 -0.045
ttt_random_ammo	885.936523 83.987198 -109.079002	-76.799 153.269 -178.331
ttt_random_ammo	795.308472 821.627930 -37.342800	0.060 -98.230 0.005
ttt_random_ammo	750.545288 800.248474 -10.238700	0.390 -74.250 0.421
ttt_random_ammo	-1026.584106 1058.904419 8.421000	-7.919 -1.038 2.702
ttt_random_ammo	-921.393127 -211.839493 -71.101097	-6.501 -2.197 3.005
ttt_random_ammo	-914.302673 -226.391907 -45.264301	1.665 8.255 -5.558
ttt_random_ammo	706.895386 -532.028381 16.030800	0.063 10.097 0.006
ttt_random_ammo	-1670.073486 708.730286 -15.646700	0.055 0.000 -0.007
ttt_random_ammo	-1670.007568 763.398682 -15.605100	1.438 0.024 1.696
ttt_random_ammo	-1484.517700 411.736115 -50.660301	0.046 0.000 -0.028
ttt_random_ammo	-1456.332642 398.944489 -50.646801	-0.246 -0.092 -0.393
ttt_random_ammo	-1486.297241 444.205414 -50.618900	0.137 0.001 0.105
ttt_random_ammo	-1018.955017 386.968109 0.446300	1.022 -0.027 -1.237
ttt_random_ammo	-1502.478394 -1508.064819 -127.642502	0.057 -0.000 -0.000
ttt_random_ammo	-1535.164307 -1495.709717 -127.672203	0.045 -0.000 0.030
ttt_random_ammo	-1442.054932 -1507.527100 -127.586899	-0.146 -0.283 0.351
ttt_random_ammo	-1181.030029 -1127.971313 -103.623802	0.134 0.000 0.101
ttt_random_ammo	-1144.341919 -1134.614990 -103.565300	1.304 0.032 1.580
ttt_random_ammo	-1114.098389 -1135.627441 -103.642502	0.060 0.000 0.001
ttt_random_ammo	-437.590912 -1833.362671 0.350900	0.198 0.221 -0.236
ttt_random_ammo	-408.423309 -1782.523926 0.425400	1.417 -0.033 -1.710
ttt_random_ammo	-1249.702148 -1763.268188 0.345400	-0.049 -0.000 -0.019
ttt_random_ammo	-1224.183716 -1761.665771 0.354200	-0.055 -0.000 -0.008
ttt_random_ammo	-431.794403 -1012.767090 16.335300	0.047 -0.000 0.027
ttt_random_ammo	-435.482788 -993.191223 16.337700	0.047 -0.000 0.025
ttt_random_ammo	-426.354187 -971.694702 16.344601	0.049 -0.000 0.019
ttt_random_ammo	-433.338013 -944.596313 16.393400	1.278 -0.020 -1.501
ttt_random_ammo	-1233.171631 -532.011475 -15.565400	1.304 0.032 1.579
ttt_random_ammo	-1265.537231 -534.399109 -15.613300	0.317 0.002 0.329
ttt_random_ammo	-450.931488 29.510099 16.391701	-0.324 -0.002 0.337
ttt_random_ammo	-62.485699 26.939800 0.392300	0.719 -0.007 -0.820
ttt_random_ammo	-37.499699 23.030800 0.317500	0.047 -0.000 0.035
ttt_random_ammo	701.316528 -333.149414 0.384000	0.239 0.001 0.232
ttt_random_ammo	727.895813 -331.353210 0.355400	0.057 0.000 -0.004
ttt_random_ammo	335.031708 -833.563721 1.038200	-0.072 0.000 -0.020
ttt_random_ammo	640.580872 -1248.604370 -63.644600	0.057 -0.000 0.004
ttt_random_ammo	1110.729126 -1364.839600 -63.677700	0.047 0.000 -0.035
ttt_random_ammo	1081.418823 -1364.375122 -63.598202	0.018 -0.126 -0.117
ttt_random_ammo	1100.630981 -1445.145386 -63.646900	0.049 0.000 -0.016
ttt_random_ammo	1055.771240 -1445.990112 -63.568001	-0.000 0.121 -0.060
weapon_zm_rifle	-1127.531860 699.443115 29.379499	3.983 53.918 64.367
weapon_zm_rifle	-1097.121826 -356.890808 -136.068405	-9.884 -13.395 86.908
weapon_zm_rifle	-224.307007 -443.727814 1.346400	3.370 106.618 64.807
weapon_zm_rifle	553.941772 -1742.939331 1.350000	3.355 3.655 64.877
weapon_zm_rifle	-1416.500977 -1229.585938 -126.744301	0.095 21.526 -88.872
weapon_zm_mac10	235.421402 652.907227 -103.544098	8.713 -38.245 -95.120
weapon_zm_mac10	-1359.037964 -540.294312 -14.669100	0.006 -73.920 -88.510
weapon_zm_mac10	953.831421 -1146.374390 -44.968399	-17.174 48.613 92.769
weapon_zm_mac10	-1019.916382 -1984.394775 49.286098	-0.096 -35.712 -88.711
item_ammo_pistol_ttt	549.460510 -742.441711 -104.265503	8.495 -11.625 -21.094
item_ammo_pistol_ttt	530.540222 -707.862183 -106.645103	64.625 -127.393 -163.102
item_ammo_pistol_ttt	507.402802 -585.131104 -100.383003	63.934 161.785 157.079
item_ammo_pistol_ttt	796.008484 -159.655594 -125.422203	-87.220 -166.804 168.412
item_ammo_pistol_ttt	797.894775 -141.584198 -125.196404	-87.655 -152.109 152.138
item_ammo_pistol_ttt	807.806824 -184.687302 -125.051201	-86.950 162.835 -160.805
item_ammo_pistol_ttt	-1177.173584 997.713623 -52.568401	0.641 -0.130 0.673
item_ammo_pistol_ttt	-1188.907104 997.425415 -52.367599	1.007 -0.135 0.689
item_ammo_pistol_ttt	-943.983215 598.897522 -95.060303	1.086 -4.039 -3.165
item_ammo_pistol_ttt	-1017.955017 252.894699 8.364200	89.493 -173.531 179.456
item_ammo_pistol_ttt	-1013.077515 259.809814 14.425000	-88.965 -59.204 127.991
item_ammo_pistol_ttt	-233.693604 -30.831499 0.442900	-1.133 58.670 -0.003
item_ammo_pistol_ttt	385.396393 150.636902 0.455100	0.066 0.117 0.002
item_ammo_pistol_ttt	374.044586 149.601196 0.356600	-0.219 0.073 -0.010
item_ammo_pistol_ttt	365.197601 152.186996 0.361000	0.132 0.453 0.014
item_ammo_pistol_ttt	1116.799805 -1460.651855 -63.583599	-1.598 -89.999 -0.042
item_ammo_pistol_ttt	1015.402588 -1739.861328 15.838700	0.105 -0.410 5.043
item_ammo_pistol_ttt	728.732788 -1804.598267 0.376300	0.510 0.068 0.171
item_ammo_pistol_ttt	-792.300598 -1105.661865 0.438500	2.104 0.167 0.286
item_ammo_pistol_ttt	-805.713684 -1693.126587 0.474400	0.007 0.295 0.116
item_ammo_pistol_ttt	-805.712219 -1692.701660 12.015500	-0.265 0.196 0.152
item_ammo_pistol_ttt	-806.224670 -1695.649536 23.568701	0.326 0.966 0.386
weapon_ttt_explosivegrenade	-1182.966309 266.241425 4.780628	-0.006 0.000 -0.003
weapon_ttt_explosivegrenade	-1191.531616 313.309814 4.765011	-0.002 0.000 -0.001
weapon_ttt_explosivegrenade	-1690.330322 -884.317444 -107.810669	-76.169 -83.629 -110.371
weapon_ttt_explosivegrenade	-1122.047974 -1680.782471 -99.176537	-0.577 0.001 -0.259
weapon_ttt_explosivegrenade	-1157.361084 -1683.369873 -99.252617	-0.001 0.000 -0.000
weapon_ttt_explosivegrenade	-1086.956421 -1619.190186 -51.203926	-0.026 0.000 -0.012
weapon_zm_pistol	541.934814 -574.853088 -116.398499	4.849 -35.637 -74.607
weapon_zm_pistol	795.031311 -171.190903 -109.352699	22.605 -25.108 -70.323
weapon_zm_pistol	804.852417 -165.081406 -112.894699	-2.732 -126.005 85.569
weapon_zm_pistol	-1180.998535 1002.209106 -39.955200	0.594 -32.996 -90.896
weapon_zm_pistol	-1182.223877 480.339294 31.379700	-0.005 40.610 90.413
weapon_zm_pistol	-256.976013 -26.523800 1.405300	-0.111 -42.598 -89.318
weapon_zm_pistol	985.157715 -1730.367554 16.591400	6.218 -83.131 88.503
weapon_zm_pistol	1030.751343 -1740.054443 15.684300	-2.638 33.964 92.027
weapon_zm_pistol	-766.739319 -1113.707642 1.408000	-1.013 -44.839 -89.596
weapon_zm_pistol	-1084.920288 -1636.344482 -55.644901	0.542 36.673 88.946
weapon_zm_molotov	595.460999 577.843506 -107.870903	3.484 -0.110 -3.577
weapon_zm_molotov	-1261.751587 145.675293 -34.326000	-36.344 31.530 120.000
weapon_zm_molotov	-1447.419678 -340.792114 -11.422200	2.976 -0.135 -3.068
weapon_zm_molotov	-906.241394 -290.835388 -14.413900	26.043 158.427 89.993
weapon_zm_molotov	-1242.209595 -1805.033447 4.629500	-4.553 -1.513 5.710
weapon_zm_molotov	-1244.943604 -1803.222534 1.566200	36.351 0.451 89.862
weapon_zm_molotov	-1143.419800 -1220.705200 -110.255699	14.272 169.262 -90.000
weapon_ttt_confgrenade	443.147003 663.125977 -110.342003	-14.063 -38.370 87.258
weapon_ttt_confgrenade	-997.559875 -899.437378 3.520500	1.875 0.216 -0.785
weapon_ttt_confgrenade	-448.101410 -1795.025879 3.538700	1.612 0.225 -0.675
weapon_zm_shotgun	611.270020 576.769287 -126.727699	-0.323 161.441 84.011
weapon_zm_shotgun	-215.781204 1143.825684 -49.267200	-0.270 8.069 83.227
weapon_zm_shotgun	-1679.805786 819.835388 -36.017399	3.358 -55.971 -90.272
weapon_zm_shotgun	636.696106 -362.059906 0.996800	-0.000 20.065 -82.501
weapon_zm_shotgun	1091.920532 -1609.423462 1.280600	-0.605 7.188 84.987
weapon_zm_shotgun	-423.212891 -1241.791382 1.267100	-0.610 -0.811 87.186
weapon_zm_sledge	-1169.468506 1045.161377 -48.093300	18.934 0.424 3.184
weapon_zm_sledge	-1084.114136 -282.632813 48.273899	0.300 -82.736 88.511
weapon_zm_sledge	-1739.707153 -883.727600 -98.757500	27.310 2.526 4.057
weapon_zm_revolver	589.376282 275.533295 -119.732597	20.584 21.094 92.906
weapon_zm_revolver	551.120178 668.294128 -110.511902	2.540 -20.536 -83.681
weapon_zm_revolver	2.776400 814.428589 -7.973000	7.510 59.311 -84.777
weapon_zm_revolver	-1150.596802 492.299896 5.924300	3.046 -84.987 85.154
weapon_zm_revolver	168.179199 -496.286804 34.196201	2.096 -20.664 -85.629
weapon_zm_revolver	962.139893 -1546.498413 -62.097301	2.491 -9.399 -83.451
weapon_zm_revolver	643.285522 -1635.766235 1.941600	2.713 -20.120 -83.859
weapon_zm_revolver	-227.972198 -1486.172485 17.949900	2.628 -20.154 -84.189
weapon_ttt_glock	515.642578 -834.602783 -51.618599	-17.195 -47.911 -101.255
weapon_ttt_glock	-1029.259521 349.016388 1.364600	-0.786 -44.263 -88.924
weapon_ttt_glock	1053.822876 -1745.556641 15.228700	-4.873 127.193 87.717
weapon_ttt_glock	-1100.656616 -1169.293335 -54.590199	-0.339 -38.988 -88.409
