# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_magma_v2
a# Exported by: [CM] TC224
setting:	replacespawns 0
item_ammo_pistol_ttt	-807.226990 1193.199951 1.280150	0.000 0.000 0.000
item_ammo_pistol_ttt	-797.351990 1192.300049 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-786.322998 1193.650024 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-775.719971 1190.060059 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-764.677979 1191.760010 1.280140	0.000 0.000 0.000
item_ammo_pistol_ttt	-115.029633 298.550323 0.388699	-0.096 -0.020 -0.029
item_ammo_pistol_ttt	-103.393913 296.713226 0.349881	-0.130 -0.019 -0.039
item_ammo_pistol_ttt	-93.918854 296.170807 0.402688	-0.084 -0.020 -0.025
item_ammo_pistol_ttt	-81.913467 297.506195 0.352113	-0.128 -0.019 -0.039
item_ammo_pistol_ttt	-70.366653 295.900665 0.380066	-0.104 -0.020 -0.031
item_ammo_pistol_ttt	-1245.267822 -691.050110 -255.639282	-0.121 -0.019 -0.036
item_ammo_pistol_ttt	-1255.093140 -687.506836 -255.604843	-0.090 -0.020 -0.027
item_ammo_pistol_ttt	-1265.634033 -687.669250 -255.637222	-0.119 -0.019 -0.036
item_ammo_pistol_ttt	-1320.623169 -308.494598 -219.668503	0.007 0.027 0.018
item_ammo_pistol_ttt	-1335.479370 -308.061554 -219.575470	-0.063 -0.021 -0.016
item_ammo_pistol_ttt	-1347.458618 -307.520660 -219.652191	-0.129 -0.020 -0.032
item_ammo_pistol_ttt	-1315.624390 -346.505890 -219.576599	-0.064 -0.021 -0.016
item_ammo_pistol_ttt	-1327.013062 -345.181244 -219.555130	0.002 0.030 0.006
item_ammo_pistol_ttt	-1340.409424 -346.132721 -219.671051	0.007 0.027 0.018
weapon_ttt_explosivegrenade	1072.604492 886.260742 204.784210	-0.009 0.000 -0.004
weapon_ttt_explosivegrenade	770.530212 -121.007355 4.792803	-0.019 0.000 -0.009
weapon_ttt_explosivegrenade	-564.506958 246.806351 4.745041	-0.000 0.000 -0.000
weapon_ttt_explosivegrenade	-947.741577 -1434.884277 4.803791	-0.056 0.000 -0.025
weapon_ttt_explosivegrenade	791.153442 -1384.542725 4.769111	-0.003 0.000 -0.001
weapon_ttt_explosivegrenade	604.296021 -857.262146 -251.196213	-0.056 0.000 -0.025
weapon_zm_pistol	-710.044983 -548.932007 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	-1127.180054 -424.208008 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	-1330.260010 -333.756012 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	-1601.920044 -20.064100 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	-1487.589966 375.808014 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	-524.752991 727.956970 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	-517.463989 82.155197 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	32.115200 70.704498 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-65.549896 -260.726990 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-741.051025 227.643005 2.723150	0.000 0.000 0.000
weapon_zm_pistol	-553.710999 1388.729980 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-664.414978 1898.449951 0.723158	0.000 0.000 0.000
weapon_zm_pistol	637.604980 1186.109985 2.723160	0.000 0.000 0.000
weapon_zm_pistol	410.984009 -737.383972 -253.276993	0.000 0.000 0.000
weapon_zm_pistol	673.119019 -1025.729980 2.723160	0.000 0.000 0.000
weapon_zm_pistol	341.104004 -1344.689941 2.723160	0.000 0.000 0.000
weapon_zm_pistol	-1182.109985 -1341.239990 2.723160	0.000 0.000 0.000
weapon_ttt_glock	-273.566010 -265.247009 2.931700	0.000 0.000 0.000
weapon_ttt_glock	-74.116302 963.385986 202.932007	0.000 0.000 0.000
weapon_ttt_glock	-917.504028 1055.900024 202.932007	0.000 0.000 0.000
weapon_ttt_glock	3.446160 227.531006 2.931700	0.000 0.000 0.000
weapon_ttt_glock	918.083008 -196.421005 2.931700	0.000 0.000 0.000
weapon_ttt_glock	1093.089966 1232.599976 2.931700	0.000 0.000 0.000
weapon_ttt_glock	-524.969971 38.971401 -253.067993	0.000 0.000 0.000
weapon_ttt_glock	-1454.209961 -310.023987 -253.067993	0.000 0.000 0.000
weapon_ttt_glock	-703.945007 -508.122986 -253.067993	0.000 0.000 0.000
weapon_ttt_glock	-581.728027 -436.820007 -253.067993	0.000 0.000 0.000
weapon_zm_molotov	26.769400 296.457001 5.734560	0.000 0.000 0.000
weapon_zm_molotov	44.288799 762.781006 5.734560	0.000 0.000 0.000
weapon_zm_molotov	961.140015 803.943970 5.734560	0.000 0.000 0.000
weapon_zm_molotov	-1.341050 -300.674988 5.734560	0.000 0.000 0.000
weapon_zm_molotov	-722.575989 -279.226013 5.734560	0.000 0.000 0.000
weapon_zm_molotov	-1564.449951 -5.338820 -250.264999	0.000 0.000 0.000
weapon_zm_molotov	-1342.140015 72.152000 -250.264999	0.000 0.000 0.000
weapon_zm_molotov	-1045.520020 -152.447006 -250.264999	0.000 0.000 0.000
weapon_ttt_confgrenade	-184.554001 -291.485992 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	892.947021 -202.108994 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	969.888000 739.916992 4.487100	0.000 0.000 0.000
weapon_ttt_confgrenade	962.692993 1273.880005 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	-118.997002 1494.900024 4.487120	0.000 0.000 0.000
weapon_ttt_confgrenade	-900.981995 1364.650024 4.487090	0.000 0.000 0.000
weapon_ttt_confgrenade	-1130.640015 74.335602 -251.513000	0.000 0.000 0.000
weapon_ttt_confgrenade	-1539.400024 -110.867996 -251.513000	0.000 0.000 0.000
weapon_ttt_confgrenade	-1118.069946 -693.369995 -251.513000	0.000 0.000 0.000
weapon_ttt_confgrenade	-707.210999 -698.034973 -251.513000	0.000 0.000 0.000
weapon_ttt_confgrenade	-185.281006 -397.242004 -251.513000	0.000 0.000 0.000
weapon_zm_shotgun	-1612.400024 -159.626999 -222.468994	0.000 0.000 0.000
weapon_zm_shotgun	-283.864990 -221.509003 3.488650	0.000 0.000 0.000
weapon_zm_shotgun	-276.523987 1196.160034 3.488650	0.000 0.000 0.000
weapon_zm_shotgun	-238.477997 1966.619995 3.488660	0.000 0.000 0.000
weapon_zm_shotgun	482.050995 1179.410034 3.488640	0.000 0.000 0.000
weapon_zm_shotgun	1089.150024 -132.757996 3.488660	0.000 0.000 0.000
