# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_infini_b5
# Exported by: Arcadi NG
setting:	replacespawns 1
item_ammo_pistol_ttt	-57.7294 -709.5536 -1023.6414	-0.122 -0.019 -0.037
item_ammo_pistol_ttt	-63.7978 -709.4374 -1023.5555	-0.382 0.202 -0.474
item_ammo_pistol_ttt	-70.0699 -709.3585 -1023.5665	-0.092 0.178 -0.134
item_ammo_pistol_ttt	-108.8579 917.8643 -1103.2994	0.023 0.044 -0.007
item_ammo_pistol_ttt	-101.5650 917.3104 -1103.3185	-0.008 -0.060 -0.102
item_ammo_pistol_ttt	-113.0962 936.5778 -1103.2260	1.524 -0.060 -0.228
weapon_zm_revolver	-1425.1556 565.0380 -969.7560	2.511 -20.556 -83.956
weapon_zm_revolver	-1440.2319 581.8635 -969.7813	2.579 -20.507 -83.314
weapon_zm_revolver	-130.9848 497.0868 -857.3839	2.077 -18.339 -83.306
weapon_zm_revolver	-176.2328 500.0313 -857.3390	2.587 -20.497 -83.230
weapon_zm_revolver	-968.5363 1109.1655 -1010.0584	2.713 -20.120 -83.859
weapon_zm_revolver	874.5946 1077.2745 -846.9888	2.402 -15.686 -85.023
weapon_zm_revolver	937.4422 1069.9542 -846.9877	2.397 -12.747 -85.023
weapon_zm_revolver	-482.3691 -382.0255 -1022.0586	2.712 -20.120 -83.857
weapon_zm_revolver	-180.5597 -473.2879 -1022.0579	2.709 -20.127 -83.878
weapon_zm_revolver	716.6953 -248.0920 -1022.0519	2.647 -20.147 -84.115
weapon_zm_revolver	728.3666 -203.0758 -1022.0504	2.632 -20.154 -84.174
weapon_zm_revolver	788.9666 416.7809 -1014.0396	2.521 -20.191 -84.604
weapon_zm_revolver	-421.9136 951.8747 -1150.0543	2.672 -20.138 -84.020
weapon_zm_revolver	263.5934 1015.9569 -1146.0583	2.713 -20.120 -83.859
ttt_random_weapon	-1454.7697 1209.3165 -1026.3693	-1.199 -9.401 88.053
ttt_random_weapon	-1371.2225 1206.7560 -1026.3696	-1.194 -9.400 88.030
ttt_random_weapon	915.0820 757.0460 -742.3674	-1.219 -9.400 88.146
ttt_random_weapon	913.7914 990.8099 -742.3649	-1.248 -9.397 88.284
item_ammo_smg1_ttt	-230.4772 516.6296 -879.5117	-0.230 69.440 0.232
item_ammo_smg1_ttt	-253.4618 517.3573 -879.5660	0.280 102.873 0.066
item_ammo_smg1_ttt	-1412.7769 934.8316 -969.2053	-0.068 6.660 -0.020
item_ammo_smg1_ttt	-1411.0063 957.0526 -969.2480	0.034 167.160 -0.116
item_ammo_smg1_ttt	889.2753 1049.9154 -879.4788	0.823 -0.401 -0.261
item_ammo_smg1_ttt	875.0988 1050.8265 -879.5002	0.840 -0.011 -0.625
item_ammo_smg1_ttt	828.4426 374.2742 -1015.5934	0.212 -0.005 0.131
item_ammo_smg1_ttt	841.8785 376.3871 -1015.4969	-0.803 0.013 -0.601
item_ammo_smg1_ttt	604.6409 577.2996 -967.1880	-0.159 1.750 -0.013
item_ammo_smg1_ttt	616.6926 579.3542 -967.1885	0.593 -0.016 -0.263
item_ammo_smg1_ttt	-1477.2629 -293.2759 -1023.5798	0.419 -0.004 0.270
item_ammo_smg1_ttt	-1492.1844 -290.1922 -1023.4767	-0.211 0.015 -0.184
item_ammo_smg1_ttt	-490.2226 -448.9627 -1013.9904	-0.103 0.064 0.002
item_ammo_smg1_ttt	-506.1042 -450.9741 -1014.0450	0.086 -0.139 -0.077
item_ammo_smg1_ttt	-173.6539 731.0555 -1015.5958	0.189 -0.005 0.115
item_ammo_smg1_ttt	-187.1501 734.1582 -1015.6058	-0.122 0.005 0.070
weapon_zm_shotgun	-129.4855 -510.1061 -1022.7324	-0.403 8.768 84.141
weapon_zm_shotgun	-135.0114 -523.9370 -1022.7330	-0.263 8.349 83.732
weapon_zm_shotgun	-511.2942 -471.6254 -963.8013	-0.852 -9.800 -88.296
weapon_zm_shotgun	-1520.0708 58.1990 -972.2088	-0.668 16.057 86.243
weapon_zm_shotgun	-1425.6484 605.0994 -970.6967	-0.388 -9.316 -83.400
weapon_zm_shotgun	-87.7342 883.4023 -830.4292	-0.379 9.588 83.863
weapon_zm_shotgun	981.3976 1037.4163 -830.6580	-0.376 -9.191 -84.258
weapon_zm_shotgun	-232.8968 697.8277 -1014.7341	-0.250 8.359 83.669
weapon_ttt_m16	-859.5472 1175.2058 -1020.8528	2.165 -8.351 84.167
weapon_ttt_m16	-933.4496 1175.8690 -1020.8493	2.128 -8.325 84.204
weapon_ttt_m16	-258.1005 705.1337 -843.6684	1.654 -9.126 85.282
weapon_ttt_m16	353.5039 981.8820 -875.1638	-23.004 -10.682 -90.459
weapon_ttt_m16	-229.7353 -438.9438 -1022.8408	2.037 -8.132 84.294
weapon_ttt_m16	742.3282 -233.9661 -1022.9265	1.686 5.866 84.732
weapon_ttt_m16	746.2359 -218.2331 -1022.8384	2.037 -7.606 84.327
weapon_ttt_m16	-364.3196 934.5884 -1150.8408	2.037 -8.129 84.294
weapon_ttt_m16	-364.1808 985.7833 -1150.8058	1.984 5.060 85.626
weapon_zm_molotov	985.8952 1014.0103 -827.1576	1.193 0.012 -0.922
weapon_zm_molotov	976.8869 1018.2042 -827.0887	2.384 -0.124 -2.435
weapon_zm_molotov	986.1835 1023.3086 -827.1538	2.363 -0.003 -2.223
weapon_zm_molotov	569.8441 958.7366 -875.4241	3.087 -0.128 -3.216
weapon_zm_molotov	575.7362 968.5378 -875.4862	0.343 0.002 -0.036
weapon_zm_molotov	563.8396 968.5026 -875.3910	2.151 -0.123 -2.233
weapon_zm_molotov	-1489.6998 380.7544 -984.2609	-0.011 -0.372 0.259
weapon_zm_molotov	-1480.3311 375.9669 -984.2649	-0.105 -1.005 0.846
weapon_zm_molotov	-1490.7534 371.0416 -984.2741	0.062 0.108 0.102
weapon_zm_molotov	-1492.2964 466.0377 -984.3082	-0.377 0.125 0.556
weapon_zm_molotov	-1484.3750 458.3927 -984.3345	-0.004 0.266 1.018
weapon_zm_molotov	-1493.4391 455.3080 -984.3622	-0.064 0.064 2.072
weapon_zm_molotov	-448.5996 -480.7301 -1019.4642	1.660 0.008 -1.525
weapon_zm_molotov	-436.9607 -489.2159 -1019.3899	2.118 -0.122 -2.200
weapon_zm_molotov	-430.4615 -495.7921 -1019.4092	2.641 -0.129 -2.742
weapon_zm_molotov	-417.8829 -503.8492 -1019.4669	1.180 0.012 -0.991
weapon_zm_molotov	-1428.2253 -174.8176 -1019.4769	0.542 0.007 -0.272
weapon_zm_molotov	-1439.0985 -174.2363 -1019.4008	2.421 -0.130 -2.515
weapon_zm_molotov	-1448.3838 -173.8693 -1019.3999	2.377 -0.129 -2.465
weapon_zm_molotov	-1463.7654 -172.4476 -1019.4725	0.721 0.010 -0.477
item_box_buckshot_ttt	-105.0119 -489.5977 -1023.5361	0.117 0.991 -0.141
item_box_buckshot_ttt	-112.5311 -486.9378 -1023.5251	-0.039 -0.194 0.490
item_box_buckshot_ttt	-119.8962 -487.6108 -1023.5311	0.375 -0.100 0.247
item_box_buckshot_ttt	-128.9765 -489.2087 -1023.5739	-0.682 -0.007 0.605
item_box_buckshot_ttt	-136.7950 -489.7829 -1023.6257	0.751 -0.022 -0.518
item_box_buckshot_ttt	-144.7024 -489.0774 -1023.5821	-0.747 -0.006 0.662
item_box_buckshot_ttt	-525.8753 -487.2289 -955.4266	0.016 0.049 -0.010
item_box_buckshot_ttt	-517.0565 -487.3984 -955.4374	0.590 0.004 -0.474
item_box_buckshot_ttt	-505.6863 -486.9800 -955.4070	0.682 -0.002 -0.478
item_box_buckshot_ttt	-1499.3549 46.6923 -981.9260	-0.716 -0.005 0.595
item_box_buckshot_ttt	-1513.7163 42.6900 -990.5835	-0.009 -0.116 0.123
item_box_buckshot_ttt	-1522.0145 40.0138 -990.5490	0.611 4.801 0.038
item_box_buckshot_ttt	-1413.7035 620.7776 -971.2571	0.797 0.009 0.685
item_box_buckshot_ttt	-1421.6631 622.1718 -971.2485	-0.993 -0.257 -0.980
item_box_buckshot_ttt	-1429.4834 622.6957 -971.2552	0.485 3.063 -0.189
item_box_buckshot_ttt	-79.6239 895.4496 -831.3320	-1.025 0.010 -0.843
item_box_buckshot_ttt	-87.3872 896.0295 -831.2639	0.724 -0.005 0.625
item_box_buckshot_ttt	-94.7949 896.4333 -831.2219	0.883 0.003 0.687
item_box_buckshot_ttt	1006.2938 1045.7878 -831.2802	-1.014 -0.002 0.820
item_box_buckshot_ttt	1009.5252 1027.2305 -831.2685	-0.837 -0.006 0.694
item_box_buckshot_ttt	1008.2451 1014.9547 -831.3105	0.359 0.004 -0.221
item_box_buckshot_ttt	-181.5338 696.6924 -1015.5734	-0.672 -0.006 0.599
item_box_buckshot_ttt	-182.8219 706.9352 -1015.5544	1.487 -0.577 -0.294
item_box_buckshot_ttt	-185.8864 716.8965 -1015.4993	-0.863 2.116 0.792
weapon_zm_sledge	-220.6837 497.8909 -854.8101	18.584 0.193 2.834
weapon_zm_sledge	404.5706 957.9336 -827.2646	18.524 0.205 2.868
weapon_zm_sledge	828.8198 96.9241 -890.0837	18.496 0.375 2.912
weapon_zm_sledge	233.4786 477.1619 -878.3886	19.394 1.244 2.453
weapon_zm_sledge	-876.7894 937.0423 -1015.6001	18.352 0.869 2.874
weapon_ttt_glock	755.8913 857.4661 -708.0536	-1.222 26.626 92.424
weapon_ttt_glock	748.7213 868.4919 -708.0536	-1.222 35.412 92.424
weapon_ttt_glock	-262.5819 667.0145 -879.5154	-1.222 126.709 92.424
weapon_ttt_glock	-1321.8087 424.0244 -988.5582	-1.222 -54.475 92.424
weapon_ttt_glock	-1318.2202 446.9954 -988.5512	-1.222 -54.475 92.424
weapon_ttt_glock	-1340.7588 -317.6291 -1023.4587	0.090 42.263 90.594
weapon_ttt_glock	-1339.4194 -302.5388 -1023.4348	-0.659 48.578 91.258
weapon_zm_mac10	-247.1668 494.5552 -857.9241	-0.022 -0.215 -88.730
weapon_zm_mac10	-1434.9567 956.4943 -968.3977	-0.019 -49.596 -88.254
weapon_zm_mac10	905.6137 1042.8790 -878.7991	-0.133 -10.239 -88.057
weapon_zm_mac10	860.7644 388.2563 -1014.7120	-0.095 -35.712 -88.725
weapon_zm_mac10	623.6035 567.4754 -966.4037	0.206 -32.758 -88.209
weapon_zm_mac10	-1462.5374 -300.4159 -1022.7159	-0.096 -35.710 -88.695
weapon_zm_mac10	-460.6603 -428.3653 -1022.7159	-0.096 -35.710 -88.695
weapon_zm_mac10	-213.9566 735.4065 -1014.7899	-0.498 -36.679 -88.564
item_ammo_357_ttt	-1322.8143 1073.0911 -969.3036	0.448 163.042 0.030
item_ammo_357_ttt	-1321.5127 1085.1714 -969.3036	0.448 -178.597 0.030
item_ammo_357_ttt	-1324.9232 1096.4861 -969.3036	0.448 -158.970 0.030
item_ammo_357_ttt	-1339.1387 1074.0769 -969.3036	0.448 157.298 0.030
item_ammo_357_ttt	-1338.2429 1086.6819 -969.3036	0.448 -179.977 0.030
item_ammo_357_ttt	-1342.4871 1097.6285 -969.3036	0.448 -150.325 0.030
item_ammo_357_ttt	825.0717 336.6272 -1015.6655	0.451 0.064 0.055
item_ammo_357_ttt	831.5469 334.9387 -1015.6183	0.376 0.998 0.098
item_ammo_357_ttt	837.8508 335.9514 -1015.6413	0.456 0.059 0.045
item_ammo_357_ttt	825.8560 351.2469 -1015.6913	0.353 0.089 0.146
item_ammo_357_ttt	832.4722 352.7789 -1015.6086	0.234 -0.098 0.036
item_ammo_357_ttt	839.4303 353.5057 -1015.6769	0.072 -0.124 0.036
item_ammo_357_ttt	913.6461 778.5056 -879.6009	0.457 0.009 0.017
item_ammo_357_ttt	907.4532 777.9875 -879.5635	0.843 0.101 -0.734
item_ammo_357_ttt	901.0224 776.8616 -879.6395	0.456 0.058 0.044
item_ammo_357_ttt	-361.6553 -403.6118 -973.1121	0.432 0.063 0.048
item_ammo_357_ttt	-353.2327 -405.8594 -973.0701	0.448 0.030 -0.111
item_ammo_357_ttt	-338.6584 -407.9091 -982.0131	0.525 0.054 0.025
item_ammo_357_ttt	-595.0978 1240.1505 -979.3553	0.432 0.064 0.048
item_ammo_357_ttt	-603.5245 1240.0305 -979.2720	0.779 -0.366 0.006
item_ammo_357_ttt	-609.7589 1239.4354 -979.2692	0.966 -0.376 -0.033
item_ammo_357_ttt	-26.2245 907.4752 -1151.5919	0.455 -1.252 -0.655
item_ammo_357_ttt	-14.5413 909.5589 -1151.6635	0.451 0.064 0.054
item_ammo_357_ttt	-16.8530 922.6746 -1151.6740	0.449 0.068 0.058
item_ammo_357_ttt	-25.5952 919.4605 -1151.6899	0.446 0.072 0.065
item_ammo_357_ttt	-35.7873 918.0060 -1151.6740	0.449 0.068 0.058
item_ammo_357_ttt	-39.3540 908.0943 -1151.5682	0.714 -0.282 -0.708
item_ammo_revolver_ttt	-1432.3478 553.1901 -971.3619	0.430 0.064 0.050
item_ammo_revolver_ttt	-1425.7095 551.6469 -971.2934	0.452 0.051 0.027
item_ammo_revolver_ttt	-1418.2028 550.2557 -971.3411	0.436 0.058 0.043
item_ammo_revolver_ttt	-1443.8844 564.5178 -971.3215	0.443 0.054 0.036
item_ammo_revolver_ttt	-1450.5027 565.4531 -971.2785	0.552 0.381 0.046
item_ammo_revolver_ttt	-1456.6964 563.9006 -971.3179	1.239 0.465 -0.015
item_ammo_revolver_ttt	-115.2421 502.6545 -879.6077	1.062 71.140 -0.099
item_ammo_revolver_ttt	-126.8469 508.0151 -879.6266	0.331 55.384 0.342
item_ammo_revolver_ttt	-138.8289 514.0698 -879.5353	0.367 32.585 0.000
item_ammo_revolver_ttt	-159.6212 520.0693 -879.6245	0.306 107.442 -0.045
item_ammo_revolver_ttt	-170.8670 518.2036 -879.5541	-0.003 91.447 0.000
item_ammo_revolver_ttt	-182.2469 519.6720 -879.6038	1.439 88.153 0.120
item_ammo_revolver_ttt	-985.3665 1099.8560 -1011.5840	1.336 -151.696 -0.157
item_ammo_revolver_ttt	-978.2852 1095.6288 -1008.6492	89.858 -73.024 -64.189
item_ammo_revolver_ttt	-978.1896 1094.6570 -1004.8677	-43.624 4.687 -9.456
item_ammo_revolver_ttt	856.8583 1086.6356 -848.4797	0.465 0.025 0.098
item_ammo_revolver_ttt	849.6053 1087.0822 -848.4805	0.465 0.041 0.098
item_ammo_revolver_ttt	842.3149 1085.7578 -848.4843	0.465 0.051 0.098
item_ammo_revolver_ttt	916.1055 1073.5256 -848.4905	0.470 0.016 0.077
item_ammo_revolver_ttt	908.4305 1074.2466 -848.5010	0.488 1.348 -0.018
item_ammo_revolver_ttt	901.7626 1074.2626 -848.6193	0.565 -0.072 0.148
item_ammo_revolver_ttt	-494.1321 -385.5581 -1023.6085	0.462 0.055 0.032
item_ammo_revolver_ttt	-501.3080 -386.9340 -1023.6718	0.450 0.068 0.057
item_ammo_revolver_ttt	-507.6147 -387.3140 -1023.6675	0.450 0.064 0.055
item_ammo_revolver_ttt	-184.4332 -464.2440 -1023.6696	0.450 0.068 0.056
item_ammo_revolver_ttt	-193.7355 -464.5864 -1023.6614	0.452 0.064 0.053
item_ammo_revolver_ttt	-201.3893 -464.6091 -1023.6614	0.452 0.064 0.053
item_ammo_revolver_ttt	717.8578 -237.0897 -1023.5975	0.464 0.054 0.027
item_ammo_revolver_ttt	716.8804 -226.6066 -1023.5489	1.013 -0.179 -0.649
item_ammo_revolver_ttt	716.7938 -214.1199 -1023.6447	0.455 0.059 0.046
item_ammo_revolver_ttt	742.4575 -186.3928 -1023.5731	0.520 4.899 0.044
item_ammo_revolver_ttt	736.0226 -187.4821 -1023.6301	0.707 0.892 0.009
item_ammo_revolver_ttt	728.7156 -190.0261 -1023.6061	0.463 0.055 0.031
item_ammo_revolver_ttt	820.9171 415.5692 -1015.6500	0.454 0.061 0.048
item_ammo_revolver_ttt	827.7889 416.3387 -1015.6242	0.459 0.056 0.038
item_ammo_revolver_ttt	834.8748 416.9312 -1015.6718	0.449 0.068 0.057
item_ammo_revolver_ttt	-388.8564 946.0291 -1151.5690	0.472 0.422 0.016
item_ammo_revolver_ttt	-394.4398 955.1456 -1151.5745	-0.404 0.133 0.000
item_ammo_revolver_ttt	-404.7988 960.1953 -1146.3607	-44.098 177.595 180.000
item_ammo_revolver_ttt	253.1742 1012.0054 -1147.6718	0.450 0.068 0.057
item_ammo_revolver_ttt	255.2819 1024.6346 -1147.6760	0.449 0.068 0.059
item_ammo_revolver_ttt	261.4196 1026.1556 -1147.5919	0.723 -0.112 -0.414
ttt_playerspawn	547.6719 249.9125 -1015.6115	0.045 0.000 0.045
ttt_playerspawn	547.1489 316.6529 -1015.5619	-0.025 -0.000 0.025
ttt_playerspawn	984.6890 479.5833 -1015.6271	-0.058 179.999 -0.028
ttt_playerspawn	982.0890 284.2795 -1015.5502	-0.080 -180.000 -0.079
ttt_playerspawn	982.5865 351.1801 -1015.5002	-0.000 178.808 -0.000
ttt_playerspawn	981.5194 415.0654 -1015.5136	-0.014 180.000 -0.029
ttt_playerspawn	984.4205 543.7692 -1015.5723	-0.229 179.757 0.100
ttt_playerspawn	953.1453 924.8934 -879.5391	-0.300 180.000 0.176
ttt_playerspawn	940.8758 1004.8348 -879.5320	0.048 -179.999 0.053
ttt_playerspawn	700.0837 912.0163 -879.5997	0.070 90.000 0.088
ttt_playerspawn	878.9622 911.9624 -879.5494	0.078 90.000 0.079
ttt_playerspawn	294.1196 923.7747 -879.5687	0.056 90.001 0.056
ttt_playerspawn	207.5490 930.8610 -879.5150	0.030 90.000 -0.017
ttt_playerspawn	-1501.8962 512.6113 -1019.5787	-0.032 -0.000 0.032
ttt_playerspawn	-1501.7197 576.1818 -1019.5972	-0.039 -0.000 0.039
ttt_playerspawn	-1499.9038 639.1566 -1019.5861	-0.035 -0.000 0.035
ttt_playerspawn	-1498.1443 705.0734 -1019.5787	-0.032 -0.000 0.032
ttt_playerspawn	-1211.4276 1219.6332 -1027.5721	-0.114 -90.000 -0.115
ttt_playerspawn	-1153.6671 1219.4113 -1027.5564	-0.045 -90.010 0.004
ttt_playerspawn	-1089.3789 1224.7180 -1027.6215	-0.097 -90.012 0.009
ttt_playerspawn	-278.7056 660.2531 -1015.6371	-0.110 86.494 0.010
ttt_playerspawn	-353.1175 664.8854 -1015.6044	-0.084 76.870 0.008
ttt_playerspawn	-422.9706 717.0573 -1015.6371	-0.110 28.090 0.010
ttt_playerspawn	-427.7150 792.7751 -1015.6351	-0.108 -9.700 0.010
ttt_playerspawn	412.2114 903.6885 -1015.6271	-0.102 90.948 0.009
ttt_playerspawn	352.0373 902.9464 -1015.6197	-0.096 88.865 0.009
ttt_playerspawn	609.3683 701.5567 -1015.5537	0.102 -2.178 0.068
ttt_playerspawn	937.3267 689.3094 -1015.6197	-0.096 179.090 0.009
ttt_playerspawn	-44.7498 790.0322 -1151.6455	-0.117 84.779 0.011
ttt_playerspawn	-100.3226 837.1156 -1151.6179	-0.092 40.350 0.022
ttt_playerspawn	-453.4070 833.6915 -1151.6450	-0.109 85.850 0.027
ttt_playerspawn	-379.9252 830.5662 -1151.5002	-0.003 85.361 0.003
ttt_playerspawn	590.7121 -240.7838 -1023.6143	-0.092 1.851 0.009
ttt_playerspawn	596.8376 -309.5128 -1023.6251	-0.101 27.251 0.009
ttt_playerspawn	777.6111 -437.9366 -1023.6252	-0.100 89.653 0.009
ttt_playerspawn	887.1831 -435.0522 -1023.6126	-0.090 90.161 0.008
ttt_playerspawn	-1498.2230 -386.1122 -1023.6433	-0.115 50.001 0.011
ttt_playerspawn	-1423.3854 -432.3665 -1023.5925	-0.074 87.515 0.007
ttt_playerspawn	-1952.0293 -250.9444 -1023.5537	0.102 -1.614 0.068
ttt_playerspawn	-1951.8486 -175.9447 -1023.5537	0.102 -1.614 0.068
ttt_playerspawn	-1951.6769 -104.6950 -1023.5537	0.102 -1.614 0.068
ttt_playerspawn	-465.2773 -354.7276 -1023.6110	-0.087 -92.399 0.021
ttt_playerspawn	-513.7321 -350.7009 -1023.6409	-0.114 -91.427 0.010
ttt_playerspawn	-663.0200 -542.3177 -1023.6061	-0.083 83.041 0.020
ttt_playerspawn	-725.9624 -486.4616 -1023.6393	-0.109 27.953 0.026
ttt_playerspawn	-77.2483 -412.6714 -1023.6369	-0.110 -163.542 0.010
ttt_playerspawn	-159.5250 -356.2112 -1023.6367	-0.111 -109.334 0.010
ttt_playerspawn	-66.2748 -826.2014 -1023.6434	-0.115 125.723 0.011
ttt_playerspawn	-176.6679 -823.2621 -1023.6214	-0.095 58.000 0.012
ttt_playerspawn	-453.4595 402.1586 -879.5537	0.102 -1.782 0.068
ttt_playerspawn	-452.8985 507.1569 -879.5537	0.102 -1.782 0.068
ttt_playerspawn	-451.7637 608.8628 -879.5537	0.102 -2.008 0.068
ttt_playerspawn	-450.8734 704.8577 -879.5537	0.102 -2.008 0.068
ttt_playerspawn	-200.3023 292.6143 -879.6179	-0.094 88.416 0.009
ttt_playerspawn	-273.1859 291.9316 -879.6500	-0.120 88.356 0.011
ttt_playerspawn	-358.6863 292.1501 -879.6193	-0.097 88.360 0.009
ttt_playerspawn	-58.3147 375.8441 -879.6229	-0.100 177.854 0.009
ttt_playerspawn	-48.8614 496.6679 -879.6476	-0.119 179.090 0.011
ttt_playerspawn	-41.1696 615.2053 -878.5167	-3.332 178.759 0.095
ttt_playerspawn	-45.5737 715.4981 -877.6221	-0.038 178.747 -0.035
weapon_zm_rifle	-1334.7192 1102.0485 -968.3235	3.285 13.831 65.118
weapon_zm_rifle	-1334.8157 1115.3257 -968.3209	3.299 10.943 65.341
weapon_zm_rifle	855.0438 320.8053 -1014.7277	0.171 177.193 -89.220
weapon_zm_rifle	852.9251 329.7800 -1010.6081	-9.780 179.160 -140.536
weapon_zm_rifle	880.4244 785.3987 -878.6155	3.263 17.601 67.167
weapon_zm_rifle	-359.3338 -385.9921 -981.0028	3.844 0.376 64.903
