# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: cs_havana
# Exported by: [CM:MOD] SilentK
setting:	replacespawns 1
item_ammo_smg1_ttt	-334.145996 815.506592 20.406601	0.212 -0.005 0.130
item_ammo_smg1_ttt	-453.635193 1953.821289 20.396700	0.140 -0.006 0.081
item_ammo_smg1_ttt	901.552307 791.174683 16.426500	0.596 -0.003 0.388
item_ammo_smg1_ttt	125.753799 -500.808685 32.426498	0.596 -0.003 0.388
item_ammo_smg1_ttt	-222.103195 299.595703 16.477501	0.503 -0.001 0.218
item_ammo_smg1_ttt	-348.753296 1212.918701 248.559570	-0.192 -1.561 0.111
item_ammo_smg1_ttt	-336.627655 1226.234131 248.578613	0.431 1.617 -0.168
item_ammo_smg1_ttt	-351.324341 1240.516968 254.044022	-88.868 -35.201 12.561
item_ammo_smg1_ttt	981.308228 962.154785 256.443726	0.004 0.258 -0.043
item_ammo_smg1_ttt	969.477051 943.175049 256.507874	-0.701 0.030 -0.162
weapon_ttt_m16	-940.399719 404.968292 17.176901	2.230 -8.225 84.436
weapon_ttt_m16	231.547806 -178.213394 36.935001	-20.838 -5.249 -76.929
weapon_ttt_m16	932.876221 655.570923 257.123596	2.000 -5.497 84.805
weapon_ttt_m16	6.598300 1106.853271 249.148804	2.149 -8.341 84.180
weapon_ttt_m16	1252.029907 367.438293 39.475700	0.374 7.881 -80.254
weapon_ttt_m16	1322.207764 -46.424927 72.770416	1.710 -12.279 83.308
ttt_playerspawn	1207.501465 1564.505249 16.562988	0.013 0.000 -0.013
ttt_playerspawn	1531.325684 261.017303 0.469524	0.048 -0.000 -0.048
ttt_playerspawn	926.402588 826.145447 16.516764	0.032 0.000 -0.032
ttt_playerspawn	63.080463 1767.204224 24.576828	-0.005 0.062 0.127
ttt_playerspawn	579.990356 2081.459961 240.511398	-0.036 0.000 -0.035
ttt_playerspawn	198.086655 1371.951782 248.452957	-0.013 0.000 -0.013
ttt_playerspawn	-749.339233 1985.171631 240.487625	-0.038 0.000 -0.017
ttt_playerspawn	-517.425598 1574.712036 256.490082	0.041 0.000 -0.041
ttt_playerspawn	-190.746948 893.269714 248.563889	0.117 0.051 -0.003
ttt_playerspawn	-346.319336 -32.125347 256.512756	0.010 0.000 -0.010
ttt_playerspawn	491.899414 62.336536 240.474731	0.048 0.000 -0.045
ttt_playerspawn	859.941284 593.817261 256.443359	0.017 -0.000 -0.017
ttt_playerspawn	561.205994 64.894035 20.521631	0.028 -0.000 -0.028
ttt_playerspawn	203.607132 423.567505 20.533110	0.025 0.000 -0.025
ttt_playerspawn	-238.138184 868.193115 20.499645	0.038 0.000 -0.038
ttt_playerspawn	335.030304 965.239319 32.515095	0.033 -0.000 -0.033
ttt_playerspawn	-584.721741 1677.754272 16.518152	0.004 0.356 -0.165
ttt_playerspawn	194.815292 931.157959 248.482941	-0.011 -0.000 0.011
ttt_playerspawn	785.429077 1117.965454 256.469116	0.047 -0.000 -0.047
ttt_playerspawn	784.497070 1783.730347 256.465668	0.017 -0.000 -0.017
ttt_playerspawn	-345.426453 172.294937 16.528036	-0.080 0.000 -0.127
ttt_playerspawn	61.599819 -477.439514 32.578308	0.070 0.061 -0.002
ttt_playerspawn	53.423798 -1065.185425 16.525667	-0.029 0.000 0.029
ttt_playerspawn	699.671387 -378.748108 32.558414	0.003 -63.177 0.135
ttt_playerspawn	-283.605469 2065.310547 224.544937	-0.015 -0.000 -0.044
ttt_playerspawn	-213.662186 -117.599960 16.492428	-0.036 0.000 -0.036
ttt_playerspawn	-898.815979 -130.213181 16.495211	0.149 89.915 0.007
ttt_playerspawn	-816.487122 88.525764 16.534388	-0.017 179.999 -0.017
ttt_playerspawn	-367.326721 1807.418457 23.773443	-3.748 -132.162 0.137
ttt_playerspawn	-124.335182 1666.016602 16.470419	0.040 0.000 -0.040
item_box_buckshot_ttt	429.451202 612.198425 20.402000	-0.870 -0.012 0.773
item_box_buckshot_ttt	438.744598 614.013123 20.409100	-1.004 -0.003 0.803
item_box_buckshot_ttt	449.004700 613.760925 20.398399	-0.922 -0.009 0.818
item_box_buckshot_ttt	-84.817299 -422.784698 32.449501	-0.497 -0.007 0.441
item_box_buckshot_ttt	-75.293198 -423.493591 32.406300	-0.831 -0.003 0.741
item_box_buckshot_ttt	-66.577904 -422.211304 32.432301	-0.632 -0.007 0.561
item_box_buckshot_ttt	154.713806 2184.895508 16.389900	-0.996 0.017 0.882
item_box_buckshot_ttt	164.902496 2186.085449 16.391800	-0.981 0.004 0.869
item_box_buckshot_ttt	175.640396 2183.943848 16.403000	-0.856 -0.010 0.763
item_box_buckshot_ttt	370.388245 1291.743042 282.189270	0.018 2.532 -0.315
item_box_buckshot_ttt	379.371948 1291.339233 282.190247	-0.026 -6.275 -0.319
item_box_buckshot_ttt	391.184357 1293.894409 282.174530	0.010 0.014 -0.316
item_box_buckshot_ttt	-214.286896 609.876282 240.408798	-0.805 -0.005 0.719
item_box_buckshot_ttt	-223.615799 609.474121 240.384201	-0.780 -0.006 0.717
item_box_buckshot_ttt	-233.829102 609.770020 240.386597	-1.006 -0.011 0.896
item_box_buckshot_ttt	-781.606995 8.296300 16.380400	-0.056 0.002 0.133
item_box_buckshot_ttt	-1014.410583 983.103821 16.427000	-0.673 -0.006 0.598
item_box_buckshot_ttt	-399.600311 1546.738037 16.432400	-0.663 -0.004 0.527
item_box_buckshot_ttt	331.640198 1562.551270 19.268000	0.061 -0.212 1.535
item_box_buckshot_ttt	655.317688 1073.145020 248.377106	0.470 0.018 -0.292
item_box_buckshot_ttt	-498.547913 1483.272583 256.405701	-0.843 -0.008 0.748
item_box_buckshot_ttt	244.550995 1337.097046 248.375900	0.662 -0.000 -0.447
item_box_buckshot_ttt	892.244202 1360.688477 16.409901	-1.023 -0.006 0.799
item_box_buckshot_ttt	874.004211 1521.772705 16.381500	-0.244 0.000 0.285
item_box_buckshot_ttt	-625.072571 1422.318237 16.392500	-0.963 -0.003 0.857
item_box_buckshot_ttt	1468.239624 1451.553955 17.431463	-0.136 1.897 -11.796
item_box_buckshot_ttt	1460.577759 1451.693481 17.304428	-0.165 4.356 -10.509
item_box_buckshot_ttt	1452.545166 1452.227783 16.388294	0.572 1.852 -0.070
item_ammo_357_ttt	-153.617004 734.767517 224.351807	0.454 0.060 0.047
item_ammo_357_ttt	-158.273300 761.644592 224.336594	0.451 0.065 0.053
item_ammo_357_ttt	-155.484695 751.217224 224.444901	1.385 -0.463 -1.003
item_ammo_357_ttt	610.161072 -320.713989 72.243401	0.590 0.162 -0.033
item_ammo_357_ttt	611.814880 -335.037415 72.371696	0.545 -3.434 0.022
item_ammo_357_ttt	612.026306 -348.277710 72.371696	0.613 3.832 -0.065
item_ammo_357_ttt	-1078.710449 359.633301 42.790501	-0.995 0.077 0.225
item_ammo_357_ttt	-1090.479370 363.036804 42.574299	-1.592 -0.310 0.266
item_ammo_357_ttt	-1100.840698 368.248901 42.309601	-1.432 -2.101 0.074
item_ammo_357_ttt	-36.902199 1098.045532 288.945404	0.134 2.740 -0.125
item_ammo_357_ttt	-35.498699 1085.198242 288.942200	0.092 1.274 0.005
item_ammo_357_ttt	-35.613800 1070.509888 288.936493	-0.075 -0.231 0.046
item_ammo_357_ttt	324.662811 1745.004639 37.705399	6.098 -0.060 -0.013
item_ammo_357_ttt	325.927704 1732.677734 37.645401	5.627 -0.478 0.354
item_ammo_357_ttt	329.396301 1719.398804 37.260300	6.091 -0.062 -0.012
item_ammo_357_ttt	1041.135864 39.238201 16.319401	0.448 0.073 0.060
item_ammo_357_ttt	1020.461182 65.269897 16.346300	0.453 0.062 0.049
item_ammo_357_ttt	466.909485 1169.899658 20.371500	0.458 0.057 0.039
item_ammo_357_ttt	454.993103 1165.304199 20.338600	0.452 0.065 0.053
item_ammo_357_ttt	521.732727 1071.478516 248.340607	0.452 0.065 0.052
item_ammo_357_ttt	-353.657715 953.403992 248.357101	0.456 0.062 0.045
item_ammo_357_ttt	582.258728 -106.744904 256.336609	0.452 0.066 0.053
item_ammo_357_ttt	544.163391 802.907593 248.372894	0.459 0.057 0.039
item_ammo_357_ttt	-344.274506 1148.958496 248.334595	0.452 0.066 0.053
item_ammo_357_ttt	623.645813 2180.078857 240.332397	0.450 0.063 0.056
item_ammo_357_ttt	425.404327 1266.631958 283.467651	0.503 -0.436 16.745
item_ammo_357_ttt	437.091705 1266.785156 283.674500	0.379 -1.601 20.000
item_ammo_357_ttt	444.503693 1265.088135 283.358398	1.181 0.607 15.403
item_ammo_357_ttt	446.452881 1157.959351 20.461386	1.458 -0.344 -0.823
item_ammo_revolver_ttt	-48.881199 -756.242126 0.340600	0.452 0.065 0.052
item_ammo_revolver_ttt	-41.458401 -757.523193 0.340600	0.452 -1.695 0.052
item_ammo_revolver_ttt	-56.637798 -756.355530 0.340600	0.452 -1.695 0.052
item_ammo_revolver_ttt	559.511902 -109.580299 32.340599	0.452 -89.036 0.052
item_ammo_revolver_ttt	558.926270 -115.995796 32.340599	0.452 -88.596 0.052
item_ammo_revolver_ttt	558.320923 -123.471298 32.340599	0.452 -88.596 0.052
item_ammo_revolver_ttt	728.503418 329.405914 20.340599	0.452 -85.296 0.052
item_ammo_revolver_ttt	728.342407 322.378815 20.340599	0.452 -85.516 0.052
item_ammo_revolver_ttt	728.922607 314.295990 20.340599	0.452 -85.956 0.052
item_ammo_revolver_ttt	-308.398193 1082.437256 20.340599	0.452 1.904 0.052
item_ammo_revolver_ttt	-301.669586 1081.899414 20.340599	0.452 1.904 0.052
item_ammo_revolver_ttt	-293.717194 1080.820801 20.340599	0.452 2.124 0.052
item_ammo_revolver_ttt	416.410889 1521.321045 16.340599	0.452 6.084 0.052
item_ammo_revolver_ttt	423.656006 1521.317627 16.340599	0.452 6.304 0.052
item_ammo_revolver_ttt	432.656006 1521.360107 16.340599	0.452 6.304 0.052
item_ammo_revolver_ttt	-144.623993 2052.012451 16.340599	0.452 90.784 0.052
item_ammo_revolver_ttt	-143.975296 2058.978027 16.340599	0.452 91.224 0.052
item_ammo_revolver_ttt	-144.311707 2066.515869 16.340599	0.452 91.884 0.052
item_ammo_revolver_ttt	139.798294 2083.796387 224.340607	0.452 94.744 0.052
item_ammo_revolver_ttt	140.051498 2091.452881 224.340607	0.452 93.204 0.052
item_ammo_revolver_ttt	140.412292 2098.393799 224.340607	0.452 92.324 0.052
item_ammo_revolver_ttt	886.018188 1378.403687 256.340607	0.452 1.104 0.052
item_ammo_revolver_ttt	894.882813 1377.907837 256.340607	0.452 1.324 0.052
item_ammo_revolver_ttt	903.104614 1377.229736 256.340607	0.452 1.324 0.052
item_ammo_revolver_ttt	-119.180000 234.167099 230.783096	0.452 99.664 0.052
item_ammo_revolver_ttt	-113.901703 241.628494 233.666794	0.452 95.484 0.052
item_ammo_revolver_ttt	-118.140602 248.325607 231.438507	0.452 91.744 0.052
item_ammo_revolver_ttt	-338.583893 578.084595 240.340607	0.452 93.284 0.052
item_ammo_revolver_ttt	-339.470001 584.586121 240.340607	0.452 94.604 0.052
item_ammo_revolver_ttt	-338.126099 592.725220 240.340607	0.452 93.724 0.052
item_ammo_revolver_ttt	-357.582397 1409.173584 248.340607	0.452 94.604 0.052
item_ammo_revolver_ttt	-355.401306 1401.811401 248.340607	0.452 93.064 0.052
item_ammo_revolver_ttt	-355.240295 1394.863403 248.340607	0.452 94.604 0.052
item_ammo_revolver_ttt	863.089417 1571.357300 16.340599	0.452 93.064 0.052
item_ammo_revolver_ttt	863.534973 1577.962524 16.340599	0.452 91.524 0.052
item_ammo_revolver_ttt	864.007202 1583.943970 16.340599	0.452 91.524 0.052
item_ammo_revolver_ttt	-554.987671 434.088196 16.342501	0.453 0.062 0.051
item_ammo_revolver_ttt	655.674011 -339.407196 32.353600	0.455 0.060 0.047
item_ammo_revolver_ttt	58.643700 -78.518501 32.344398	0.452 0.061 0.051
item_ammo_revolver_ttt	610.260010 -45.305698 32.336498	0.451 0.063 0.054
item_ammo_revolver_ttt	204.195450 809.652100 282.188843	0.473 -0.042 0.282
item_ammo_revolver_ttt	332.828186 1340.080933 248.328293	0.450 0.070 0.056
item_ammo_revolver_ttt	-232.376495 1629.812866 256.307587	0.446 0.080 0.065
item_ammo_revolver_ttt	750.076477 1890.728638 256.328308	0.450 0.070 0.056
item_ammo_revolver_ttt	252.028503 1120.188354 32.351799	0.454 0.060 0.047
item_ammo_revolver_ttt	-669.691711 1687.566284 240.336502	0.451 0.063 0.054
item_ammo_revolver_ttt	223.229019 806.182373 282.172699	0.479 0.028 0.278
item_ammo_revolver_ttt	214.523895 807.534668 282.176727	0.484 0.028 0.277
ttt_random_ammo	-354.343109 1170.632202 248.371002	0.097 0.000 0.054
ttt_random_ammo	-351.214691 793.642090 248.393799	1.060 -0.014 -1.236
ttt_random_ammo	-358.881805 805.426819 248.335297	0.046 -0.000 0.026
ttt_random_ammo	534.525208 1678.229004 256.322693	0.046 0.000 -0.033
ttt_random_ammo	30.685938 329.412506 231.570633	0.564 -0.975 -0.026
ttt_random_ammo	480.268585 636.426819 304.718506	-65.622 -30.052 168.838
ttt_random_ammo	1116.327637 48.913105 16.380989	0.191 0.001 0.173
ttt_random_ammo	1114.790405 61.959419 16.367308	0.084 0.000 0.035
ttt_random_ammo	1117.833984 67.455757 16.425327	1.443 -0.033 -1.746
ttt_random_ammo	70.801010 -119.280853 256.482666	1.676 -0.088 2.032
ttt_random_ammo	892.916748 150.380280 240.486237	1.188 -4.256 1.439
ttt_random_ammo	893.299622 205.778427 240.461777	-0.626 1.448 -0.674
weapon_zm_rifle	-168.985504 757.500671 227.205505	4.294 -80.124 88.988
weapon_zm_rifle	606.426819 -347.204315 73.289902	6.341 93.697 2.702
weapon_zm_rifle	-1108.028931 363.097107 46.430000	-1.026 -21.200 124.098
weapon_zm_rifle	-53.487499 1070.132324 289.519806	0.352 85.986 -88.619
weapon_zm_rifle	324.737000 1703.262329 38.716000	1.948 -104.002 61.059
weapon_zm_rifle	444.207977 1181.957275 23.319761	1.193 -7.514 -82.991
weapon_zm_mac10	-40.438099 2179.414307 17.249300	-0.506 -35.942 -88.644
weapon_zm_mac10	-228.903397 1416.083618 249.225098	-0.508 16.785 -88.604
weapon_zm_mac10	894.830078 1897.706177 257.222412	-0.017 -26.157 -88.164
weapon_zm_mac10	946.072693 1254.204834 17.264700	-0.318 10.313 -88.515
weapon_zm_mac10	-395.291290 863.597717 16.892401	-0.380 -50.609 87.565
weapon_zm_mac10	973.307800 980.548401 257.280701	-0.035 -37.571 -88.364
item_ammo_pistol_ttt	-950.567688 420.781586 16.399700	-0.086 -0.020 -0.026
item_ammo_pistol_ttt	-940.336914 420.666107 16.385300	-0.099 -0.020 -0.030
item_ammo_pistol_ttt	-932.205078 421.423187 16.317600	-0.158 -0.017 -0.048
item_ammo_pistol_ttt	252.506393 -164.395798 32.488098	0.082 -0.891 -0.002
item_ammo_pistol_ttt	255.490997 -187.523300 32.485298	0.125 1.446 0.008
item_ammo_pistol_ttt	254.781494 -210.743805 32.378300	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	981.795715 671.825317 256.335785	-0.142 -0.019 -0.043
item_ammo_pistol_ttt	970.169922 671.364014 256.430908	-0.059 -0.020 -0.018
item_ammo_pistol_ttt	960.952576 672.018616 256.352112	-0.128 -0.019 -0.039
item_ammo_pistol_ttt	-8.185000 1120.143555 248.376404	-0.107 -0.019 -0.032
item_ammo_pistol_ttt	-0.377100 1120.748657 248.358597	-0.122 -0.019 -0.037
item_ammo_pistol_ttt	9.258600 1120.648193 248.345306	-0.134 -0.019 -0.041
item_ammo_pistol_ttt	1293.945679 370.186707 38.869301	-1.304 -0.059 4.577
item_ammo_pistol_ttt	1287.701294 371.057312 38.774399	-1.319 -0.063 4.572
item_ammo_pistol_ttt	1280.207642 362.112915 37.841900	-1.260 -0.046 4.593
item_ammo_pistol_ttt	-164.096695 1357.503906 16.381800	-0.102 -0.020 -0.031
item_ammo_pistol_ttt	-171.557297 1357.022583 16.325600	-0.151 -0.018 -0.046
item_ammo_pistol_ttt	-178.903305 1355.993164 16.366800	-0.115 -0.019 -0.035
item_ammo_pistol_ttt	332.094299 2065.136230 16.366800	-0.115 92.240 -0.035
item_ammo_pistol_ttt	329.525299 2075.458496 16.366800	-0.115 89.160 -0.035
item_ammo_pistol_ttt	331.750885 2084.824463 16.366800	-0.115 94.660 -0.035
item_ammo_pistol_ttt	-517.804626 1379.323975 16.366800	-0.115 -3.100 -0.035
item_ammo_pistol_ttt	-504.006012 1379.054810 16.366800	-0.115 -7.720 -0.035
item_ammo_pistol_ttt	-493.530609 1379.713013 16.366800	-0.115 8.560 -0.035
item_ammo_pistol_ttt	-852.164673 961.302795 16.366800	-0.115 -66.680 -0.035
item_ammo_pistol_ttt	-854.141907 968.836792 16.366800	-0.115 -66.900 -0.035
item_ammo_pistol_ttt	-858.801880 975.913086 16.366800	-0.115 -68.220 -0.035
item_ammo_pistol_ttt	-1245.408325 413.971588 0.366800	-0.115 96.120 -0.035
item_ammo_pistol_ttt	-1244.461304 406.240814 0.366800	-0.115 93.260 -0.035
item_ammo_pistol_ttt	-1244.371948 397.241089 0.366800	-0.115 93.260 -0.035
item_ammo_pistol_ttt	-52.356602 -182.760803 32.366798	-0.115 -179.399 -0.035
item_ammo_pistol_ttt	-45.589001 -182.393997 32.366798	-0.115 -179.399 -0.035
item_ammo_pistol_ttt	-37.521099 -181.557007 32.366798	-0.115 -178.959 -0.035
item_ammo_pistol_ttt	262.783508 274.187714 16.366800	-0.115 -80.179 -0.035
item_ammo_pistol_ttt	263.653992 281.726288 16.366800	-0.115 -81.059 -0.035
item_ammo_pistol_ttt	263.148712 288.820496 16.366800	-0.115 -83.699 -0.035
item_ammo_pistol_ttt	632.127319 667.624084 256.366791	-0.115 -52.819 -0.035
item_ammo_pistol_ttt	627.031128 675.042114 256.366791	-0.115 -52.819 -0.035
item_ammo_pistol_ttt	621.934875 682.460022 256.366791	-0.115 -52.819 -0.035
item_ammo_pistol_ttt	-260.984802 911.437073 248.366806	-0.115 88.060 -0.035
item_ammo_pistol_ttt	-261.579102 904.512085 248.366806	-0.115 88.940 -0.035
item_ammo_pistol_ttt	-262.240814 896.427979 248.366806	-0.115 89.160 -0.035
item_ammo_pistol_ttt	-765.536804 1870.693115 240.366806	-0.115 -162.160 -0.035
item_ammo_pistol_ttt	-757.066223 1872.975830 240.366806	-0.115 -162.600 -0.035
item_ammo_pistol_ttt	-747.635986 1875.451416 240.366806	-0.115 -162.600 -0.035
item_ammo_pistol_ttt	1266.441772 798.777222 0.366800	-0.115 -87.720 -0.035
item_ammo_pistol_ttt	1266.506226 807.777222 0.366800	-0.115 -87.720 -0.035
item_ammo_pistol_ttt	1266.570679 816.777222 0.366800	-0.115 -87.720 -0.035
item_ammo_pistol_ttt	-270.928101 -379.496796 16.366800	-0.115 -157.540 -0.035
item_ammo_pistol_ttt	-262.458496 -376.452911 16.366800	-0.115 -157.540 -0.035
item_ammo_pistol_ttt	-253.283203 -373.155212 16.366800	-0.115 -157.540 -0.035
item_ammo_pistol_ttt	525.090271 1697.329956 256.345306	-0.134 -0.019 -0.041
item_ammo_pistol_ttt	-330.723694 -129.664902 256.395111	-0.090 -0.020 -0.027
item_ammo_pistol_ttt	-352.867188 1298.999756 248.416199	-0.072 -0.020 -0.022
item_ammo_pistol_ttt	-806.033020 1489.357910 256.395111	-0.091 -0.020 -0.027
item_ammo_pistol_ttt	52.291485 799.275024 32.469906	0.301 -0.087 0.090
item_ammo_pistol_ttt	1269.856323 1623.585205 16.406900	-0.080 -0.020 -0.024
item_ammo_pistol_ttt	1522.853882 33.782436 16.461376	0.079 0.120 -0.012
item_ammo_pistol_ttt	9.072400 945.692993 20.417400	-0.071 -0.020 -0.022
item_ammo_pistol_ttt	-909.499084 1137.123535 16.340599	-0.138 -0.019 -0.042
item_ammo_pistol_ttt	-802.106873 -156.886703 16.330799	-0.147 -0.018 -0.044
item_ammo_pistol_ttt	52.426716 799.517761 44.028618	0.299 0.758 0.169
item_ammo_pistol_ttt	51.776680 802.907776 55.585178	0.677 -0.127 0.295
item_ammo_pistol_ttt	664.482971 1364.676025 34.232647	8.316 0.784 -8.731
item_ammo_pistol_ttt	661.171021 1345.529663 35.249668	-89.939 -176.386 -179.989
item_ammo_pistol_ttt	683.216187 1363.820435 32.352108	-0.128 -0.019 -0.039
item_ammo_pistol_ttt	1411.049683 -290.836060 69.766319	0.041 -0.368 0.155
item_ammo_pistol_ttt	1411.939453 -309.441040 69.717346	-1.423 -0.177 -0.031
item_ammo_pistol_ttt	1336.254150 -47.828049 73.962914	4.880 -0.291 -11.705
item_ammo_pistol_ttt	1358.938721 -49.481018 71.903259	0.077 -0.022 0.015
item_ammo_pistol_ttt	1294.357544 519.161987 39.668987	83.889 -84.129 -89.598
item_ammo_pistol_ttt	1304.072510 499.694519 38.880928	3.359 0.910 -4.658
item_ammo_pistol_ttt	1514.974976 30.931002 16.330750	-0.147 -0.018 -0.044
item_ammo_pistol_ttt	743.878479 486.524902 21.611618	3.615 7.607 6.745
item_ammo_pistol_ttt	729.750610 467.609161 23.285284	-89.277 -48.922 144.922
item_ammo_pistol_ttt	532.963379 1391.342896 251.350464	89.220 -179.304 -179.315
item_ammo_pistol_ttt	556.410400 1386.044067 251.210693	89.910 -136.793 -135.708
weapon_ttt_explosivegrenade	7.794769 361.225708 236.224686	-0.988 2.702 5.392
weapon_ttt_explosivegrenade	355.550232 141.587906 228.805359	-0.024 0.000 -0.011
weapon_ttt_explosivegrenade	972.437927 1559.548462 343.450317	-0.002 0.000 -0.001
weapon_ttt_explosivegrenade	1515.422852 -328.962646 97.438965	-2.118 3.653 -3.031
weapon_ttt_explosivegrenade	818.464050 -92.373047 36.765022	-0.002 0.000 -0.001
weapon_ttt_explosivegrenade	1094.856934 -39.157242 36.791157	-0.016 0.000 -0.007
weapon_ttt_explosivegrenade	1094.292480 -55.654301 36.796062	-0.026 0.000 -0.012
weapon_ttt_explosivegrenade	-1462.217651 652.482239 189.876968	13.320 50.279 -27.107
weapon_ttt_explosivegrenade	182.229965 -147.447754 260.802246	-0.048 0.000 -0.022
weapon_zm_pistol	316.025787 2067.606201 16.260700	-0.164 106.059 87.817
weapon_zm_pistol	-514.430786 1395.135986 16.260700	-0.164 33.599 87.817
weapon_zm_pistol	-846.252014 982.507874 16.260700	-0.164 -45.821 87.817
weapon_zm_pistol	-1259.714233 400.663208 0.260700	-0.164 142.499 87.817
weapon_zm_pistol	278.074799 290.072388 16.260700	-0.164 -36.661 87.817
weapon_zm_pistol	639.985718 691.848328 256.260712	-0.164 -33.501 87.817
weapon_zm_pistol	-273.410889 899.985901 248.260696	-0.164 143.899 87.817
weapon_zm_pistol	-744.526428 1858.998535 240.260696	-0.164 -139.101 87.817
weapon_zm_pistol	-247.549698 -389.400909 16.260700	-0.164 -134.481 87.817
weapon_zm_pistol	1516.334717 35.176571 29.363085	1.801 -14.068 -84.936
weapon_zm_pistol	732.930298 491.716370 20.458887	0.740 23.494 86.689
weapon_zm_pistol	516.112244 1403.265991 249.820648	1.775 -12.119 -85.152
weapon_ttt_aug	-341.389130 1199.696533 248.657715	0.064 19.274 85.191
weapon_zm_molotov	-474.755615 1947.464355 24.572300	3.096 -0.132 -3.208
weapon_zm_molotov	75.722504 1377.113647 252.531403	1.428 0.010 -1.198
weapon_zm_molotov	528.424744 1384.225708 249.431183	78.684 -57.751 94.261
weapon_zm_molotov	907.150024 856.484192 252.580093	2.944 -0.132 -3.041
weapon_zm_molotov	665.262390 801.563599 36.553600	3.626 -0.108 -3.747
weapon_zm_molotov	228.128494 603.869080 20.581100	0.169 -0.218 -0.031
weapon_zm_molotov	342.418213 -88.257103 73.640800	0.005 -4.496 0.018
